Track,for,Cindy,2005,,
7/6/2005,3:27:01,29.07,N,90.258,W
7/6/2005,3:29:01,29.076,N,90.246,W
7/6/2005,3:31:01,29.082,N,90.233,W
7/6/2005,3:33:01,29.088,N,90.221,W
7/6/2005,3:35:01,29.093,N,90.209,W
7/6/2005,3:37:02,29.099,N,90.197,W
7/6/2005,3:39:02,29.105,N,90.185,W
7/6/2005,3:41:02,29.111,N,90.173,W
7/6/2005,3:43:02,29.117,N,90.162,W
7/6/2005,3:45:02,29.122,N,90.151,W
7/6/2005,3:47:02,29.128,N,90.14,W
7/6/2005,3:49:02,29.134,N,90.129,W
7/6/2005,3:51:01,29.14,N,90.118,W
7/6/2005,3:53:01,29.146,N,90.108,W
7/6/2005,3:55:01,29.152,N,90.097,W
7/6/2005,3:57:01,29.158,N,90.087,W
7/6/2005,3:59:01,29.164,N,90.078,W
7/6/2005,4:01:01,29.17,N,90.068,W
7/6/2005,4:03:01,29.177,N,90.059,W
7/6/2005,4:05:01,29.183,N,90.05,W
7/6/2005,4:07:02,29.189,N,90.041,W
7/6/2005,4:09:02,29.195,N,90.033,W
7/6/2005,4:11:02,29.202,N,90.024,W
7/6/2005,4:13:02,29.208,N,90.017,W
7/6/2005,4:15:02,29.214,N,90.009,W
7/6/2005,4:17:02,29.221,N,90.002,W
7/6/2005,4:19:02,29.227,N,89.995,W
7/6/2005,4:21:01,29.234,N,89.988,W
7/6/2005,4:23:01,29.24,N,89.982,W
7/6/2005,4:25:01,29.247,N,89.976,W
7/6/2005,4:27:01,29.253,N,89.971,W
7/6/2005,4:29:01,29.26,N,89.965,W
7/6/2005,4:31:01,29.267,N,89.961,W
7/6/2005,4:33:01,29.274,N,89.956,W
7/6/2005,4:35:01,29.28,N,89.952,W
7/6/2005,4:37:02,29.287,N,89.948,W
7/6/2005,4:39:02,29.294,N,89.945,W
7/6/2005,4:41:02,29.301,N,89.942,W
7/6/2005,4:43:02,29.308,N,89.939,W
7/6/2005,4:45:02,29.315,N,89.937,W
7/6/2005,4:47:02,29.322,N,89.935,W
7/6/2005,4:49:02,29.33,N,89.933,W
7/6/2005,4:51:01,29.337,N,89.932,W
7/6/2005,4:53:01,29.344,N,89.93,W
7/6/2005,4:55:01,29.351,N,89.929,W
7/6/2005,4:57:01,29.358,N,89.929,W
7/6/2005,4:59:01,29.366,N,89.928,W
7/6/2005,5:01:01,29.373,N,89.928,W
7/6/2005,5:03:01,29.381,N,89.928,W
7/6/2005,5:05:01,29.388,N,89.929,W
7/6/2005,5:07:02,29.395,N,89.929,W
7/6/2005,5:09:02,29.403,N,89.93,W
7/6/2005,5:11:02,29.41,N,89.931,W
7/6/2005,5:13:02,29.418,N,89.933,W
7/6/2005,5:15:02,29.425,N,89.934,W
7/6/2005,5:17:02,29.433,N,89.936,W
7/6/2005,5:19:02,29.441,N,89.937,W
7/6/2005,5:21:01,29.448,N,89.939,W
7/6/2005,5:23:01,29.456,N,89.942,W
7/6/2005,5:25:01,29.464,N,89.944,W
7/6/2005,5:27:01,29.471,N,89.946,W
7/6/2005,5:29:01,29.479,N,89.949,W
7/6/2005,5:31:01,29.487,N,89.952,W
7/6/2005,5:33:01,29.495,N,89.954,W
7/6/2005,5:35:01,29.502,N,89.957,W
7/6/2005,5:37:02,29.51,N,89.96,W
7/6/2005,5:39:02,29.518,N,89.963,W
7/6/2005,5:41:02,29.526,N,89.967,W
7/6/2005,5:43:02,29.533,N,89.97,W
7/6/2005,5:45:02,29.541,N,89.973,W
7/6/2005,5:47:02,29.549,N,89.977,W
7/6/2005,5:49:02,29.557,N,89.98,W
7/6/2005,5:51:01,29.565,N,89.984,W
7/6/2005,5:53:01,29.573,N,89.987,W
7/6/2005,5:55:01,29.58,N,89.991,W
7/6/2005,5:57:01,29.588,N,89.995,W
7/6/2005,5:59:01,29.596,N,89.998,W
7/6/2005,5:33:01,29.495,N,89.954,W
7/6/2005,5:35:01,29.502,N,89.957,W
7/6/2005,5:37:02,29.51,N,89.96,W
7/6/2005,5:39:02,29.518,N,89.963,W
7/6/2005,5:41:02,29.526,N,89.967,W
7/6/2005,5:43:02,29.533,N,89.97,W
7/6/2005,5:45:02,29.541,N,89.973,W
7/6/2005,5:47:02,29.549,N,89.977,W
7/6/2005,5:49:02,29.557,N,89.98,W
7/6/2005,5:51:01,29.565,N,89.984,W
7/6/2005,5:53:01,29.573,N,89.987,W
7/6/2005,5:55:01,29.58,N,89.991,W
7/6/2005,5:57:01,29.588,N,89.995,W
7/6/2005,5:59:01,29.596,N,89.998,W
7/6/2005,6:01:01,29.604,N,90.002,W
