Track,for,Beta,2005,,
10/30/2005,13:38:00,12.834,N,83.651,W
10/30/2005,13:40:00,12.832,N,83.655,W
10/30/2005,13:42:00,12.831,N,83.658,W
10/30/2005,13:44:00,12.83,N,83.661,W
10/30/2005,13:45:59,12.829,N,83.664,W
10/30/2005,13:47:59,12.828,N,83.668,W
10/30/2005,13:49:59,12.826,N,83.671,W
10/30/2005,13:51:59,12.825,N,83.674,W
10/30/2005,13:54:00,12.824,N,83.677,W
10/30/2005,13:56:00,12.823,N,83.681,W
10/30/2005,13:58:00,12.822,N,83.684,W
10/30/2005,14:00:00,12.82,N,83.687,W
10/30/2005,14:01:59,12.819,N,83.69,W
10/30/2005,14:03:59,12.818,N,83.694,W
10/30/2005,14:05:59,12.817,N,83.697,W
10/30/2005,14:08:00,12.816,N,83.7,W
10/30/2005,14:10:00,12.815,N,83.704,W
10/30/2005,14:12:00,12.813,N,83.707,W
10/30/2005,14:14:00,12.812,N,83.71,W
10/30/2005,14:15:59,12.811,N,83.713,W
10/30/2005,14:17:59,12.81,N,83.717,W
10/30/2005,14:19:59,12.809,N,83.72,W
10/30/2005,14:21:59,12.808,N,83.723,W
10/30/2005,14:24:00,12.807,N,83.727,W
10/30/2005,14:26:00,12.806,N,83.73,W
10/30/2005,14:28:00,12.804,N,83.733,W
10/30/2005,14:30:00,12.803,N,83.737,W
10/30/2005,14:31:59,12.802,N,83.74,W
10/30/2005,14:33:59,12.801,N,83.743,W
10/30/2005,14:35:59,12.8,N,83.747,W
10/30/2005,14:38:00,12.799,N,83.75,W
10/30/2005,14:40:00,12.798,N,83.753,W
10/30/2005,14:42:00,12.797,N,83.757,W
10/30/2005,14:44:00,12.796,N,83.76,W
10/30/2005,14:45:59,12.794,N,83.763,W
10/30/2005,14:47:59,12.793,N,83.767,W
10/30/2005,14:49:59,12.792,N,83.77,W
10/30/2005,14:51:59,12.791,N,83.773,W
10/30/2005,14:54:00,12.79,N,83.777,W
10/30/2005,14:56:00,12.789,N,83.78,W
10/30/2005,14:58:00,12.788,N,83.784,W
10/30/2005,15:00:00,12.787,N,83.787,W
10/30/2005,15:01:59,12.786,N,83.79,W
10/30/2005,15:03:59,12.785,N,83.794,W
10/30/2005,15:05:59,12.784,N,83.797,W
10/30/2005,15:08:00,12.783,N,83.801,W
10/30/2005,15:10:00,12.782,N,83.804,W
10/30/2005,15:12:00,12.781,N,83.807,W
10/30/2005,15:14:00,12.78,N,83.811,W
10/30/2005,15:15:59,12.779,N,83.814,W
10/30/2005,15:17:59,12.778,N,83.818,W
10/30/2005,15:19:59,12.776,N,83.821,W
10/30/2005,15:21:59,12.775,N,83.824,W
10/30/2005,15:24:00,12.774,N,83.828,W
10/30/2005,15:26:00,12.773,N,83.831,W
10/30/2005,15:28:00,12.772,N,83.835,W
10/30/2005,15:30:00,12.771,N,83.838,W
10/30/2005,15:31:59,12.77,N,83.841,W
10/30/2005,15:33:59,12.769,N,83.845,W
10/30/2005,15:35:59,12.768,N,83.848,W
10/30/2005,15:38:00,12.767,N,83.852,W
10/30/2005,15:40:00,12.766,N,83.855,W
10/30/2005,15:42:00,12.765,N,83.859,W
10/30/2005,15:44:00,12.764,N,83.862,W
10/30/2005,15:45:59,12.763,N,83.866,W
10/30/2005,15:47:59,12.762,N,83.869,W
10/30/2005,15:49:59,12.761,N,83.872,W
10/30/2005,15:51:59,12.76,N,83.876,W
10/30/2005,15:54:00,12.759,N,83.879,W
10/30/2005,15:56:00,12.758,N,83.883,W
10/30/2005,15:58:00,12.757,N,83.886,W
10/30/2005,16:00:00,12.756,N,83.89,W
10/30/2005,16:01:59,12.755,N,83.893,W
10/30/2005,16:03:59,12.754,N,83.897,W
10/30/2005,16:05:59,12.753,N,83.9,W
10/30/2005,16:07:59,12.752,N,83.904,W
10/30/2005,16:09:59,12.751,N,83.907,W
10/30/2005,16:11:59,12.751,N,83.91,W
10/30/2005,16:13:59,12.75,N,83.914,W
10/30/2005,16:16:00,12.749,N,83.917,W
10/30/2005,16:18:00,12.748,N,83.921,W
10/30/2005,16:20:00,12.747,N,83.924,W
10/30/2005,16:22:00,12.746,N,83.928,W
10/30/2005,16:24:00,12.745,N,83.931,W
10/30/2005,16:26:00,12.744,N,83.935,W
10/30/2005,16:28:00,12.743,N,83.938,W
10/30/2005,16:30:00,12.742,N,83.942,W
10/30/2005,16:31:59,12.741,N,83.945,W
10/30/2005,16:33:59,12.74,N,83.949,W
10/30/2005,16:35:59,12.739,N,83.952,W
10/30/2005,16:37:59,12.738,N,83.956,W
10/30/2005,16:39:59,12.737,N,83.959,W
10/30/2005,16:41:59,12.736,N,83.963,W
10/30/2005,16:43:59,12.735,N,83.966,W
10/30/2005,16:46:00,12.734,N,83.97,W
10/30/2005,16:48:00,12.733,N,83.973,W
10/30/2005,16:50:00,12.732,N,83.977,W
10/30/2005,16:52:00,12.731,N,83.98,W
10/30/2005,16:54:00,12.731,N,83.984,W
10/30/2005,16:56:00,12.73,N,83.987,W
10/30/2005,16:58:00,12.729,N,83.991,W
10/30/2005,17:00:00,12.728,N,83.994,W
10/30/2005,17:01:59,12.727,N,83.998,W
10/30/2005,17:03:59,12.726,N,84.001,W
10/30/2005,17:05:59,12.725,N,84.005,W
10/30/2005,17:07:59,12.724,N,84.008,W
10/30/2005,17:09:59,12.723,N,84.012,W
10/30/2005,17:11:59,12.722,N,84.015,W
10/30/2005,17:13:59,12.721,N,84.019,W
10/30/2005,17:16:00,12.72,N,84.022,W
10/30/2005,17:18:00,12.719,N,84.026,W
10/30/2005,17:20:00,12.718,N,84.03,W
10/30/2005,17:22:00,12.717,N,84.033,W
10/30/2005,17:24:00,12.717,N,84.037,W
10/30/2005,17:26:00,12.716,N,84.04,W
10/30/2005,17:28:00,12.715,N,84.044,W
10/30/2005,17:30:00,12.714,N,84.047,W
10/30/2005,17:31:59,12.713,N,84.051,W
10/30/2005,17:33:59,12.712,N,84.054,W
10/30/2005,17:35:59,12.711,N,84.058,W
10/30/2005,17:37:59,12.71,N,84.061,W
10/30/2005,17:39:59,12.709,N,84.065,W
10/30/2005,17:41:59,12.708,N,84.068,W
10/30/2005,17:43:59,12.707,N,84.072,W
10/30/2005,17:46:00,12.706,N,84.075,W
10/30/2005,17:48:00,12.706,N,84.079,W
10/30/2005,17:50:00,12.705,N,84.082,W
10/30/2005,17:52:00,12.704,N,84.086,W
10/30/2005,17:54:00,12.703,N,84.089,W
10/30/2005,17:56:00,12.702,N,84.093,W
10/30/2005,17:58:00,12.701,N,84.096,W
10/30/2005,18:00:00,12.7,N,84.1,W
10/30/2005,18:00:00,12.7,N,84.1,W
