Track,for,Alex,2004,,
8/2/2004,1:19:09,31.719,N,79.424,W
8/2/2004,1:21:09,31.719,N,79.415,W
8/2/2004,1:23:09,31.718,N,79.406,W
8/2/2004,1:25:09,31.717,N,79.396,W
8/2/2004,1:27:09,31.716,N,79.387,W
8/2/2004,1:29:10,31.715,N,79.379,W
8/2/2004,1:31:10,31.714,N,79.37,W
8/2/2004,1:33:10,31.713,N,79.361,W
8/2/2004,1:35:10,31.711,N,79.353,W
8/2/2004,1:37:10,31.71,N,79.345,W
8/2/2004,1:39:10,31.708,N,79.338,W
8/2/2004,1:41:10,31.706,N,79.331,W
8/2/2004,1:43:09,31.704,N,79.324,W
8/2/2004,1:45:09,31.702,N,79.318,W
8/2/2004,1:47:09,31.7,N,79.312,W
8/2/2004,1:49:09,31.697,N,79.307,W
8/2/2004,1:51:09,31.695,N,79.302,W
8/2/2004,1:53:09,31.692,N,79.298,W
8/2/2004,1:55:09,31.69,N,79.295,W
8/2/2004,1:57:09,31.687,N,79.291,W
8/2/2004,1:59:10,31.684,N,79.288,W
8/2/2004,2:01:10,31.681,N,79.286,W
8/2/2004,2:03:10,31.678,N,79.284,W
8/2/2004,2:05:10,31.675,N,79.282,W
8/2/2004,2:05:39,31.674,N,79.282,W
8/2/2004,2:07:39,31.671,N,79.279,W
8/2/2004,2:09:39,31.669,N,79.276,W
8/2/2004,2:11:39,31.666,N,79.273,W
8/2/2004,2:13:39,31.663,N,79.27,W
8/2/2004,2:15:39,31.66,N,79.269,W
8/2/2004,2:17:39,31.657,N,79.267,W
8/2/2004,2:19:39,31.654,N,79.266,W
8/2/2004,2:21:40,31.65,N,79.265,W
8/2/2004,2:23:40,31.647,N,79.265,W
8/2/2004,2:25:40,31.643,N,79.265,W
8/2/2004,2:27:40,31.64,N,79.266,W
8/2/2004,2:29:40,31.636,N,79.267,W
8/2/2004,2:31:40,31.632,N,79.268,W
8/2/2004,2:33:40,31.628,N,79.271,W
8/2/2004,2:35:39,31.624,N,79.273,W
8/2/2004,2:37:39,31.62,N,79.276,W
8/2/2004,2:39:39,31.615,N,79.28,W
8/2/2004,2:41:39,31.611,N,79.284,W
8/2/2004,2:43:39,31.606,N,79.289,W
8/2/2004,2:45:39,31.601,N,79.295,W
8/2/2004,2:47:39,31.596,N,79.301,W
8/2/2004,2:49:39,31.591,N,79.308,W
8/2/2004,2:51:40,31.585,N,79.315,W
8/2/2004,2:52:10,31.584,N,79.317,W
8/2/2004,2:54:10,31.58,N,79.319,W
8/2/2004,2:56:10,31.576,N,79.32,W
8/2/2004,2:58:10,31.573,N,79.322,W
8/2/2004,3:00:10,31.569,N,79.323,W
8/2/2004,3:02:11,31.565,N,79.325,W
8/2/2004,3:04:11,31.561,N,79.326,W
8/2/2004,3:06:11,31.557,N,79.328,W
8/2/2004,3:08:11,31.554,N,79.329,W
8/2/2004,3:10:11,31.55,N,79.331,W
8/2/2004,3:12:11,31.546,N,79.332,W
8/2/2004,3:14:11,31.542,N,79.334,W
8/2/2004,3:16:10,31.539,N,79.335,W
8/2/2004,3:18:10,31.535,N,79.337,W
8/2/2004,3:20:10,31.531,N,79.338,W
8/2/2004,3:22:10,31.527,N,79.34,W
8/2/2004,3:24:10,31.524,N,79.341,W
8/2/2004,3:26:10,31.52,N,79.343,W
8/2/2004,3:28:10,31.516,N,79.344,W
8/2/2004,3:30:10,31.513,N,79.346,W
8/2/2004,3:32:11,31.509,N,79.347,W
8/2/2004,3:34:11,31.505,N,79.349,W
8/2/2004,3:36:11,31.502,N,79.351,W
8/2/2004,3:38:11,31.498,N,79.352,W
8/2/2004,3:40:11,31.494,N,79.354,W
8/2/2004,3:42:11,31.491,N,79.355,W
8/2/2004,3:44:11,31.487,N,79.357,W
8/2/2004,3:46:10,31.484,N,79.358,W
8/2/2004,3:48:10,31.48,N,79.36,W
8/2/2004,3:50:10,31.476,N,79.361,W
8/2/2004,3:52:10,31.473,N,79.363,W
8/2/2004,3:54:10,31.469,N,79.364,W
8/2/2004,3:56:10,31.466,N,79.366,W
8/2/2004,3:58:10,31.462,N,79.368,W
8/2/2004,4:00:10,31.459,N,79.369,W
8/2/2004,4:02:11,31.455,N,79.371,W
8/2/2004,4:04:11,31.452,N,79.372,W
8/2/2004,4:06:11,31.448,N,79.374,W
8/2/2004,4:08:11,31.445,N,79.375,W
8/2/2004,4:10:11,31.442,N,79.377,W
8/2/2004,4:12:11,31.438,N,79.378,W
8/2/2004,4:14:11,31.435,N,79.38,W
8/2/2004,4:16:10,31.431,N,79.382,W
8/2/2004,4:18:10,31.428,N,79.383,W
8/2/2004,4:20:10,31.425,N,79.385,W
8/2/2004,4:22:10,31.421,N,79.386,W
8/2/2004,4:24:10,31.418,N,79.388,W
8/2/2004,4:26:10,31.415,N,79.389,W
8/2/2004,4:28:10,31.411,N,79.391,W
8/2/2004,4:30:10,31.408,N,79.393,W
8/2/2004,4:32:11,31.405,N,79.394,W
8/2/2004,4:34:11,31.402,N,79.396,W
8/2/2004,4:36:11,31.398,N,79.397,W
8/2/2004,4:38:11,31.395,N,79.399,W
8/2/2004,4:40:11,31.392,N,79.401,W
8/2/2004,4:42:11,31.389,N,79.402,W
8/2/2004,4:44:11,31.386,N,79.404,W
8/2/2004,4:46:10,31.383,N,79.405,W
8/2/2004,4:48:10,31.38,N,79.407,W
8/2/2004,4:50:10,31.377,N,79.409,W
8/2/2004,4:52:10,31.373,N,79.41,W
8/2/2004,4:54:10,31.37,N,79.412,W
8/2/2004,4:56:10,31.367,N,79.413,W
8/2/2004,4:58:10,31.364,N,79.415,W
8/2/2004,5:00:10,31.361,N,79.417,W
8/2/2004,5:02:11,31.359,N,79.418,W
8/2/2004,5:04:11,31.356,N,79.42,W
8/2/2004,5:06:11,31.353,N,79.422,W
8/2/2004,5:08:11,31.35,N,79.423,W
8/2/2004,5:10:11,31.347,N,79.425,W
8/2/2004,5:12:11,31.344,N,79.426,W
8/2/2004,5:14:11,31.341,N,79.428,W
8/2/2004,5:16:10,31.338,N,79.43,W
8/2/2004,5:18:10,31.336,N,79.431,W
8/2/2004,5:20:10,31.333,N,79.433,W
8/2/2004,5:22:10,31.33,N,79.435,W
8/2/2004,5:24:10,31.328,N,79.436,W
8/2/2004,5:26:10,31.325,N,79.438,W
8/2/2004,5:28:10,31.322,N,79.44,W
8/2/2004,5:30:10,31.32,N,79.441,W
8/2/2004,5:32:11,31.317,N,79.443,W
8/2/2004,5:34:11,31.314,N,79.444,W
8/2/2004,5:36:11,31.312,N,79.446,W
8/2/2004,5:38:11,31.309,N,79.448,W
8/2/2004,5:40:11,31.307,N,79.449,W
8/2/2004,5:42:11,31.304,N,79.451,W
8/2/2004,5:44:11,31.302,N,79.452,W
8/2/2004,5:46:10,31.299,N,79.454,W
8/2/2004,5:48:10,31.297,N,79.456,W
8/2/2004,5:50:10,31.295,N,79.457,W
8/2/2004,5:52:10,31.292,N,79.459,W
8/2/2004,5:54:10,31.29,N,79.46,W
8/2/2004,5:56:10,31.288,N,79.462,W
8/2/2004,5:56:42,31.287,N,79.462,W
8/2/2004,5:58:43,31.285,N,79.462,W
8/2/2004,6:00:43,31.282,N,79.462,W
8/2/2004,6:02:43,31.28,N,79.461,W
8/2/2004,6:04:43,31.278,N,79.461,W
8/2/2004,6:06:43,31.276,N,79.461,W
8/2/2004,6:08:43,31.273,N,79.46,W
8/2/2004,6:10:43,31.271,N,79.46,W
8/2/2004,6:12:43,31.269,N,79.459,W
8/2/2004,6:14:42,31.267,N,79.459,W
8/2/2004,6:16:42,31.265,N,79.458,W
8/2/2004,6:18:42,31.263,N,79.457,W
8/2/2004,6:20:42,31.261,N,79.456,W
8/2/2004,6:22:42,31.259,N,79.456,W
8/2/2004,6:24:42,31.257,N,79.455,W
8/2/2004,6:26:42,31.255,N,79.454,W
8/2/2004,6:28:43,31.253,N,79.453,W
8/2/2004,6:30:43,31.251,N,79.452,W
8/2/2004,6:32:43,31.249,N,79.45,W
8/2/2004,6:34:43,31.247,N,79.449,W
8/2/2004,6:36:43,31.246,N,79.448,W
8/2/2004,6:38:43,31.244,N,79.447,W
8/2/2004,6:40:43,31.242,N,79.445,W
8/2/2004,6:42:43,31.241,N,79.444,W
8/2/2004,6:44:42,31.239,N,79.442,W
8/2/2004,6:46:42,31.237,N,79.441,W
8/2/2004,6:48:42,31.236,N,79.439,W
8/2/2004,6:50:42,31.234,N,79.437,W
8/2/2004,6:52:42,31.233,N,79.436,W
8/2/2004,6:54:42,31.231,N,79.434,W
8/2/2004,6:56:42,31.23,N,79.432,W
8/2/2004,6:58:43,31.228,N,79.43,W
8/2/2004,7:00:43,31.227,N,79.428,W
8/2/2004,7:02:43,31.225,N,79.426,W
8/2/2004,7:04:43,31.224,N,79.424,W
8/2/2004,7:06:43,31.223,N,79.422,W
8/2/2004,7:08:43,31.221,N,79.42,W
8/2/2004,7:10:43,31.22,N,79.418,W
8/2/2004,7:12:43,31.219,N,79.416,W
8/2/2004,7:14:42,31.218,N,79.414,W
8/2/2004,7:16:42,31.217,N,79.411,W
8/2/2004,7:18:42,31.215,N,79.409,W
8/2/2004,7:20:42,31.214,N,79.407,W
8/2/2004,7:22:42,31.213,N,79.404,W
8/2/2004,7:24:42,31.212,N,79.402,W
8/2/2004,7:26:42,31.211,N,79.399,W
8/2/2004,7:28:43,31.21,N,79.397,W
8/2/2004,7:30:43,31.209,N,79.394,W
8/2/2004,7:32:43,31.208,N,79.392,W
8/2/2004,7:34:43,31.207,N,79.389,W
8/2/2004,7:36:43,31.207,N,79.386,W
8/2/2004,7:38:43,31.206,N,79.384,W
8/2/2004,7:40:43,31.205,N,79.381,W
8/2/2004,7:42:43,31.204,N,79.378,W
8/2/2004,7:44:42,31.203,N,79.375,W
8/2/2004,7:46:42,31.203,N,79.372,W
8/2/2004,7:48:42,31.202,N,79.37,W
8/2/2004,7:50:42,31.201,N,79.367,W
8/2/2004,7:52:42,31.201,N,79.364,W
8/2/2004,7:54:42,31.2,N,79.361,W
8/2/2004,7:56:42,31.199,N,79.358,W
8/2/2004,7:58:43,31.199,N,79.355,W
8/2/2004,8:00:43,31.198,N,79.352,W
8/2/2004,8:02:43,31.198,N,79.349,W
8/2/2004,8:04:43,31.197,N,79.345,W
8/2/2004,8:06:43,31.197,N,79.342,W
8/2/2004,8:08:43,31.197,N,79.339,W
8/2/2004,8:10:43,31.196,N,79.336,W
8/2/2004,8:12:43,31.196,N,79.333,W
8/2/2004,8:14:42,31.195,N,79.329,W
8/2/2004,8:16:42,31.195,N,79.326,W
8/2/2004,8:18:42,31.195,N,79.323,W
8/2/2004,8:20:42,31.195,N,79.319,W
8/2/2004,8:22:42,31.194,N,79.316,W
8/2/2004,8:24:42,31.194,N,79.313,W
8/2/2004,8:26:42,31.194,N,79.309,W
8/2/2004,8:28:43,31.194,N,79.306,W
8/2/2004,8:30:43,31.194,N,79.303,W
8/2/2004,8:32:43,31.194,N,79.299,W
8/2/2004,8:34:43,31.194,N,79.296,W
8/2/2004,8:36:43,31.194,N,79.292,W
8/2/2004,8:38:43,31.194,N,79.289,W
8/2/2004,8:40:43,31.194,N,79.285,W
8/2/2004,8:42:43,31.194,N,79.282,W
8/2/2004,8:44:42,31.194,N,79.278,W
8/2/2004,8:46:42,31.194,N,79.275,W
8/2/2004,8:48:42,31.194,N,79.271,W
8/2/2004,8:50:42,31.194,N,79.268,W
8/2/2004,8:52:42,31.195,N,79.264,W
8/2/2004,8:54:42,31.195,N,79.26,W
8/2/2004,8:56:42,31.195,N,79.257,W
8/2/2004,8:58:43,31.195,N,79.253,W
8/2/2004,9:00:43,31.196,N,79.25,W
8/2/2004,9:02:43,31.196,N,79.246,W
8/2/2004,9:04:43,31.196,N,79.242,W
8/2/2004,9:06:43,31.197,N,79.239,W
8/2/2004,9:08:43,31.197,N,79.235,W
8/2/2004,9:10:43,31.197,N,79.231,W
8/2/2004,9:12:43,31.198,N,79.228,W
8/2/2004,9:14:42,31.198,N,79.224,W
8/2/2004,9:16:42,31.199,N,79.221,W
8/2/2004,9:18:42,31.199,N,79.217,W
8/2/2004,9:20:42,31.2,N,79.213,W
8/2/2004,9:22:42,31.201,N,79.21,W
8/2/2004,9:24:42,31.201,N,79.206,W
8/2/2004,9:26:42,31.202,N,79.202,W
8/2/2004,9:28:43,31.203,N,79.199,W
8/2/2004,9:30:43,31.203,N,79.195,W
8/2/2004,9:32:43,31.204,N,79.191,W
8/2/2004,9:34:43,31.205,N,79.188,W
8/2/2004,9:36:43,31.206,N,79.184,W
8/2/2004,9:38:43,31.206,N,79.18,W
8/2/2004,9:40:43,31.207,N,79.177,W
8/2/2004,9:42:43,31.208,N,79.173,W
8/2/2004,9:44:42,31.209,N,79.17,W
8/2/2004,9:46:42,31.21,N,79.166,W
8/2/2004,9:48:42,31.211,N,79.162,W
8/2/2004,9:50:42,31.212,N,79.159,W
8/2/2004,9:52:42,31.213,N,79.155,W
8/2/2004,9:54:42,31.214,N,79.152,W
8/2/2004,9:56:42,31.215,N,79.148,W
8/2/2004,9:58:43,31.216,N,79.145,W
8/2/2004,10:00:43,31.217,N,79.141,W
8/2/2004,10:02:43,31.218,N,79.138,W
8/2/2004,10:04:43,31.219,N,79.134,W
8/2/2004,10:06:43,31.22,N,79.131,W
8/2/2004,10:08:43,31.221,N,79.127,W
8/2/2004,10:10:43,31.222,N,79.124,W
8/2/2004,10:12:43,31.224,N,79.12,W
8/2/2004,10:14:42,31.225,N,79.117,W
8/2/2004,10:16:42,31.226,N,79.113,W
8/2/2004,10:18:42,31.227,N,79.11,W
8/2/2004,10:20:42,31.229,N,79.106,W
8/2/2004,10:22:42,31.23,N,79.103,W
8/2/2004,10:24:42,31.231,N,79.099,W
8/2/2004,10:26:42,31.233,N,79.096,W
8/2/2004,10:28:43,31.234,N,79.093,W
8/2/2004,10:30:43,31.236,N,79.089,W
8/2/2004,10:32:43,31.237,N,79.086,W
8/2/2004,10:34:43,31.238,N,79.082,W
8/2/2004,10:36:43,31.24,N,79.079,W
8/2/2004,10:38:43,31.241,N,79.076,W
8/2/2004,10:40:43,31.243,N,79.072,W
8/2/2004,10:42:43,31.244,N,79.069,W
8/2/2004,10:44:42,31.246,N,79.066,W
8/2/2004,10:46:42,31.248,N,79.062,W
8/2/2004,10:48:42,31.249,N,79.059,W
8/2/2004,10:50:42,31.251,N,79.056,W
8/2/2004,10:52:42,31.252,N,79.052,W
8/2/2004,10:54:42,31.254,N,79.049,W
8/2/2004,10:56:42,31.256,N,79.046,W
8/2/2004,10:58:43,31.257,N,79.042,W
8/2/2004,11:00:43,31.259,N,79.039,W
8/2/2004,11:02:43,31.261,N,79.036,W
8/2/2004,11:04:43,31.262,N,79.033,W
8/2/2004,11:06:43,31.264,N,79.029,W
8/2/2004,11:08:43,31.266,N,79.026,W
8/2/2004,11:10:43,31.268,N,79.023,W
8/2/2004,11:12:43,31.269,N,79.02,W
8/2/2004,11:14:42,31.271,N,79.016,W
8/2/2004,11:16:42,31.273,N,79.013,W
8/2/2004,11:18:42,31.275,N,79.01,W
8/2/2004,11:20:42,31.277,N,79.007,W
8/2/2004,11:22:42,31.279,N,79.003,W
8/2/2004,11:24:42,31.28,N,79,W
8/2/2004,11:26:42,31.282,N,78.997,W
8/2/2004,11:28:43,31.284,N,78.994,W
8/2/2004,11:30:43,31.286,N,78.991,W
8/2/2004,11:31:40,31.287,N,78.989,W
8/2/2004,11:33:40,31.289,N,78.984,W
8/2/2004,11:35:40,31.292,N,78.979,W
8/2/2004,11:37:40,31.294,N,78.974,W
8/2/2004,11:39:41,31.297,N,78.969,W
8/2/2004,11:41:41,31.299,N,78.964,W
8/2/2004,11:43:41,31.302,N,78.959,W
8/2/2004,11:45:41,31.304,N,78.954,W
8/2/2004,11:47:41,31.306,N,78.949,W
8/2/2004,11:49:41,31.309,N,78.945,W
8/2/2004,11:51:41,31.311,N,78.94,W
8/2/2004,11:53:40,31.314,N,78.936,W
8/2/2004,11:55:40,31.316,N,78.932,W
8/2/2004,11:57:40,31.318,N,78.927,W
8/2/2004,11:59:40,31.321,N,78.923,W
8/2/2004,12:01:40,31.323,N,78.919,W
8/2/2004,12:03:40,31.325,N,78.915,W
8/2/2004,12:05:40,31.327,N,78.911,W
8/2/2004,12:07:40,31.33,N,78.908,W
8/2/2004,12:09:41,31.332,N,78.904,W
8/2/2004,12:11:41,31.334,N,78.9,W
8/2/2004,12:13:41,31.336,N,78.897,W
8/2/2004,12:15:41,31.339,N,78.893,W
8/2/2004,12:17:41,31.341,N,78.89,W
8/2/2004,12:19:41,31.343,N,78.887,W
8/2/2004,12:21:41,31.345,N,78.883,W
8/2/2004,12:23:40,31.347,N,78.88,W
8/2/2004,12:25:40,31.349,N,78.877,W
8/2/2004,12:27:40,31.352,N,78.874,W
8/2/2004,12:29:40,31.354,N,78.872,W
8/2/2004,12:31:40,31.356,N,78.869,W
8/2/2004,12:33:40,31.358,N,78.866,W
8/2/2004,12:35:40,31.36,N,78.863,W
8/2/2004,12:37:40,31.362,N,78.861,W
8/2/2004,12:39:41,31.364,N,78.858,W
8/2/2004,12:41:41,31.366,N,78.856,W
8/2/2004,12:43:41,31.368,N,78.854,W
8/2/2004,12:45:41,31.37,N,78.851,W
8/2/2004,12:47:41,31.372,N,78.849,W
8/2/2004,12:49:41,31.374,N,78.847,W
8/2/2004,12:51:41,31.376,N,78.845,W
8/2/2004,12:53:40,31.378,N,78.843,W
8/2/2004,12:55:40,31.38,N,78.841,W
8/2/2004,12:57:40,31.382,N,78.839,W
8/2/2004,12:59:40,31.384,N,78.837,W
8/2/2004,13:01:40,31.386,N,78.835,W
8/2/2004,13:03:40,31.388,N,78.834,W
8/2/2004,13:05:40,31.39,N,78.832,W
8/2/2004,13:07:40,31.392,N,78.83,W
8/2/2004,13:09:41,31.394,N,78.829,W
8/2/2004,13:11:41,31.396,N,78.827,W
8/2/2004,13:13:41,31.398,N,78.826,W
8/2/2004,13:15:41,31.4,N,78.824,W
8/2/2004,13:17:41,31.401,N,78.823,W
8/2/2004,13:19:21,31.403,N,78.822,W
8/2/2004,13:21:21,31.405,N,78.82,W
8/2/2004,13:23:21,31.407,N,78.819,W
8/2/2004,13:25:21,31.409,N,78.817,W
8/2/2004,13:27:21,31.411,N,78.816,W
8/2/2004,13:29:20,31.412,N,78.814,W
8/2/2004,13:31:20,31.414,N,78.813,W
8/2/2004,13:33:20,31.416,N,78.812,W
8/2/2004,13:35:20,31.418,N,78.811,W
8/2/2004,13:37:20,31.42,N,78.81,W
8/2/2004,13:39:20,31.421,N,78.809,W
8/2/2004,13:41:20,31.423,N,78.808,W
8/2/2004,13:43:21,31.425,N,78.807,W
8/2/2004,13:45:21,31.427,N,78.806,W
8/2/2004,13:47:21,31.428,N,78.805,W
8/2/2004,13:49:21,31.43,N,78.805,W
8/2/2004,13:51:21,31.432,N,78.804,W
8/2/2004,13:53:21,31.434,N,78.803,W
8/2/2004,13:55:21,31.435,N,78.803,W
8/2/2004,13:57:21,31.437,N,78.802,W
8/2/2004,13:59:20,31.439,N,78.802,W
8/2/2004,14:01:20,31.441,N,78.802,W
8/2/2004,14:03:20,31.442,N,78.801,W
8/2/2004,14:05:20,31.444,N,78.801,W
8/2/2004,14:07:20,31.446,N,78.801,W
8/2/2004,14:09:20,31.447,N,78.8,W
8/2/2004,14:11:20,31.449,N,78.8,W
8/2/2004,14:13:21,31.451,N,78.8,W
8/2/2004,14:15:21,31.452,N,78.8,W
8/2/2004,14:17:21,31.454,N,78.8,W
8/2/2004,14:19:21,31.456,N,78.8,W
8/2/2004,14:21:21,31.457,N,78.8,W
8/2/2004,14:23:21,31.459,N,78.799,W
8/2/2004,14:25:21,31.461,N,78.799,W
8/2/2004,14:27:21,31.463,N,78.799,W
8/2/2004,14:29:20,31.464,N,78.799,W
8/2/2004,14:31:20,31.466,N,78.799,W
8/2/2004,14:33:20,31.468,N,78.799,W
8/2/2004,14:35:20,31.469,N,78.8,W
8/2/2004,14:37:20,31.471,N,78.8,W
8/2/2004,14:39:20,31.473,N,78.8,W
8/2/2004,14:41:20,31.475,N,78.8,W
8/2/2004,14:43:21,31.476,N,78.8,W
8/2/2004,14:45:21,31.478,N,78.8,W
8/2/2004,14:47:21,31.48,N,78.8,W
8/2/2004,14:49:21,31.482,N,78.8,W
8/2/2004,14:51:21,31.483,N,78.8,W
8/2/2004,14:53:21,31.485,N,78.8,W
8/2/2004,14:55:21,31.487,N,78.8,W
8/2/2004,14:55:30,31.487,N,78.8,W
8/2/2004,14:57:30,31.489,N,78.799,W
8/2/2004,14:59:30,31.491,N,78.799,W
8/2/2004,15:01:30,31.493,N,78.798,W
8/2/2004,15:03:30,31.494,N,78.798,W
8/2/2004,15:05:30,31.496,N,78.797,W
8/2/2004,15:07:30,31.498,N,78.797,W
8/2/2004,15:09:30,31.5,N,78.796,W
8/2/2004,15:11:31,31.502,N,78.796,W
8/2/2004,15:13:31,31.504,N,78.795,W
8/2/2004,15:15:31,31.506,N,78.795,W
8/2/2004,15:17:31,31.508,N,78.794,W
8/2/2004,15:19:31,31.51,N,78.794,W
8/2/2004,15:21:31,31.512,N,78.793,W
8/2/2004,15:23:31,31.514,N,78.793,W
8/2/2004,15:25:30,31.515,N,78.792,W
8/2/2004,15:27:30,31.517,N,78.791,W
8/2/2004,15:29:30,31.519,N,78.791,W
8/2/2004,15:31:30,31.521,N,78.79,W
8/2/2004,15:33:30,31.523,N,78.79,W
8/2/2004,15:35:30,31.525,N,78.789,W
8/2/2004,15:37:30,31.527,N,78.788,W
8/2/2004,15:39:30,31.529,N,78.788,W
8/2/2004,15:41:31,31.531,N,78.787,W
8/2/2004,15:43:31,31.533,N,78.787,W
8/2/2004,15:45:31,31.535,N,78.786,W
8/2/2004,15:47:31,31.537,N,78.785,W
8/2/2004,15:49:31,31.54,N,78.785,W
8/2/2004,15:51:31,31.542,N,78.784,W
8/2/2004,15:53:31,31.544,N,78.784,W
8/2/2004,15:55:30,31.546,N,78.783,W
8/2/2004,15:57:30,31.548,N,78.782,W
8/2/2004,15:59:30,31.55,N,78.782,W
8/2/2004,16:01:30,31.552,N,78.781,W
8/2/2004,16:03:30,31.554,N,78.78,W
8/2/2004,16:05:30,31.556,N,78.78,W
8/2/2004,16:07:30,31.558,N,78.779,W
8/2/2004,16:09:30,31.561,N,78.778,W
8/2/2004,16:11:31,31.563,N,78.778,W
8/2/2004,16:13:31,31.565,N,78.777,W
8/2/2004,16:15:31,31.567,N,78.776,W
8/2/2004,16:17:31,31.569,N,78.776,W
8/2/2004,16:19:31,31.572,N,78.775,W
8/2/2004,16:21:31,31.574,N,78.774,W
8/2/2004,16:23:31,31.576,N,78.773,W
8/2/2004,16:25:30,31.578,N,78.773,W
8/2/2004,16:27:30,31.581,N,78.772,W
8/2/2004,16:29:30,31.583,N,78.771,W
8/2/2004,16:31:30,31.585,N,78.771,W
8/2/2004,16:33:30,31.587,N,78.77,W
8/2/2004,16:35:30,31.59,N,78.769,W
8/2/2004,16:37:30,31.592,N,78.768,W
8/2/2004,16:39:30,31.594,N,78.768,W
8/2/2004,16:41:31,31.597,N,78.767,W
8/2/2004,16:43:31,31.599,N,78.766,W
8/2/2004,16:45:31,31.602,N,78.765,W
8/2/2004,16:47:31,31.604,N,78.764,W
8/2/2004,16:49:31,31.606,N,78.764,W
8/2/2004,16:51:31,31.609,N,78.763,W
8/2/2004,16:53:31,31.611,N,78.762,W
8/2/2004,16:55:30,31.614,N,78.761,W
8/2/2004,16:57:30,31.616,N,78.76,W
8/2/2004,16:59:30,31.619,N,78.76,W
8/2/2004,17:01:30,31.621,N,78.759,W
8/2/2004,17:03:30,31.624,N,78.758,W
8/2/2004,17:05:29,31.626,N,78.757,W
8/2/2004,17:07:29,31.629,N,78.755,W
8/2/2004,17:09:29,31.632,N,78.754,W
8/2/2004,17:11:29,31.636,N,78.752,W
8/2/2004,17:13:29,31.639,N,78.75,W
8/2/2004,17:15:29,31.642,N,78.749,W
8/2/2004,17:17:29,31.646,N,78.747,W
8/2/2004,17:19:29,31.649,N,78.745,W
8/2/2004,17:21:28,31.653,N,78.743,W
8/2/2004,17:23:28,31.657,N,78.741,W
8/2/2004,17:25:28,31.66,N,78.739,W
8/2/2004,17:27:28,31.664,N,78.737,W
8/2/2004,17:29:28,31.668,N,78.735,W
8/2/2004,17:31:28,31.672,N,78.733,W
8/2/2004,17:33:28,31.675,N,78.731,W
8/2/2004,17:35:29,31.679,N,78.728,W
8/2/2004,17:37:29,31.683,N,78.726,W
8/2/2004,17:39:29,31.687,N,78.724,W
8/2/2004,17:41:29,31.692,N,78.721,W
8/2/2004,17:43:29,31.696,N,78.719,W
8/2/2004,17:45:29,31.7,N,78.716,W
8/2/2004,17:47:29,31.704,N,78.714,W
8/2/2004,17:49:29,31.709,N,78.711,W
8/2/2004,17:51:28,31.713,N,78.708,W
8/2/2004,17:53:28,31.718,N,78.706,W
8/2/2004,17:55:28,31.722,N,78.703,W
8/2/2004,17:57:28,31.727,N,78.7,W
8/2/2004,17:59:28,31.731,N,78.697,W
8/2/2004,18:01:28,31.736,N,78.694,W
8/2/2004,18:03:28,31.741,N,78.691,W
8/2/2004,18:05:29,31.746,N,78.688,W
8/2/2004,18:07:29,31.751,N,78.685,W
8/2/2004,18:09:29,31.756,N,78.682,W
8/2/2004,18:11:29,31.761,N,78.679,W
8/2/2004,18:13:29,31.766,N,78.675,W
8/2/2004,18:15:29,31.771,N,78.672,W
8/2/2004,18:17:29,31.777,N,78.668,W
8/2/2004,18:19:29,31.782,N,78.665,W
8/2/2004,18:21:28,31.787,N,78.661,W
8/2/2004,18:23:28,31.793,N,78.658,W
8/2/2004,18:25:28,31.798,N,78.654,W
8/2/2004,18:27:28,31.804,N,78.651,W
8/2/2004,18:29:28,31.809,N,78.647,W
8/2/2004,18:31:28,31.815,N,78.643,W
8/2/2004,18:33:28,31.821,N,78.639,W
8/2/2004,18:35:29,31.826,N,78.635,W
8/2/2004,18:37:29,31.832,N,78.632,W
8/2/2004,18:39:29,31.838,N,78.628,W
8/2/2004,18:41:29,31.844,N,78.624,W
8/2/2004,18:43:29,31.85,N,78.62,W
8/2/2004,18:45:29,31.856,N,78.616,W
8/2/2004,18:47:29,31.862,N,78.612,W
8/2/2004,18:49:29,31.868,N,78.607,W
8/2/2004,18:51:28,31.874,N,78.603,W
8/2/2004,18:53:28,31.88,N,78.599,W
8/2/2004,18:55:28,31.886,N,78.595,W
8/2/2004,18:57:28,31.892,N,78.591,W
8/2/2004,18:59:28,31.898,N,78.587,W
8/2/2004,19:01:28,31.904,N,78.582,W
8/2/2004,19:03:28,31.91,N,78.578,W
8/2/2004,19:05:29,31.916,N,78.574,W
8/2/2004,19:07:29,31.923,N,78.569,W
8/2/2004,19:09:29,31.929,N,78.565,W
8/2/2004,19:11:29,31.935,N,78.561,W
8/2/2004,19:13:29,31.941,N,78.556,W
8/2/2004,19:15:29,31.948,N,78.552,W
8/2/2004,19:17:29,31.954,N,78.547,W
8/2/2004,19:19:29,31.96,N,78.543,W
8/2/2004,19:21:28,31.966,N,78.538,W
8/2/2004,19:23:28,31.973,N,78.534,W
8/2/2004,19:25:28,31.979,N,78.53,W
8/2/2004,19:27:28,31.985,N,78.525,W
8/2/2004,19:29:28,31.992,N,78.521,W
8/2/2004,19:31:28,31.998,N,78.516,W
8/2/2004,19:33:28,32.004,N,78.512,W
8/2/2004,19:35:29,32.01,N,78.507,W
8/2/2004,19:37:29,32.017,N,78.503,W
8/2/2004,19:39:29,32.023,N,78.498,W
8/2/2004,19:41:29,32.029,N,78.493,W
8/2/2004,19:43:29,32.035,N,78.489,W
8/2/2004,19:45:29,32.042,N,78.484,W
8/2/2004,19:47:29,32.048,N,78.48,W
