Track,for,Mindy,2003,,,
10/12/2003,21:20:08,25.837,N,72.103,W,0
10/12/2003,21:22:07,25.84,N,72.103,W,0
10/12/2003,21:24:07,25.844,N,72.103,W,0
10/12/2003,21:26:07,25.847,N,72.103,W,0
10/12/2003,21:28:07,25.851,N,72.102,W,0
10/12/2003,21:30:07,25.854,N,72.102,W,0
10/12/2003,21:32:07,25.858,N,72.101,W,0
10/12/2003,21:34:07,25.862,N,72.101,W,0
10/12/2003,21:36:07,25.865,N,72.1,W,0
10/12/2003,21:38:08,25.869,N,72.1,W,0
10/12/2003,21:40:08,25.872,N,72.099,W,0
10/12/2003,21:42:08,25.876,N,72.099,W,0
10/12/2003,21:44:08,25.879,N,72.098,W,0
10/12/2003,21:46:08,25.883,N,72.098,W,0
10/12/2003,21:48:08,25.886,N,72.097,W,0
10/12/2003,21:50:08,25.89,N,72.096,W,0
10/12/2003,21:52:07,25.893,N,72.095,W,0
10/12/2003,21:54:07,25.897,N,72.095,W,0
10/12/2003,21:56:07,25.9,N,72.094,W,0
10/12/2003,21:58:07,25.904,N,72.093,W,0
10/12/2003,22:00:07,25.907,N,72.092,W,0
10/12/2003,22:02:07,25.91,N,72.091,W,0
10/12/2003,22:04:07,25.914,N,72.091,W,0
10/12/2003,22:06:07,25.917,N,72.09,W,0
10/12/2003,22:08:08,25.921,N,72.089,W,0
10/12/2003,22:10:08,25.924,N,72.088,W,0
10/12/2003,22:12:08,25.928,N,72.087,W,0
10/12/2003,22:14:08,25.931,N,72.086,W,0
10/12/2003,22:16:08,25.934,N,72.084,W,0
10/12/2003,22:18:08,25.938,N,72.083,W,0
10/12/2003,22:20:08,25.941,N,72.082,W,0
10/12/2003,22:22:07,25.944,N,72.081,W,0
10/12/2003,22:24:07,25.948,N,72.08,W,0
10/12/2003,22:26:07,25.951,N,72.078,W,0
10/12/2003,22:28:07,25.955,N,72.077,W,0
10/12/2003,22:30:07,25.958,N,72.076,W,0
10/12/2003,22:32:07,25.961,N,72.074,W,0
10/12/2003,22:34:07,25.965,N,72.073,W,0
10/12/2003,22:36:07,25.968,N,72.072,W,0
10/12/2003,22:38:08,25.971,N,72.07,W,0
10/12/2003,22:40:08,25.974,N,72.069,W,0
10/12/2003,22:42:08,25.978,N,72.067,W,0
10/12/2003,22:44:08,25.981,N,72.065,W,0
10/12/2003,22:46:08,25.984,N,72.064,W,0
10/12/2003,22:48:08,25.987,N,72.062,W,0
10/12/2003,22:50:08,25.991,N,72.06,W,0
10/12/2003,22:52:07,25.994,N,72.059,W,0
10/12/2003,22:54:07,25.997,N,72.057,W,0
10/12/2003,22:56:07,26,N,72.055,W,0
10/12/2003,22:58:07,26.004,N,72.053,W,0
10/12/2003,23:00:07,26.007,N,72.051,W,0
10/12/2003,23:02:07,26.01,N,72.049,W,0
10/12/2003,23:04:07,26.013,N,72.048,W,0
10/12/2003,23:06:07,26.016,N,72.046,W,0
10/12/2003,23:08:08,26.02,N,72.043,W,0
10/12/2003,23:10:08,26.023,N,72.041,W,0
10/12/2003,23:12:08,26.026,N,72.039,W,0
10/12/2003,23:14:08,26.029,N,72.037,W,0
10/12/2003,23:16:08,26.032,N,72.035,W,0
10/12/2003,23:18:08,26.035,N,72.033,W,0
10/12/2003,23:20:08,26.038,N,72.03,W,0
10/12/2003,23:22:07,26.042,N,72.028,W,0
10/12/2003,23:24:07,26.045,N,72.026,W,0
10/12/2003,23:26:07,26.048,N,72.023,W,0
10/12/2003,23:28:07,26.051,N,72.021,W,0
10/12/2003,23:30:07,26.054,N,72.018,W,0
10/12/2003,23:32:07,26.057,N,72.016,W,0
10/12/2003,23:34:07,26.06,N,72.013,W,0
10/12/2003,23:36:07,26.063,N,72.011,W,0
10/12/2003,23:38:08,26.066,N,72.008,W,0
10/12/2003,23:40:08,26.069,N,72.005,W,0
10/12/2003,23:42:08,26.072,N,72.003,W,0
10/12/2003,23:44:08,26.075,N,72,W,0
10/12/2003,23:46:08,26.078,N,71.997,W,0
10/12/2003,23:48:08,26.081,N,71.994,W,0
10/12/2003,23:50:08,26.084,N,71.991,W,0
10/12/2003,23:52:07,26.087,N,71.988,W,0
10/12/2003,23:54:07,26.09,N,71.985,W,0
10/12/2003,23:56:07,26.093,N,71.982,W,0
10/12/2003,23:58:07,26.096,N,71.979,W,0
10/13/2003,0:00:07,26.099,N,71.976,W,0
10/13/2003,0:02:07,26.102,N,71.973,W,0
10/13/2003,0:04:07,26.104,N,71.97,W,0
10/13/2003,0:06:07,26.107,N,71.966,W,0
10/13/2003,0:08:08,26.11,N,71.963,W,0
10/13/2003,0:10:08,26.113,N,71.96,W,0
10/13/2003,0:12:08,26.116,N,71.956,W,0
10/13/2003,0:14:08,26.119,N,71.953,W,0
10/13/2003,0:16:08,26.122,N,71.949,W,0
10/13/2003,0:18:08,26.124,N,71.946,W,0
10/13/2003,0:20:08,26.127,N,71.942,W,0
10/13/2003,0:22:07,26.13,N,71.939,W,0
10/13/2003,0:24:07,26.133,N,71.935,W,0
10/13/2003,0:26:07,26.136,N,71.931,W,0
10/13/2003,0:28:07,26.138,N,71.928,W,0
10/13/2003,0:30:07,26.141,N,71.924,W,0
10/13/2003,0:32:07,26.144,N,71.92,W,0
10/13/2003,0:34:07,26.146,N,71.916,W,0
10/13/2003,0:36:07,26.149,N,71.912,W,0
10/13/2003,0:38:08,26.152,N,71.908,W,0
10/13/2003,0:40:08,26.155,N,71.904,W,0
10/13/2003,0:42:08,26.157,N,71.9,W,0
10/13/2003,0:44:08,26.16,N,71.896,W,0
10/13/2003,0:46:08,26.163,N,71.891,W,0
10/13/2003,0:48:08,26.165,N,71.887,W,0
10/13/2003,0:50:08,26.168,N,71.883,W,0
10/13/2003,0:52:07,26.17,N,71.878,W,0
10/13/2003,0:54:07,26.173,N,71.874,W,0
10/13/2003,0:56:07,26.176,N,71.869,W,0
10/13/2003,0:58:07,26.178,N,71.865,W,0
10/13/2003,1:00:07,26.181,N,71.86,W,0
10/13/2003,1:02:07,26.183,N,71.856,W,0
10/13/2003,1:04:07,26.186,N,71.851,W,0
10/13/2003,1:06:07,26.188,N,71.846,W,0
10/13/2003,1:08:08,26.191,N,71.842,W,0
10/13/2003,1:10:08,26.194,N,71.837,W,0
10/13/2003,1:12:08,26.196,N,71.832,W,0
10/13/2003,1:14:08,26.199,N,71.827,W,0
10/13/2003,1:16:08,26.201,N,71.822,W,0
10/13/2003,1:18:08,26.203,N,71.817,W,0
10/13/2003,1:20:08,26.206,N,71.812,W,0
10/13/2003,1:22:07,26.208,N,71.807,W,0
10/13/2003,1:24:07,26.211,N,71.801,W,0
10/13/2003,1:26:07,26.213,N,71.796,W,0
10/13/2003,1:28:07,26.216,N,71.791,W,0
10/13/2003,1:30:07,26.218,N,71.785,W,0
10/13/2003,1:32:07,26.22,N,71.78,W,0
10/13/2003,1:34:07,26.223,N,71.775,W,0
10/13/2003,1:36:07,26.225,N,71.769,W,0
10/13/2003,1:38:08,26.227,N,71.763,W,0
10/13/2003,1:40:08,26.23,N,71.758,W,0
10/13/2003,1:42:08,26.232,N,71.752,W,0
10/13/2003,1:44:08,26.234,N,71.746,W,0
10/13/2003,1:46:08,26.237,N,71.741,W,0
10/13/2003,1:48:08,26.239,N,71.735,W,0
10/13/2003,1:50:08,26.241,N,71.729,W,0
10/13/2003,1:52:07,26.243,N,71.723,W,0
10/13/2003,1:54:07,26.246,N,71.717,W,0
10/13/2003,1:56:07,26.248,N,71.711,W,0
10/13/2003,1:58:07,26.25,N,71.705,W,0
10/13/2003,2:00:07,26.252,N,71.698,W,0
10/13/2003,2:02:07,26.254,N,71.692,W,0
10/13/2003,2:04:07,26.256,N,71.686,W,0
10/13/2003,2:06:07,26.259,N,71.679,W,0
10/13/2003,2:08:08,26.261,N,71.673,W,0
10/13/2003,2:10:08,26.263,N,71.667,W,0
10/13/2003,2:12:08,26.265,N,71.66,W,0
10/13/2003,2:14:08,26.267,N,71.654,W,0
10/13/2003,2:16:08,26.269,N,71.647,W,0
10/13/2003,2:18:08,26.271,N,71.64,W,0
10/13/2003,2:20:08,26.273,N,71.634,W,0
10/13/2003,2:22:07,26.275,N,71.627,W,0
10/13/2003,2:24:07,26.277,N,71.62,W,0
10/13/2003,2:26:07,26.279,N,71.613,W,0
10/13/2003,2:28:07,26.281,N,71.606,W,0
10/13/2003,2:30:07,26.283,N,71.599,W,0
10/13/2003,2:32:07,26.285,N,71.592,W,0
10/13/2003,2:34:07,26.287,N,71.585,W,0
10/13/2003,2:36:07,26.289,N,71.578,W,0
10/13/2003,2:38:08,26.291,N,71.571,W,0
10/13/2003,2:40:08,26.293,N,71.564,W,0
10/13/2003,2:42:08,26.295,N,71.557,W,0
10/13/2003,2:44:08,26.297,N,71.55,W,0
10/13/2003,2:46:08,26.299,N,71.542,W,0
10/13/2003,2:48:08,26.301,N,71.535,W,0
10/13/2003,2:50:08,26.303,N,71.528,W,0
10/13/2003,2:52:07,26.304,N,71.52,W,0
10/13/2003,2:54:07,26.306,N,71.513,W,0
10/13/2003,2:56:07,26.308,N,71.505,W,0
10/13/2003,2:58:07,26.31,N,71.498,W,0
10/13/2003,3:00:07,26.312,N,71.49,W,0
10/13/2003,3:02:07,26.313,N,71.482,W,0
10/13/2003,3:04:07,26.315,N,71.475,W,0
10/13/2003,3:06:07,26.317,N,71.467,W,0
10/13/2003,3:08:08,26.319,N,71.459,W,0
10/13/2003,3:10:08,26.32,N,71.451,W,0
10/13/2003,3:12:08,26.322,N,71.444,W,0
10/13/2003,3:14:08,26.324,N,71.436,W,0
10/13/2003,3:16:08,26.326,N,71.428,W,0
10/13/2003,3:18:08,26.327,N,71.42,W,0
10/13/2003,3:20:08,26.329,N,71.412,W,0
10/13/2003,3:22:07,26.331,N,71.404,W,0
10/13/2003,3:24:07,26.332,N,71.396,W,0
10/13/2003,3:26:07,26.334,N,71.388,W,0
10/13/2003,3:28:07,26.335,N,71.38,W,0
10/13/2003,3:30:07,26.337,N,71.371,W,0
10/13/2003,3:32:07,26.339,N,71.363,W,0
10/13/2003,3:34:07,26.34,N,71.355,W,0
10/13/2003,3:36:07,26.342,N,71.347,W,0
10/13/2003,3:38:08,26.343,N,71.338,W,0
10/13/2003,3:40:08,26.345,N,71.33,W,0
10/13/2003,3:42:08,26.346,N,71.322,W,0
10/13/2003,3:44:08,26.348,N,71.313,W,0
10/13/2003,3:46:08,26.349,N,71.305,W,0
10/13/2003,3:48:08,26.351,N,71.296,W,0
10/13/2003,3:50:08,26.352,N,71.288,W,0
10/13/2003,3:52:07,26.354,N,71.279,W,0
10/13/2003,3:54:07,26.355,N,71.271,W,0
10/13/2003,3:56:07,26.357,N,71.262,W,0
10/13/2003,3:58:07,26.358,N,71.253,W,0
10/13/2003,4:00:07,26.36,N,71.245,W,0
10/13/2003,4:02:07,26.361,N,71.236,W,0
10/13/2003,4:04:07,26.362,N,71.227,W,0
10/13/2003,4:06:07,26.364,N,71.218,W,0
10/13/2003,4:08:08,26.365,N,71.21,W,0
10/13/2003,4:10:08,26.366,N,71.201,W,0
10/13/2003,4:12:08,26.368,N,71.192,W,0
10/13/2003,4:14:08,26.369,N,71.183,W,0
10/13/2003,4:16:08,26.37,N,71.174,W,0
10/13/2003,4:18:08,26.372,N,71.165,W,0
10/13/2003,4:20:08,26.373,N,71.156,W,0
10/13/2003,4:22:07,26.374,N,71.147,W,0
10/13/2003,4:24:07,26.375,N,71.138,W,0
10/13/2003,4:26:07,26.377,N,71.129,W,0
10/13/2003,4:28:07,26.378,N,71.12,W,0
10/13/2003,4:30:07,26.379,N,71.111,W,0
10/13/2003,4:32:07,26.38,N,71.102,W,0
10/13/2003,4:34:07,26.382,N,71.093,W,0
10/13/2003,4:36:07,26.383,N,71.084,W,0
10/13/2003,4:38:08,26.384,N,71.074,W,0
10/13/2003,4:40:08,26.385,N,71.065,W,0
10/13/2003,4:42:08,26.386,N,71.056,W,0
10/13/2003,4:44:08,26.387,N,71.047,W,0
10/13/2003,4:46:08,26.388,N,71.037,W,0
10/13/2003,4:48:08,26.39,N,71.028,W,0
10/13/2003,4:50:08,26.391,N,71.019,W,0
10/13/2003,4:52:07,26.392,N,71.009,W,0
10/13/2003,4:54:07,26.393,N,71,W,0
10/13/2003,4:56:07,26.394,N,70.991,W,0
10/13/2003,4:58:07,26.395,N,70.981,W,0
10/13/2003,5:00:07,26.396,N,70.972,W,0
10/13/2003,5:02:07,26.397,N,70.962,W,0
10/13/2003,5:04:07,26.398,N,70.953,W,0
10/13/2003,5:06:07,26.399,N,70.943,W,0
10/13/2003,5:08:08,26.4,N,70.934,W,0
10/13/2003,5:10:08,26.401,N,70.924,W,0
10/13/2003,5:12:08,26.402,N,70.915,W,0
10/13/2003,5:14:08,26.403,N,70.905,W,0
10/13/2003,5:16:08,26.404,N,70.896,W,0
10/13/2003,5:18:08,26.405,N,70.886,W,0
10/13/2003,5:20:08,26.406,N,70.877,W,0
10/13/2003,5:22:07,26.406,N,70.867,W,0
10/13/2003,5:24:07,26.407,N,70.857,W,0
10/13/2003,5:26:07,26.408,N,70.848,W,0
10/13/2003,5:28:07,26.409,N,70.838,W,0
10/13/2003,5:30:07,26.41,N,70.828,W,0
10/13/2003,5:32:07,26.411,N,70.819,W,0
10/13/2003,5:34:07,26.411,N,70.809,W,0
10/13/2003,5:36:07,26.412,N,70.799,W,0
10/13/2003,5:38:08,26.413,N,70.789,W,0
10/13/2003,5:40:08,26.414,N,70.78,W,0
10/13/2003,5:42:08,26.415,N,70.77,W,0
10/13/2003,5:44:08,26.415,N,70.76,W,0
10/13/2003,5:46:08,26.416,N,70.75,W,0
10/13/2003,5:48:08,26.417,N,70.741,W,0
10/13/2003,5:50:08,26.418,N,70.731,W,0
10/13/2003,5:52:07,26.418,N,70.721,W,0
10/13/2003,5:54:07,26.419,N,70.711,W,0
10/13/2003,5:56:07,26.42,N,70.701,W,0
10/13/2003,5:58:07,26.42,N,70.691,W,0
10/13/2003,6:00:07,26.421,N,70.682,W,0
10/13/2003,6:02:07,26.422,N,70.672,W,0
10/13/2003,6:04:07,26.422,N,70.662,W,0
10/13/2003,6:06:07,26.423,N,70.652,W,0
10/13/2003,6:08:08,26.423,N,70.642,W,0
10/13/2003,6:10:08,26.424,N,70.632,W,0
10/13/2003,6:12:08,26.425,N,70.622,W,0
10/13/2003,6:14:08,26.425,N,70.612,W,0
10/13/2003,6:16:08,26.426,N,70.602,W,0
10/13/2003,6:18:08,26.426,N,70.593,W,0
10/13/2003,6:20:08,26.427,N,70.583,W,0
10/13/2003,6:22:07,26.427,N,70.573,W,0
10/13/2003,6:24:07,26.428,N,70.563,W,0
10/13/2003,6:26:07,26.428,N,70.553,W,0
10/13/2003,6:28:07,26.429,N,70.543,W,0
10/13/2003,6:30:07,26.429,N,70.533,W,0
10/13/2003,6:32:07,26.43,N,70.523,W,0
10/13/2003,6:34:07,26.43,N,70.513,W,0
10/13/2003,6:36:07,26.431,N,70.503,W,0
10/13/2003,6:38:08,26.431,N,70.493,W,0
10/13/2003,6:40:08,26.432,N,70.483,W,0
10/13/2003,6:42:08,26.432,N,70.473,W,0
10/13/2003,6:44:08,26.432,N,70.463,W,0
10/13/2003,6:46:08,26.433,N,70.453,W,0
10/13/2003,6:48:08,26.433,N,70.443,W,0
10/13/2003,6:50:08,26.433,N,70.433,W,0
10/13/2003,6:52:07,26.434,N,70.423,W,0
10/13/2003,6:54:07,26.434,N,70.414,W,0
10/13/2003,6:56:07,26.434,N,70.404,W,0
10/13/2003,6:58:07,26.435,N,70.394,W,0
10/13/2003,7:00:07,26.435,N,70.384,W,0
10/13/2003,7:02:07,26.435,N,70.374,W,0
10/13/2003,7:04:07,26.435,N,70.364,W,0
10/13/2003,7:06:07,26.436,N,70.354,W,0
10/13/2003,7:08:08,26.436,N,70.344,W,0
10/13/2003,7:10:08,26.436,N,70.334,W,0
10/13/2003,7:12:08,26.436,N,70.324,W,0
10/13/2003,7:14:08,26.437,N,70.314,W,0
10/13/2003,7:16:08,26.437,N,70.304,W,0
10/13/2003,7:18:08,26.437,N,70.294,W,0
10/13/2003,7:20:08,26.437,N,70.284,W,0
10/13/2003,7:22:07,26.437,N,70.274,W,0
10/13/2003,7:24:07,26.437,N,70.265,W,0
10/13/2003,7:26:07,26.438,N,70.255,W,0
10/13/2003,7:28:07,26.438,N,70.245,W,0
10/13/2003,7:30:07,26.438,N,70.235,W,0
10/13/2003,7:32:07,26.438,N,70.225,W,0
10/13/2003,7:34:07,26.438,N,70.215,W,0
10/13/2003,7:36:07,26.438,N,70.205,W,0
10/13/2003,7:38:08,26.438,N,70.196,W,0
10/13/2003,7:40:08,26.438,N,70.186,W,0
10/13/2003,7:42:08,26.438,N,70.176,W,0
10/13/2003,7:44:08,26.438,N,70.166,W,0
10/13/2003,7:46:08,26.438,N,70.156,W,0
10/13/2003,7:48:08,26.438,N,70.146,W,0
10/13/2003,7:50:08,26.438,N,70.137,W,0
10/13/2003,7:52:07,26.438,N,70.127,W,0
10/13/2003,7:54:07,26.438,N,70.117,W,0
10/13/2003,7:56:07,26.438,N,70.107,W,0
10/13/2003,7:58:07,26.438,N,70.098,W,0
10/13/2003,8:00:07,26.438,N,70.088,W,0
10/13/2003,8:02:07,26.438,N,70.078,W,0
10/13/2003,8:04:07,26.438,N,70.069,W,0
10/13/2003,8:06:07,26.438,N,70.059,W,0
10/13/2003,8:08:08,26.437,N,70.049,W,0
10/13/2003,8:10:08,26.437,N,70.04,W,0
10/13/2003,8:12:08,26.437,N,70.03,W,0
10/13/2003,8:14:08,26.437,N,70.02,W,0
10/13/2003,8:16:08,26.437,N,70.011,W,0
10/13/2003,8:18:08,26.437,N,70.001,W,0
10/13/2003,8:20:08,26.436,N,69.992,W,0
10/13/2003,8:22:07,26.436,N,69.982,W,0
10/13/2003,8:24:07,26.436,N,69.973,W,0
10/13/2003,8:26:07,26.436,N,69.963,W,0
10/13/2003,8:28:07,26.436,N,69.953,W,0
10/13/2003,8:30:07,26.435,N,69.944,W,0
10/13/2003,8:32:07,26.435,N,69.935,W,0
10/13/2003,8:34:07,26.435,N,69.925,W,0
10/13/2003,8:36:07,26.434,N,69.916,W,0
10/13/2003,8:38:08,26.434,N,69.906,W,0
10/13/2003,8:40:08,26.434,N,69.897,W,0
10/13/2003,8:42:08,26.434,N,69.888,W,0
10/13/2003,8:44:08,26.433,N,69.878,W,0
10/13/2003,8:46:08,26.433,N,69.869,W,0
10/13/2003,8:48:08,26.433,N,69.86,W,0
10/13/2003,8:50:08,26.432,N,69.85,W,0
10/13/2003,8:52:07,26.432,N,69.841,W,0
10/13/2003,8:54:07,26.431,N,69.832,W,0
10/13/2003,8:56:07,26.431,N,69.823,W,0
10/13/2003,8:58:07,26.431,N,69.813,W,0
10/13/2003,9:00:07,26.43,N,69.804,W,0
10/13/2003,9:02:07,26.43,N,69.795,W,0
10/13/2003,9:04:07,26.429,N,69.786,W,0
10/13/2003,9:06:07,26.429,N,69.777,W,0
10/13/2003,9:08:08,26.428,N,69.768,W,0
10/13/2003,9:10:08,26.428,N,69.759,W,0
10/13/2003,9:12:08,26.427,N,69.75,W,0
10/13/2003,9:14:08,26.427,N,69.741,W,0
10/13/2003,9:16:08,26.426,N,69.732,W,0
10/13/2003,9:18:08,26.426,N,69.723,W,0
10/13/2003,9:20:08,26.425,N,69.714,W,0
10/13/2003,9:22:07,26.425,N,69.705,W,0
10/13/2003,9:24:07,26.424,N,69.696,W,0
10/13/2003,9:26:07,26.423,N,69.688,W,0
10/13/2003,9:28:07,26.423,N,69.679,W,0
10/13/2003,9:30:07,26.422,N,69.67,W,0
10/13/2003,9:32:07,26.422,N,69.661,W,0
10/13/2003,9:34:07,26.421,N,69.653,W,0
10/13/2003,9:36:07,26.42,N,69.644,W,0
10/13/2003,9:38:08,26.42,N,69.635,W,0
10/13/2003,9:40:08,26.419,N,69.627,W,0
10/13/2003,9:42:08,26.418,N,69.618,W,0
10/13/2003,9:44:08,26.418,N,69.61,W,0
10/13/2003,9:46:08,26.417,N,69.601,W,0
10/13/2003,9:48:08,26.416,N,69.593,W,0
10/13/2003,9:50:08,26.415,N,69.584,W,0
10/13/2003,9:52:07,26.415,N,69.576,W,0
10/13/2003,9:54:07,26.414,N,69.567,W,0
10/13/2003,9:56:07,26.413,N,69.559,W,0
10/13/2003,9:58:07,26.412,N,69.551,W,0
10/13/2003,10:00:07,26.412,N,69.542,W,0
10/13/2003,10:02:07,26.411,N,69.534,W,0
10/13/2003,10:04:07,26.41,N,69.526,W,0
10/13/2003,10:06:07,26.409,N,69.518,W,0
10/13/2003,10:08:08,26.408,N,69.51,W,0
10/13/2003,10:10:08,26.408,N,69.502,W,0
10/13/2003,10:12:08,26.407,N,69.494,W,0
10/13/2003,10:14:08,26.406,N,69.486,W,0
10/13/2003,10:16:08,26.405,N,69.478,W,0
10/13/2003,10:18:08,26.404,N,69.47,W,0
10/13/2003,10:20:08,26.403,N,69.462,W,0
10/13/2003,10:22:07,26.402,N,69.454,W,0
10/13/2003,10:24:07,26.401,N,69.446,W,0
10/13/2003,10:26:07,26.4,N,69.438,W,0
10/13/2003,10:28:07,26.399,N,69.43,W,0
10/13/2003,10:30:07,26.399,N,69.423,W,0
10/13/2003,10:32:07,26.398,N,69.415,W,0
10/13/2003,10:34:07,26.397,N,69.407,W,0
10/13/2003,10:36:07,26.396,N,69.399,W,0
10/13/2003,10:38:08,26.395,N,69.392,W,0
10/13/2003,10:40:08,26.394,N,69.384,W,0
10/13/2003,10:42:08,26.393,N,69.377,W,0
10/13/2003,10:44:08,26.392,N,69.369,W,0
10/13/2003,10:46:08,26.391,N,69.362,W,0
10/13/2003,10:48:08,26.389,N,69.354,W,0
10/13/2003,10:50:08,26.388,N,69.347,W,0
10/13/2003,10:52:07,26.387,N,69.339,W,0
10/13/2003,10:54:07,26.386,N,69.332,W,0
10/13/2003,10:56:07,26.385,N,69.325,W,0
10/13/2003,10:58:07,26.384,N,69.317,W,0
10/13/2003,11:00:07,26.383,N,69.31,W,0
10/13/2003,11:02:07,26.382,N,69.303,W,0
10/13/2003,11:04:07,26.381,N,69.296,W,0
10/13/2003,11:06:07,26.38,N,69.288,W,0
10/13/2003,11:08:08,26.378,N,69.281,W,0
10/13/2003,11:10:08,26.377,N,69.274,W,0
10/13/2003,11:12:08,26.376,N,69.267,W,0
10/13/2003,11:14:08,26.375,N,69.26,W,0
10/13/2003,11:16:08,26.374,N,69.253,W,0
10/13/2003,11:18:08,26.372,N,69.246,W,0
10/13/2003,11:20:08,26.371,N,69.239,W,0
10/13/2003,11:22:07,26.37,N,69.232,W,0
10/13/2003,11:24:07,26.369,N,69.225,W,0
10/13/2003,11:26:07,26.368,N,69.218,W,0
10/13/2003,11:28:07,26.366,N,69.211,W,0
10/13/2003,11:30:07,26.365,N,69.204,W,0
10/13/2003,11:32:07,26.364,N,69.198,W,0
10/13/2003,11:34:07,26.363,N,69.191,W,0
10/13/2003,11:36:07,26.361,N,69.184,W,0
10/13/2003,11:38:08,26.36,N,69.177,W,0
10/13/2003,11:40:08,26.359,N,69.171,W,0
10/13/2003,11:42:08,26.357,N,69.164,W,0
10/13/2003,11:44:08,26.356,N,69.157,W,0
10/13/2003,11:46:08,26.355,N,69.151,W,0
10/13/2003,11:48:08,26.353,N,69.144,W,0
10/13/2003,11:50:08,26.352,N,69.138,W,0
10/13/2003,11:52:07,26.351,N,69.131,W,0
10/13/2003,11:54:07,26.349,N,69.125,W,0
10/13/2003,11:56:07,26.348,N,69.118,W,0
10/13/2003,11:58:07,26.346,N,69.112,W,0
10/13/2003,12:00:07,26.345,N,69.105,W,0
10/13/2003,12:02:07,26.344,N,69.099,W,0
10/13/2003,12:04:07,26.342,N,69.092,W,0
10/13/2003,12:06:07,26.341,N,69.086,W,0
10/13/2003,12:08:08,26.339,N,69.08,W,0
10/13/2003,12:10:08,26.338,N,69.073,W,0
10/13/2003,12:12:08,26.337,N,69.067,W,0
10/13/2003,12:14:08,26.335,N,69.061,W,0
10/13/2003,12:16:08,26.334,N,69.055,W,0
10/13/2003,12:18:08,26.332,N,69.049,W,0
10/13/2003,12:20:08,26.331,N,69.042,W,0
10/13/2003,12:22:07,26.329,N,69.036,W,0
10/13/2003,12:24:07,26.328,N,69.03,W,0
10/13/2003,12:26:07,26.326,N,69.024,W,0
10/13/2003,12:28:07,26.325,N,69.018,W,0
10/13/2003,12:30:07,26.323,N,69.012,W,0
10/13/2003,12:32:07,26.322,N,69.006,W,0
10/13/2003,12:34:07,26.32,N,69,W,0
10/13/2003,12:36:07,26.318,N,68.994,W,0
10/13/2003,12:38:08,26.317,N,68.988,W,0
10/13/2003,12:40:08,26.315,N,68.982,W,0
10/13/2003,12:42:08,26.314,N,68.976,W,0
10/13/2003,12:44:08,26.312,N,68.97,W,0
10/13/2003,12:46:08,26.311,N,68.965,W,0
10/13/2003,12:48:08,26.309,N,68.959,W,0
10/13/2003,12:50:08,26.307,N,68.953,W,0
10/13/2003,12:52:07,26.306,N,68.947,W,0
10/13/2003,12:54:07,26.304,N,68.941,W,0
10/13/2003,12:56:07,26.303,N,68.936,W,0
10/13/2003,12:58:07,26.301,N,68.93,W,0
10/13/2003,13:00:07,26.299,N,68.924,W,0
10/13/2003,13:02:07,26.298,N,68.919,W,0
10/13/2003,13:04:07,26.296,N,68.913,W,0
10/13/2003,13:06:07,26.294,N,68.907,W,0
10/13/2003,13:08:08,26.293,N,68.902,W,0
10/13/2003,13:10:08,26.291,N,68.896,W,0
10/13/2003,13:12:08,26.289,N,68.891,W,0
10/13/2003,13:14:08,26.288,N,68.885,W,0
10/13/2003,13:16:08,26.286,N,68.88,W,0
10/13/2003,13:18:08,26.284,N,68.874,W,0
10/13/2003,13:20:08,26.282,N,68.869,W,0
10/13/2003,13:22:07,26.281,N,68.863,W,0
10/13/2003,13:24:07,26.279,N,68.858,W,0
10/13/2003,13:26:07,26.277,N,68.852,W,0
10/13/2003,13:28:07,26.276,N,68.847,W,0
10/13/2003,13:30:07,26.274,N,68.842,W,0
10/13/2003,13:32:07,26.272,N,68.836,W,0
10/13/2003,13:34:07,26.27,N,68.831,W,0
10/13/2003,13:36:07,26.269,N,68.826,W,0
10/13/2003,13:38:08,26.267,N,68.82,W,0
10/13/2003,13:40:08,26.265,N,68.815,W,0
10/13/2003,13:42:08,26.263,N,68.81,W,0
10/13/2003,13:44:08,26.261,N,68.805,W,0
10/13/2003,13:46:08,26.26,N,68.799,W,0
10/13/2003,13:48:08,26.258,N,68.794,W,0
10/13/2003,13:50:08,26.256,N,68.789,W,0
10/13/2003,13:52:07,26.254,N,68.784,W,0
10/13/2003,13:54:07,26.252,N,68.779,W,0
10/13/2003,13:56:07,26.25,N,68.774,W,0
10/13/2003,13:58:07,26.249,N,68.769,W,0
10/13/2003,14:00:07,26.247,N,68.764,W,0
10/13/2003,14:02:07,26.245,N,68.758,W,0
10/13/2003,14:04:07,26.243,N,68.753,W,0
10/13/2003,14:06:07,26.241,N,68.748,W,0
10/13/2003,14:08:08,26.239,N,68.743,W,0
10/13/2003,14:10:08,26.237,N,68.738,W,0
10/13/2003,14:12:08,26.236,N,68.733,W,0
10/13/2003,14:14:08,26.234,N,68.729,W,0
10/13/2003,14:16:08,26.232,N,68.724,W,0
10/13/2003,14:18:08,26.23,N,68.719,W,0
10/13/2003,14:20:08,26.228,N,68.714,W,0
10/13/2003,14:22:07,26.226,N,68.709,W,0
10/13/2003,14:24:07,26.224,N,68.704,W,0
10/13/2003,14:26:07,26.222,N,68.699,W,0
10/13/2003,14:28:07,26.22,N,68.694,W,0
10/13/2003,14:30:07,26.218,N,68.69,W,0
10/13/2003,14:32:07,26.217,N,68.685,W,0
10/13/2003,14:34:07,26.215,N,68.68,W,0
