Track,for,Felix,2007,,
9/2/2007,19:28:12,13.436,N,71.578,W
9/2/2007,19:30:12,13.431,N,71.587,W
9/2/2007,19:32:12,13.426,N,71.596,W
9/2/2007,19:34:11,13.42,N,71.605,W
9/2/2007,19:36:11,13.414,N,71.614,W
9/2/2007,19:38:11,13.409,N,71.622,W
9/2/2007,19:40:11,13.403,N,71.631,W
9/2/2007,19:42:11,13.397,N,71.64,W
9/2/2007,19:44:11,13.39,N,71.649,W
9/2/2007,19:46:11,13.384,N,71.657,W
9/2/2007,19:48:12,13.378,N,71.666,W
9/2/2007,19:50:12,13.371,N,71.675,W
9/2/2007,19:52:12,13.365,N,71.683,W
9/2/2007,19:54:12,13.358,N,71.692,W
9/2/2007,19:56:12,13.352,N,71.7,W
9/2/2007,19:58:12,13.345,N,71.709,W
9/2/2007,20:00:12,13.338,N,71.718,W
9/2/2007,20:02:12,13.332,N,71.726,W
9/2/2007,20:04:11,13.325,N,71.735,W
9/2/2007,20:06:11,13.318,N,71.743,W
9/2/2007,20:08:11,13.312,N,71.752,W
9/2/2007,20:10:11,13.305,N,71.761,W
9/2/2007,20:12:11,13.299,N,71.769,W
9/2/2007,20:14:11,13.293,N,71.778,W
9/2/2007,20:16:11,13.286,N,71.787,W
9/2/2007,20:18:12,13.28,N,71.795,W
9/2/2007,20:20:12,13.274,N,71.804,W
9/2/2007,20:22:12,13.268,N,71.813,W
9/2/2007,20:24:12,13.262,N,71.821,W
9/2/2007,20:26:12,13.257,N,71.83,W
9/2/2007,20:28:12,13.251,N,71.839,W
9/2/2007,20:30:12,13.246,N,71.848,W
9/2/2007,20:32:12,13.241,N,71.857,W
9/2/2007,20:34:11,13.236,N,71.866,W
9/2/2007,20:36:11,13.232,N,71.875,W
9/2/2007,20:38:11,13.227,N,71.884,W
9/2/2007,20:40:11,13.223,N,71.893,W
9/2/2007,20:42:11,13.219,N,71.902,W
9/2/2007,20:44:11,13.215,N,71.911,W
9/2/2007,20:46:11,13.212,N,71.92,W
9/2/2007,20:48:12,13.209,N,71.929,W
9/2/2007,20:50:12,13.206,N,71.939,W
9/2/2007,20:52:12,13.204,N,71.948,W
9/2/2007,20:54:12,13.202,N,71.957,W
9/2/2007,20:56:12,13.2,N,71.967,W
9/2/2007,20:58:12,13.199,N,71.976,W
9/2/2007,21:00:12,13.198,N,71.986,W
9/2/2007,21:02:12,13.197,N,71.996,W
9/2/2007,21:04:11,13.197,N,72.005,W
9/2/2007,21:06:11,13.198,N,72.015,W
9/2/2007,21:08:11,13.198,N,72.025,W
9/2/2007,21:10:11,13.199,N,72.035,W
9/2/2007,21:12:11,13.201,N,72.045,W
9/2/2007,21:14:11,13.203,N,72.056,W
9/2/2007,21:16:11,13.205,N,72.066,W
9/2/2007,21:18:12,13.208,N,72.076,W
9/2/2007,21:20:12,13.211,N,72.086,W
9/2/2007,21:22:12,13.215,N,72.097,W
9/2/2007,21:24:12,13.219,N,72.107,W
9/2/2007,21:26:12,13.223,N,72.118,W
9/2/2007,21:28:12,13.227,N,72.129,W
9/2/2007,21:30:12,13.232,N,72.139,W
9/2/2007,21:32:12,13.238,N,72.15,W
9/2/2007,21:34:11,13.243,N,72.161,W
9/2/2007,21:36:11,13.249,N,72.172,W
9/2/2007,21:38:11,13.256,N,72.183,W
9/2/2007,21:40:11,13.262,N,72.194,W
9/2/2007,21:42:11,13.269,N,72.205,W
9/2/2007,21:44:11,13.276,N,72.216,W
9/2/2007,21:46:11,13.284,N,72.227,W
9/2/2007,21:48:12,13.292,N,72.239,W
9/2/2007,21:50:12,13.3,N,72.25,W
9/2/2007,21:52:12,13.308,N,72.261,W
9/2/2007,21:54:12,13.317,N,72.273,W
9/2/2007,21:56:12,13.326,N,72.284,W
9/2/2007,21:58:12,13.335,N,72.296,W
9/2/2007,22:00:12,13.344,N,72.307,W
9/2/2007,22:02:12,13.353,N,72.319,W
9/2/2007,22:04:11,13.363,N,72.33,W
9/2/2007,22:06:11,13.373,N,72.342,W
9/2/2007,22:08:11,13.383,N,72.354,W
9/2/2007,22:10:11,13.394,N,72.365,W
9/2/2007,22:12:11,13.404,N,72.377,W
9/2/2007,22:14:11,13.415,N,72.389,W
9/2/2007,22:16:11,13.426,N,72.401,W
9/2/2007,22:18:12,13.437,N,72.413,W
9/2/2007,22:20:12,13.448,N,72.424,W
9/2/2007,22:22:12,13.46,N,72.436,W
9/2/2007,22:24:12,13.471,N,72.448,W
9/2/2007,22:26:12,13.483,N,72.46,W
9/2/2007,22:28:12,13.495,N,72.472,W
9/2/2007,22:30:12,13.506,N,72.484,W
9/2/2007,22:32:12,13.518,N,72.496,W
9/2/2007,22:34:11,13.531,N,72.508,W
9/2/2007,22:36:11,13.543,N,72.52,W
9/2/2007,22:38:11,13.555,N,72.532,W
9/2/2007,22:40:11,13.567,N,72.545,W
9/2/2007,22:42:11,13.58,N,72.557,W
9/2/2007,22:44:11,13.592,N,72.569,W
9/2/2007,22:46:11,13.605,N,72.581,W
9/2/2007,22:48:12,13.617,N,72.593,W
9/2/2007,22:50:12,13.63,N,72.605,W
9/2/2007,22:52:12,13.643,N,72.617,W
9/2/2007,22:54:12,13.655,N,72.629,W
9/2/2007,22:54:37,13.658,N,72.632,W
9/2/2007,22:56:37,13.671,N,72.644,W
9/2/2007,22:58:05,13.68,N,72.653,W
9/2/2007,23:00:04,13.688,N,72.66,W
9/2/2007,23:00:09,13.688,N,72.661,W
9/2/2007,23:02:09,13.692,N,72.678,W
9/2/2007,23:02:24,13.693,N,72.68,W
9/2/2007,23:04:24,13.697,N,72.697,W
9/2/2007,23:06:24,13.702,N,72.715,W
9/2/2007,23:08:24,13.706,N,72.732,W
9/2/2007,23:10:25,13.711,N,72.749,W
9/2/2007,23:12:25,13.715,N,72.766,W
9/2/2007,23:14:25,13.72,N,72.783,W
9/2/2007,23:16:25,13.724,N,72.8,W
9/2/2007,23:18:25,13.728,N,72.817,W
9/2/2007,23:20:25,13.733,N,72.834,W
9/2/2007,23:22:25,13.737,N,72.851,W
9/2/2007,23:24:24,13.741,N,72.868,W
9/2/2007,23:26:24,13.746,N,72.885,W
9/2/2007,23:28:24,13.75,N,72.902,W
9/2/2007,23:30:24,13.754,N,72.919,W
9/2/2007,23:32:24,13.759,N,72.935,W
9/2/2007,23:34:24,13.763,N,72.952,W
9/2/2007,23:36:24,13.767,N,72.968,W
9/2/2007,23:38:24,13.771,N,72.985,W
9/2/2007,23:40:25,13.775,N,73.001,W
9/2/2007,23:42:25,13.78,N,73.018,W
9/2/2007,23:44:25,13.784,N,73.034,W
9/2/2007,23:46:25,13.788,N,73.05,W
9/2/2007,23:48:25,13.792,N,73.066,W
9/2/2007,23:50:25,13.796,N,73.082,W
9/2/2007,23:52:25,13.8,N,73.098,W
9/2/2007,23:54:24,13.804,N,73.113,W
9/2/2007,23:56:24,13.807,N,73.129,W
9/2/2007,23:58:24,13.811,N,73.144,W
9/3/2007,0:00:24,13.815,N,73.16,W
9/3/2007,0:02:24,13.819,N,73.175,W
9/3/2007,0:04:24,13.822,N,73.19,W
9/3/2007,0:06:24,13.826,N,73.205,W
9/3/2007,0:08:24,13.829,N,73.22,W
9/3/2007,0:10:25,13.833,N,73.234,W
9/3/2007,0:12:25,13.836,N,73.249,W
9/3/2007,0:14:25,13.84,N,73.263,W
9/3/2007,0:16:25,13.843,N,73.277,W
9/3/2007,0:18:25,13.846,N,73.291,W
9/3/2007,0:20:25,13.85,N,73.305,W
9/3/2007,0:22:25,13.853,N,73.319,W
9/3/2007,0:24:24,13.856,N,73.332,W
9/3/2007,0:26:24,13.859,N,73.345,W
9/3/2007,0:28:24,13.862,N,73.358,W
9/3/2007,0:30:24,13.865,N,73.371,W
9/3/2007,0:32:24,13.868,N,73.384,W
9/3/2007,0:34:24,13.87,N,73.397,W
9/3/2007,0:36:24,13.873,N,73.409,W
9/3/2007,0:38:24,13.876,N,73.421,W
9/3/2007,0:40:25,13.878,N,73.433,W
9/3/2007,0:42:25,13.881,N,73.445,W
9/3/2007,0:44:25,13.883,N,73.456,W
9/3/2007,0:46:25,13.885,N,73.467,W
9/3/2007,0:48:25,13.887,N,73.478,W
9/3/2007,0:50:25,13.89,N,73.489,W
9/3/2007,0:52:25,13.892,N,73.5,W
9/3/2007,0:54:24,13.894,N,73.51,W
9/3/2007,0:56:24,13.895,N,73.52,W
9/3/2007,0:58:24,13.897,N,73.53,W
9/3/2007,1:00:24,13.899,N,73.539,W
9/3/2007,1:02:24,13.9,N,73.549,W
9/3/2007,1:04:24,13.902,N,73.558,W
9/3/2007,1:06:24,13.903,N,73.566,W
9/3/2007,1:08:24,13.905,N,73.575,W
9/3/2007,1:10:25,13.906,N,73.583,W
9/3/2007,1:12:25,13.907,N,73.591,W
9/3/2007,1:14:25,13.908,N,73.599,W
9/3/2007,1:16:25,13.909,N,73.607,W
9/3/2007,1:18:25,13.91,N,73.614,W
9/3/2007,1:20:25,13.91,N,73.621,W
9/3/2007,1:22:25,13.911,N,73.628,W
9/3/2007,1:24:24,13.912,N,73.635,W
9/3/2007,1:26:24,13.912,N,73.642,W
9/3/2007,1:28:24,13.913,N,73.648,W
9/3/2007,1:30:24,13.913,N,73.654,W
9/3/2007,1:32:24,13.914,N,73.66,W
9/3/2007,1:34:24,13.914,N,73.666,W
9/3/2007,1:36:24,13.914,N,73.672,W
9/3/2007,1:38:24,13.914,N,73.678,W
9/3/2007,1:40:25,13.914,N,73.684,W
9/3/2007,1:42:25,13.914,N,73.689,W
9/3/2007,1:44:25,13.915,N,73.695,W
9/3/2007,1:46:25,13.914,N,73.7,W
9/3/2007,1:48:25,13.914,N,73.705,W
9/3/2007,1:50:25,13.914,N,73.71,W
9/3/2007,1:52:25,13.914,N,73.715,W
9/3/2007,1:54:24,13.914,N,73.72,W
9/3/2007,1:56:24,13.914,N,73.725,W
9/3/2007,1:58:24,13.913,N,73.73,W
9/3/2007,2:00:24,13.913,N,73.735,W
9/3/2007,2:02:24,13.913,N,73.74,W
9/3/2007,2:04:24,13.912,N,73.744,W
9/3/2007,2:06:24,13.912,N,73.749,W
9/3/2007,2:08:24,13.912,N,73.754,W
9/3/2007,2:10:25,13.911,N,73.759,W
9/3/2007,2:12:25,13.911,N,73.763,W
9/3/2007,2:14:25,13.91,N,73.768,W
9/3/2007,2:16:25,13.91,N,73.773,W
9/3/2007,2:18:25,13.909,N,73.778,W
9/3/2007,2:20:25,13.909,N,73.783,W
9/3/2007,2:22:25,13.908,N,73.788,W
9/3/2007,2:24:24,13.908,N,73.793,W
9/3/2007,2:26:24,13.907,N,73.798,W
9/3/2007,2:28:24,13.907,N,73.803,W
9/3/2007,2:30:24,13.906,N,73.808,W
9/3/2007,2:32:24,13.906,N,73.813,W
9/3/2007,2:34:24,13.905,N,73.819,W
9/3/2007,2:36:24,13.905,N,73.824,W
9/3/2007,2:38:24,13.904,N,73.83,W
9/3/2007,2:40:25,13.904,N,73.836,W
9/3/2007,2:42:25,13.903,N,73.842,W
9/3/2007,2:44:25,13.903,N,73.848,W
9/3/2007,2:46:25,13.902,N,73.854,W
9/3/2007,2:48:25,13.902,N,73.86,W
9/3/2007,2:50:25,13.901,N,73.866,W
9/3/2007,2:52:25,13.901,N,73.873,W
9/3/2007,2:54:24,13.901,N,73.88,W
9/3/2007,2:56:24,13.9,N,73.887,W
9/3/2007,2:58:24,13.9,N,73.894,W
9/3/2007,3:00:00,13.9,N,73.9,W
9/3/2007,3:01:59,13.9,N,73.913,W
9/3/2007,3:03:59,13.901,N,73.926,W
9/3/2007,3:05:59,13.901,N,73.939,W
9/3/2007,3:07:59,13.902,N,73.953,W
9/3/2007,3:09:59,13.902,N,73.966,W
9/3/2007,3:11:59,13.903,N,73.979,W
9/3/2007,3:13:59,13.903,N,73.992,W
9/3/2007,3:16:00,13.904,N,74.005,W
9/3/2007,3:18:00,13.904,N,74.018,W
9/3/2007,3:20:00,13.905,N,74.032,W
9/3/2007,3:22:00,13.905,N,74.045,W
9/3/2007,3:24:00,13.905,N,74.058,W
9/3/2007,3:26:00,13.906,N,74.071,W
9/3/2007,3:28:00,13.906,N,74.084,W
9/3/2007,3:30:00,13.907,N,74.098,W
9/3/2007,3:31:59,13.907,N,74.111,W
9/3/2007,3:33:59,13.908,N,74.124,W
9/3/2007,3:35:59,13.908,N,74.137,W
9/3/2007,3:37:59,13.909,N,74.15,W
9/3/2007,3:39:59,13.909,N,74.163,W
9/3/2007,3:41:59,13.91,N,74.177,W
9/3/2007,3:43:59,13.91,N,74.19,W
9/3/2007,3:46:00,13.911,N,74.203,W
9/3/2007,3:48:00,13.911,N,74.216,W
9/3/2007,3:50:00,13.912,N,74.229,W
9/3/2007,3:52:00,13.912,N,74.242,W
9/3/2007,3:54:00,13.913,N,74.255,W
9/3/2007,3:56:00,13.914,N,74.268,W
9/3/2007,3:58:00,13.914,N,74.281,W
9/3/2007,4:00:00,13.915,N,74.294,W
9/3/2007,4:01:59,13.916,N,74.306,W
9/3/2007,4:03:59,13.916,N,74.319,W
9/3/2007,4:05:59,13.917,N,74.332,W
9/3/2007,4:07:59,13.918,N,74.345,W
9/3/2007,4:09:59,13.918,N,74.358,W
9/3/2007,4:11:59,13.919,N,74.37,W
9/3/2007,4:13:59,13.92,N,74.383,W
9/3/2007,4:16:00,13.921,N,74.396,W
9/3/2007,4:18:00,13.921,N,74.408,W
9/3/2007,4:20:00,13.922,N,74.421,W
9/3/2007,4:22:00,13.923,N,74.433,W
9/3/2007,4:24:00,13.924,N,74.446,W
9/3/2007,4:26:00,13.925,N,74.458,W
9/3/2007,4:28:00,13.926,N,74.47,W
9/3/2007,4:30:00,13.927,N,74.483,W
9/3/2007,4:31:59,13.928,N,74.495,W
9/3/2007,4:33:59,13.929,N,74.507,W
9/3/2007,4:35:59,13.93,N,74.519,W
9/3/2007,4:37:59,13.931,N,74.531,W
9/3/2007,4:39:59,13.932,N,74.543,W
9/3/2007,4:41:59,13.933,N,74.556,W
9/3/2007,4:43:59,13.934,N,74.568,W
9/3/2007,4:46:00,13.935,N,74.58,W
9/3/2007,4:48:00,13.936,N,74.591,W
9/3/2007,4:50:00,13.937,N,74.603,W
9/3/2007,4:52:00,13.939,N,74.615,W
9/3/2007,4:54:00,13.94,N,74.627,W
9/3/2007,4:56:00,13.941,N,74.639,W
9/3/2007,4:58:00,13.942,N,74.651,W
9/3/2007,5:00:00,13.944,N,74.662,W
9/3/2007,5:01:59,13.945,N,74.674,W
9/3/2007,5:03:59,13.946,N,74.686,W
9/3/2007,5:05:59,13.947,N,74.697,W
9/3/2007,5:07:59,13.949,N,74.709,W
9/3/2007,5:08:23,13.949,N,74.711,W
9/3/2007,5:10:23,13.95,N,74.723,W
9/3/2007,5:12:23,13.951,N,74.735,W
9/3/2007,5:14:23,13.953,N,74.747,W
9/3/2007,5:16:23,13.954,N,74.758,W
9/3/2007,5:18:22,13.955,N,74.77,W
9/3/2007,5:20:22,13.956,N,74.782,W
9/3/2007,5:22:22,13.958,N,74.794,W
9/3/2007,5:24:22,13.959,N,74.805,W
9/3/2007,5:26:22,13.96,N,74.817,W
9/3/2007,5:28:22,13.962,N,74.829,W
9/3/2007,5:30:22,13.963,N,74.84,W
9/3/2007,5:32:22,13.964,N,74.852,W
9/3/2007,5:34:23,13.966,N,74.863,W
9/3/2007,5:36:23,13.967,N,74.875,W
9/3/2007,5:38:23,13.969,N,74.886,W
9/3/2007,5:40:23,13.97,N,74.897,W
9/3/2007,5:42:23,13.972,N,74.909,W
9/3/2007,5:44:23,13.973,N,74.92,W
9/3/2007,5:46:23,13.975,N,74.931,W
9/3/2007,5:48:22,13.976,N,74.942,W
9/3/2007,5:50:22,13.978,N,74.953,W
9/3/2007,5:52:22,13.979,N,74.965,W
9/3/2007,5:54:22,13.981,N,74.976,W
9/3/2007,5:56:22,13.983,N,74.987,W
9/3/2007,5:58:22,13.984,N,74.998,W
9/3/2007,6:00:22,13.986,N,75.009,W
9/3/2007,6:02:22,13.988,N,75.02,W
9/3/2007,6:04:23,13.989,N,75.031,W
9/3/2007,6:06:23,13.991,N,75.041,W
9/3/2007,6:08:23,13.993,N,75.052,W
9/3/2007,6:10:23,13.995,N,75.063,W
9/3/2007,6:12:23,13.996,N,75.074,W
9/3/2007,6:14:23,13.998,N,75.085,W
9/3/2007,6:16:23,14,N,75.095,W
9/3/2007,6:18:22,14.002,N,75.106,W
9/3/2007,6:20:22,14.004,N,75.117,W
9/3/2007,6:22:22,14.005,N,75.127,W
9/3/2007,6:24:22,14.007,N,75.138,W
9/3/2007,6:26:22,14.009,N,75.148,W
9/3/2007,6:28:22,14.011,N,75.159,W
9/3/2007,6:30:22,14.013,N,75.169,W
9/3/2007,6:32:22,14.015,N,75.18,W
9/3/2007,6:34:23,14.017,N,75.19,W
9/3/2007,6:36:23,14.018,N,75.201,W
9/3/2007,6:38:23,14.02,N,75.211,W
9/3/2007,6:40:23,14.022,N,75.222,W
9/3/2007,6:42:23,14.024,N,75.232,W
9/3/2007,6:44:23,14.026,N,75.242,W
9/3/2007,6:46:23,14.028,N,75.253,W
9/3/2007,6:48:22,14.03,N,75.263,W
9/3/2007,6:50:22,14.032,N,75.273,W
9/3/2007,6:52:22,14.034,N,75.284,W
9/3/2007,6:54:22,14.036,N,75.294,W
9/3/2007,6:56:22,14.038,N,75.304,W
9/3/2007,6:57:53,14.039,N,75.312,W
9/3/2007,6:59:54,14.04,N,75.323,W
9/3/2007,7:01:54,14.042,N,75.334,W
9/3/2007,7:03:54,14.043,N,75.344,W
9/3/2007,7:05:54,14.045,N,75.355,W
9/3/2007,7:07:54,14.046,N,75.366,W
9/3/2007,7:09:54,14.047,N,75.377,W
9/3/2007,7:11:54,14.049,N,75.388,W
9/3/2007,7:13:53,14.05,N,75.398,W
9/3/2007,7:15:53,14.052,N,75.409,W
9/3/2007,7:17:53,14.053,N,75.42,W
9/3/2007,7:19:53,14.054,N,75.431,W
9/3/2007,7:21:53,14.055,N,75.442,W
9/3/2007,7:23:53,14.057,N,75.452,W
9/3/2007,7:25:53,14.058,N,75.463,W
9/3/2007,7:27:53,14.059,N,75.474,W
9/3/2007,7:29:54,14.061,N,75.484,W
9/3/2007,7:31:54,14.062,N,75.495,W
9/3/2007,7:33:54,14.063,N,75.506,W
9/3/2007,7:35:54,14.064,N,75.517,W
9/3/2007,7:37:54,14.065,N,75.527,W
9/3/2007,7:39:54,14.067,N,75.538,W
9/3/2007,7:41:54,14.068,N,75.549,W
9/3/2007,7:43:53,14.069,N,75.559,W
9/3/2007,7:45:53,14.07,N,75.57,W
9/3/2007,7:47:53,14.071,N,75.58,W
9/3/2007,7:49:53,14.072,N,75.591,W
9/3/2007,7:51:53,14.073,N,75.602,W
9/3/2007,7:53:53,14.074,N,75.612,W
9/3/2007,7:55:53,14.076,N,75.623,W
9/3/2007,7:57:53,14.077,N,75.634,W
9/3/2007,7:59:54,14.078,N,75.644,W
9/3/2007,8:01:54,14.079,N,75.655,W
9/3/2007,8:03:54,14.08,N,75.665,W
9/3/2007,8:05:54,14.081,N,75.676,W
9/3/2007,8:07:54,14.082,N,75.686,W
9/3/2007,8:09:54,14.083,N,75.697,W
9/3/2007,8:11:54,14.084,N,75.708,W
9/3/2007,8:13:53,14.085,N,75.718,W
9/3/2007,8:15:53,14.086,N,75.729,W
9/3/2007,8:17:53,14.086,N,75.739,W
9/3/2007,8:19:53,14.087,N,75.75,W
9/3/2007,8:21:53,14.088,N,75.76,W
9/3/2007,8:23:53,14.089,N,75.771,W
9/3/2007,8:25:53,14.09,N,75.781,W
9/3/2007,8:27:53,14.091,N,75.792,W
9/3/2007,8:29:54,14.092,N,75.802,W
9/3/2007,8:31:54,14.093,N,75.813,W
9/3/2007,8:33:54,14.094,N,75.823,W
9/3/2007,8:35:54,14.094,N,75.834,W
9/3/2007,8:37:54,14.095,N,75.844,W
9/3/2007,8:39:54,14.096,N,75.855,W
9/3/2007,8:41:54,14.097,N,75.865,W
9/3/2007,8:43:53,14.098,N,75.876,W
9/3/2007,8:45:53,14.098,N,75.886,W
9/3/2007,8:47:53,14.099,N,75.897,W
9/3/2007,8:49:53,14.1,N,75.907,W
9/3/2007,8:51:53,14.101,N,75.918,W
9/3/2007,8:53:53,14.101,N,75.928,W
9/3/2007,8:55:53,14.102,N,75.939,W
9/3/2007,8:57:53,14.103,N,75.949,W
9/3/2007,8:59:54,14.104,N,75.96,W
9/3/2007,9:01:54,14.104,N,75.97,W
9/3/2007,9:03:54,14.105,N,75.981,W
9/3/2007,9:05:54,14.106,N,75.991,W
9/3/2007,9:07:54,14.106,N,76.002,W
9/3/2007,9:09:54,14.107,N,76.012,W
9/3/2007,9:11:54,14.108,N,76.023,W
9/3/2007,9:13:53,14.108,N,76.034,W
9/3/2007,9:15:53,14.109,N,76.044,W
9/3/2007,9:17:53,14.11,N,76.055,W
9/3/2007,9:19:53,14.11,N,76.065,W
9/3/2007,9:21:53,14.111,N,76.076,W
9/3/2007,9:23:53,14.112,N,76.086,W
9/3/2007,9:25:53,14.112,N,76.097,W
9/3/2007,9:27:53,14.113,N,76.107,W
9/3/2007,9:29:54,14.114,N,76.118,W
9/3/2007,9:31:54,14.114,N,76.128,W
9/3/2007,9:33:54,14.115,N,76.139,W
9/3/2007,9:35:54,14.115,N,76.15,W
9/3/2007,9:37:54,14.116,N,76.16,W
9/3/2007,9:39:54,14.117,N,76.171,W
9/3/2007,9:41:54,14.117,N,76.181,W
9/3/2007,9:43:53,14.118,N,76.192,W
9/3/2007,9:45:53,14.118,N,76.203,W
9/3/2007,9:47:53,14.119,N,76.213,W
9/3/2007,9:49:53,14.119,N,76.224,W
9/3/2007,9:51:53,14.12,N,76.234,W
9/3/2007,9:53:53,14.121,N,76.245,W
9/3/2007,9:55:53,14.121,N,76.256,W
9/3/2007,9:57:53,14.122,N,76.266,W
9/3/2007,9:59:54,14.122,N,76.277,W
9/3/2007,10:01:54,14.123,N,76.288,W
9/3/2007,10:03:54,14.123,N,76.298,W
9/3/2007,10:05:54,14.124,N,76.309,W
9/3/2007,10:07:54,14.124,N,76.32,W
9/3/2007,10:09:54,14.125,N,76.331,W
9/3/2007,10:11:54,14.125,N,76.341,W
9/3/2007,10:13:53,14.126,N,76.352,W
9/3/2007,10:15:53,14.126,N,76.363,W
9/3/2007,10:17:53,14.127,N,76.374,W
9/3/2007,10:19:53,14.128,N,76.384,W
9/3/2007,10:21:53,14.128,N,76.395,W
9/3/2007,10:23:53,14.129,N,76.406,W
9/3/2007,10:25:53,14.129,N,76.417,W
9/3/2007,10:27:53,14.13,N,76.427,W
9/3/2007,10:29:54,14.13,N,76.438,W
9/3/2007,10:31:54,14.131,N,76.449,W
9/3/2007,10:33:54,14.131,N,76.46,W
9/3/2007,10:35:54,14.132,N,76.471,W
9/3/2007,10:37:54,14.132,N,76.482,W
9/3/2007,10:39:54,14.132,N,76.492,W
9/3/2007,10:41:54,14.133,N,76.503,W
9/3/2007,10:43:53,14.133,N,76.514,W
9/3/2007,10:45:53,14.134,N,76.525,W
9/3/2007,10:47:53,14.134,N,76.536,W
9/3/2007,10:49:53,14.135,N,76.547,W
9/3/2007,10:51:53,14.135,N,76.558,W
9/3/2007,10:53:53,14.136,N,76.568,W
9/3/2007,10:55:53,14.136,N,76.579,W
9/3/2007,10:57:53,14.137,N,76.59,W
9/3/2007,10:59:54,14.137,N,76.601,W
9/3/2007,11:01:54,14.138,N,76.612,W
9/3/2007,11:03:54,14.138,N,76.623,W
9/3/2007,11:05:54,14.139,N,76.634,W
9/3/2007,11:07:54,14.139,N,76.645,W
9/3/2007,11:07:54,14.139,N,76.645,W
9/3/2007,11:09:54,14.139,N,76.656,W
9/3/2007,11:11:54,14.14,N,76.667,W
9/3/2007,11:13:54,14.14,N,76.678,W
9/3/2007,11:15:54,14.141,N,76.689,W
9/3/2007,11:17:55,14.141,N,76.7,W
9/3/2007,11:19:55,14.142,N,76.711,W
9/3/2007,11:21:55,14.142,N,76.722,W
9/3/2007,11:23:55,14.143,N,76.733,W
9/3/2007,11:25:55,14.143,N,76.744,W
9/3/2007,11:27:55,14.144,N,76.755,W
9/3/2007,11:29:55,14.144,N,76.766,W
9/3/2007,11:31:54,14.145,N,76.778,W
9/3/2007,11:33:54,14.145,N,76.789,W
9/3/2007,11:35:54,14.146,N,76.8,W
9/3/2007,11:37:54,14.146,N,76.811,W
9/3/2007,11:39:54,14.146,N,76.822,W
9/3/2007,11:41:54,14.147,N,76.833,W
9/3/2007,11:43:54,14.147,N,76.844,W
9/3/2007,11:45:54,14.148,N,76.855,W
9/3/2007,11:47:55,14.148,N,76.866,W
9/3/2007,11:49:55,14.148,N,76.877,W
9/3/2007,11:51:55,14.149,N,76.888,W
9/3/2007,11:53:55,14.149,N,76.899,W
9/3/2007,11:55:55,14.15,N,76.91,W
9/3/2007,11:57:55,14.15,N,76.921,W
9/3/2007,11:59:55,14.151,N,76.932,W
9/3/2007,12:01:54,14.151,N,76.943,W
9/3/2007,12:03:54,14.151,N,76.954,W
9/3/2007,12:05:54,14.152,N,76.965,W
9/3/2007,12:07:54,14.152,N,76.976,W
9/3/2007,12:09:54,14.153,N,76.987,W
9/3/2007,12:11:54,14.153,N,76.998,W
9/3/2007,12:13:54,14.153,N,77.009,W
9/3/2007,12:15:54,14.154,N,77.02,W
9/3/2007,12:17:55,14.154,N,77.031,W
9/3/2007,12:19:55,14.154,N,77.042,W
9/3/2007,12:21:55,14.155,N,77.053,W
9/3/2007,12:23:55,14.155,N,77.064,W
9/3/2007,12:25:55,14.156,N,77.074,W
9/3/2007,12:27:50,14.156,N,77.085,W
9/3/2007,12:29:50,14.156,N,77.096,W
9/3/2007,12:31:50,14.157,N,77.107,W
9/3/2007,12:33:50,14.157,N,77.118,W
9/3/2007,12:35:51,14.158,N,77.128,W
9/3/2007,12:37:51,14.158,N,77.139,W
9/3/2007,12:39:51,14.158,N,77.15,W
9/3/2007,12:41:51,14.159,N,77.161,W
9/3/2007,12:43:51,14.159,N,77.172,W
9/3/2007,12:45:51,14.16,N,77.182,W
9/3/2007,12:47:51,14.16,N,77.193,W
9/3/2007,12:49:51,14.16,N,77.204,W
9/3/2007,12:51:50,14.161,N,77.215,W
9/3/2007,12:53:50,14.161,N,77.226,W
9/3/2007,12:55:50,14.162,N,77.236,W
9/3/2007,12:57:50,14.162,N,77.247,W
9/3/2007,12:59:50,14.162,N,77.258,W
9/3/2007,13:01:50,14.163,N,77.268,W
9/3/2007,13:03:50,14.163,N,77.279,W
9/3/2007,13:05:51,14.163,N,77.29,W
9/3/2007,13:07:51,14.164,N,77.3,W
9/3/2007,13:09:51,14.164,N,77.311,W
9/3/2007,13:11:51,14.165,N,77.322,W
9/3/2007,13:13:51,14.165,N,77.332,W
9/3/2007,13:15:51,14.165,N,77.343,W
9/3/2007,13:17:51,14.166,N,77.353,W
9/3/2007,13:19:51,14.166,N,77.364,W
9/3/2007,13:21:50,14.166,N,77.374,W
9/3/2007,13:23:50,14.167,N,77.385,W
9/3/2007,13:25:50,14.167,N,77.395,W
9/3/2007,13:27:50,14.167,N,77.406,W
9/3/2007,13:29:50,14.168,N,77.416,W
9/3/2007,13:31:50,14.168,N,77.427,W
9/3/2007,13:33:50,14.168,N,77.437,W
9/3/2007,13:35:51,14.169,N,77.448,W
9/3/2007,13:37:51,14.169,N,77.458,W
9/3/2007,13:39:51,14.17,N,77.468,W
9/3/2007,13:41:51,14.17,N,77.479,W
9/3/2007,13:43:51,14.17,N,77.489,W
9/3/2007,13:45:51,14.171,N,77.499,W
9/3/2007,13:47:51,14.171,N,77.51,W
9/3/2007,13:49:51,14.171,N,77.52,W
9/3/2007,13:51:50,14.171,N,77.53,W
9/3/2007,13:53:50,14.172,N,77.541,W
