Track,for,Fabian,2003,,
9/3/2003,7:32:12,21.365,N,61.83,W
9/3/2003,7:34:11,21.365,N,61.829,W
9/3/2003,7:36:11,21.365,N,61.828,W
9/3/2003,7:38:11,21.365,N,61.827,W
9/3/2003,7:40:11,21.365,N,61.826,W
9/3/2003,7:42:12,21.365,N,61.825,W
9/3/2003,7:44:12,21.365,N,61.824,W
9/3/2003,7:46:12,21.364,N,61.823,W
9/3/2003,7:48:11,21.364,N,61.822,W
9/3/2003,7:50:11,21.363,N,61.82,W
9/3/2003,7:52:11,21.362,N,61.819,W
9/3/2003,7:54:11,21.362,N,61.818,W
9/3/2003,7:56:12,21.361,N,61.816,W
9/3/2003,7:58:12,21.36,N,61.814,W
9/3/2003,8:00:12,21.358,N,61.813,W
9/3/2003,8:02:12,21.357,N,61.811,W
9/3/2003,8:04:11,21.356,N,61.809,W
9/3/2003,8:06:11,21.354,N,61.807,W
9/3/2003,8:08:11,21.353,N,61.805,W
9/3/2003,8:10:11,21.351,N,61.803,W
9/3/2003,8:12:12,21.349,N,61.801,W
9/3/2003,8:14:12,21.347,N,61.799,W
9/3/2003,8:16:12,21.345,N,61.796,W
9/3/2003,8:18:11,21.343,N,61.794,W
9/3/2003,8:20:11,21.341,N,61.792,W
9/3/2003,8:22:11,21.339,N,61.789,W
9/3/2003,8:24:11,21.336,N,61.786,W
9/3/2003,8:26:12,21.334,N,61.784,W
9/3/2003,8:28:12,21.331,N,61.781,W
9/3/2003,8:30:12,21.328,N,61.778,W
9/3/2003,8:32:12,21.325,N,61.775,W
9/3/2003,8:34:11,21.322,N,61.772,W
9/3/2003,8:36:11,21.319,N,61.769,W
9/3/2003,8:38:11,21.315,N,61.765,W
9/3/2003,8:40:11,21.312,N,61.762,W
9/3/2003,8:42:12,21.308,N,61.759,W
9/3/2003,8:44:12,21.304,N,61.755,W
9/3/2003,8:46:12,21.301,N,61.751,W
9/3/2003,8:48:11,21.297,N,61.748,W
9/3/2003,8:50:11,21.292,N,61.744,W
9/3/2003,8:52:11,21.288,N,61.74,W
9/3/2003,8:54:11,21.284,N,61.736,W
9/3/2003,8:56:12,21.279,N,61.732,W
9/3/2003,8:58:12,21.274,N,61.728,W
9/3/2003,9:00:12,21.27,N,61.723,W
9/3/2003,9:02:12,21.265,N,61.719,W
9/3/2003,9:04:11,21.26,N,61.714,W
9/3/2003,9:06:11,21.254,N,61.71,W
9/3/2003,9:08:11,21.249,N,61.705,W
9/3/2003,9:10:11,21.243,N,61.7,W
9/3/2003,9:12:12,21.238,N,61.695,W
9/3/2003,9:14:12,21.232,N,61.69,W
9/3/2003,9:16:12,21.226,N,61.685,W
9/3/2003,9:18:11,21.22,N,61.68,W
9/3/2003,9:20:11,21.213,N,61.674,W
9/3/2003,9:22:11,21.207,N,61.669,W
9/3/2003,9:24:11,21.2,N,61.663,W
9/3/2003,9:26:12,21.194,N,61.658,W
9/3/2003,9:28:12,21.187,N,61.652,W
9/3/2003,9:30:12,21.18,N,61.646,W
9/3/2003,9:32:12,21.173,N,61.641,W
9/3/2003,9:34:11,21.166,N,61.635,W
9/3/2003,9:36:11,21.159,N,61.629,W
9/3/2003,9:38:11,21.151,N,61.623,W
9/3/2003,9:40:11,21.144,N,61.616,W
9/3/2003,9:42:12,21.136,N,61.61,W
9/3/2003,9:44:12,21.129,N,61.604,W
9/3/2003,9:46:12,21.121,N,61.598,W
9/3/2003,9:48:11,21.113,N,61.591,W
9/3/2003,9:50:11,21.105,N,61.585,W
9/3/2003,9:52:11,21.098,N,61.578,W
9/3/2003,9:54:11,21.09,N,61.572,W
9/3/2003,9:56:12,21.081,N,61.565,W
9/3/2003,9:58:12,21.073,N,61.559,W
9/3/2003,10:00:12,21.065,N,61.552,W
9/3/2003,10:02:12,21.057,N,61.545,W
9/3/2003,10:04:11,21.048,N,61.539,W
9/3/2003,10:06:11,21.04,N,61.532,W
9/3/2003,10:08:11,21.032,N,61.525,W
9/3/2003,10:10:11,21.023,N,61.518,W
9/3/2003,10:12:12,21.015,N,61.511,W
9/3/2003,10:14:12,21.006,N,61.505,W
9/3/2003,10:16:12,20.998,N,61.498,W
9/3/2003,10:18:11,20.989,N,61.491,W
9/3/2003,10:20:11,20.98,N,61.484,W
9/3/2003,10:22:11,20.972,N,61.477,W
9/3/2003,10:24:11,20.963,N,61.47,W
9/3/2003,10:26:12,20.954,N,61.463,W
9/3/2003,10:28:12,20.946,N,61.456,W
9/3/2003,10:30:12,20.937,N,61.449,W
9/3/2003,10:32:12,20.928,N,61.442,W
9/3/2003,10:34:11,20.919,N,61.436,W
9/3/2003,10:36:11,20.911,N,61.429,W
9/3/2003,10:38:11,20.902,N,61.422,W
9/3/2003,10:40:11,20.893,N,61.415,W
9/3/2003,10:42:12,20.885,N,61.408,W
9/3/2003,10:44:12,20.876,N,61.401,W
9/3/2003,10:46:12,20.867,N,61.394,W
9/3/2003,10:48:11,20.859,N,61.388,W
9/3/2003,10:50:11,20.85,N,61.381,W
9/3/2003,10:52:11,20.841,N,61.374,W
9/3/2003,10:54:11,20.833,N,61.368,W
9/3/2003,10:56:12,20.824,N,61.361,W
9/3/2003,10:58:12,20.816,N,61.354,W
9/3/2003,11:00:12,20.807,N,61.348,W
9/3/2003,11:02:12,20.799,N,61.341,W
9/3/2003,11:04:11,20.791,N,61.335,W
9/3/2003,11:06:11,20.782,N,61.329,W
9/3/2003,11:08:11,20.774,N,61.322,W
9/3/2003,11:10:11,20.766,N,61.316,W
9/3/2003,11:12:12,20.758,N,61.31,W
9/3/2003,11:14:12,20.75,N,61.304,W
9/3/2003,11:16:12,20.742,N,61.298,W
9/3/2003,11:18:11,20.734,N,61.291,W
9/3/2003,11:20:11,20.726,N,61.286,W
9/3/2003,11:22:11,20.719,N,61.28,W
9/3/2003,11:24:11,20.711,N,61.274,W
9/3/2003,11:26:12,20.704,N,61.268,W
9/3/2003,11:28:12,20.696,N,61.263,W
9/3/2003,11:30:12,20.689,N,61.257,W
9/3/2003,11:32:12,20.682,N,61.252,W
9/3/2003,11:34:11,20.675,N,61.246,W
9/3/2003,11:36:11,20.668,N,61.241,W
9/3/2003,11:38:11,20.661,N,61.236,W
9/3/2003,11:40:11,20.654,N,61.231,W
9/3/2003,11:42:12,20.647,N,61.226,W
9/3/2003,11:44:12,20.641,N,61.221,W
9/3/2003,11:46:12,20.634,N,61.216,W
9/3/2003,11:48:11,20.628,N,61.212,W
9/3/2003,11:50:11,20.622,N,61.207,W
9/3/2003,11:52:11,20.616,N,61.203,W
9/3/2003,11:54:11,20.61,N,61.198,W
9/3/2003,11:56:12,20.605,N,61.194,W
9/3/2003,11:58:12,20.599,N,61.19,W
9/3/2003,12:00:12,20.594,N,61.186,W
9/3/2003,12:02:12,20.588,N,61.182,W
9/3/2003,12:04:11,20.583,N,61.179,W
9/3/2003,12:06:11,20.578,N,61.175,W
9/3/2003,12:08:11,20.574,N,61.172,W
9/3/2003,12:10:11,20.569,N,61.169,W
9/3/2003,12:12:12,20.565,N,61.166,W
9/3/2003,12:14:12,20.561,N,61.163,W
9/3/2003,12:16:12,20.556,N,61.16,W
9/3/2003,12:18:11,20.553,N,61.157,W
9/3/2003,12:20:11,20.549,N,61.155,W
9/3/2003,12:22:11,20.546,N,61.152,W
9/3/2003,12:24:11,20.542,N,61.15,W
9/3/2003,12:26:12,20.539,N,61.148,W
9/3/2003,12:28:12,20.536,N,61.147,W
9/3/2003,12:30:12,20.534,N,61.145,W
9/3/2003,12:32:12,20.531,N,61.143,W
9/3/2003,12:34:11,20.529,N,61.142,W
9/3/2003,12:36:11,20.527,N,61.141,W
9/3/2003,12:38:11,20.525,N,61.14,W
9/3/2003,12:40:11,20.524,N,61.139,W
9/3/2003,12:42:12,20.522,N,61.139,W
9/3/2003,12:44:12,20.521,N,61.138,W
9/3/2003,12:46:12,20.52,N,61.138,W
9/3/2003,12:48:11,20.52,N,61.138,W
9/3/2003,12:50:11,20.519,N,61.138,W
9/3/2003,12:52:11,20.519,N,61.139,W
9/3/2003,12:54:11,20.519,N,61.139,W
9/3/2003,12:56:12,20.52,N,61.14,W
9/3/2003,12:58:12,20.52,N,61.141,W
9/3/2003,13:00:12,20.521,N,61.142,W
9/3/2003,13:02:12,20.522,N,61.144,W
9/3/2003,13:04:11,20.524,N,61.145,W
9/3/2003,13:06:11,20.525,N,61.147,W
9/3/2003,13:08:11,20.527,N,61.149,W
9/3/2003,13:10:11,20.53,N,61.152,W
9/3/2003,13:12:12,20.532,N,61.154,W
9/3/2003,13:14:12,20.535,N,61.157,W
9/3/2003,13:16:12,20.538,N,61.16,W
9/3/2003,13:18:11,20.541,N,61.163,W
9/3/2003,13:20:11,20.545,N,61.167,W
9/3/2003,13:22:11,20.549,N,61.171,W
9/3/2003,13:24:11,20.553,N,61.175,W
9/3/2003,13:26:12,20.558,N,61.179,W
9/3/2003,13:28:12,20.563,N,61.183,W
9/3/2003,13:30:12,20.568,N,61.188,W
9/3/2003,13:32:12,20.573,N,61.193,W
9/3/2003,13:34:11,20.579,N,61.198,W
9/3/2003,13:36:11,20.585,N,61.203,W
9/3/2003,13:38:11,20.591,N,61.209,W
9/3/2003,13:40:11,20.597,N,61.214,W
9/3/2003,13:42:12,20.604,N,61.22,W
9/3/2003,13:44:12,20.611,N,61.226,W
9/3/2003,13:46:12,20.618,N,61.233,W
9/3/2003,13:48:11,20.626,N,61.239,W
9/3/2003,13:50:11,20.633,N,61.246,W
9/3/2003,13:52:11,20.641,N,61.253,W
9/3/2003,13:54:11,20.65,N,61.26,W
9/3/2003,13:56:12,20.658,N,61.268,W
9/3/2003,13:58:12,20.667,N,61.275,W
9/3/2003,14:00:12,20.676,N,61.283,W
9/3/2003,14:02:12,20.685,N,61.291,W
9/3/2003,14:04:11,20.694,N,61.299,W
9/3/2003,14:06:11,20.704,N,61.307,W
9/3/2003,14:08:11,20.714,N,61.316,W
9/3/2003,14:10:11,20.724,N,61.324,W
9/3/2003,14:12:12,20.735,N,61.333,W
9/3/2003,14:14:12,20.745,N,61.342,W
9/3/2003,14:16:12,20.756,N,61.352,W
9/3/2003,14:18:11,20.767,N,61.361,W
9/3/2003,14:20:11,20.778,N,61.371,W
9/3/2003,14:22:11,20.79,N,61.38,W
9/3/2003,14:24:11,20.801,N,61.39,W
9/3/2003,14:26:12,20.813,N,61.401,W
9/3/2003,14:28:12,20.825,N,61.411,W
9/3/2003,14:30:12,20.838,N,61.421,W
9/3/2003,14:32:12,20.85,N,61.432,W
9/3/2003,14:34:11,20.863,N,61.443,W
9/3/2003,14:36:11,20.876,N,61.454,W
9/3/2003,14:38:11,20.889,N,61.465,W
9/3/2003,14:40:11,20.902,N,61.476,W
9/3/2003,14:42:12,20.916,N,61.487,W
9/3/2003,14:44:12,20.929,N,61.499,W
9/3/2003,14:46:12,20.943,N,61.511,W
9/3/2003,14:48:11,20.957,N,61.522,W
9/3/2003,14:50:11,20.972,N,61.534,W
9/3/2003,14:52:11,20.986,N,61.547,W
9/3/2003,14:54:11,21.001,N,61.559,W
9/3/2003,14:56:12,21.015,N,61.571,W
9/3/2003,14:58:12,21.03,N,61.584,W
9/3/2003,15:00:12,21.045,N,61.597,W
9/3/2003,15:02:12,21.061,N,61.609,W
9/3/2003,15:04:11,21.076,N,61.622,W
9/3/2003,15:06:11,21.092,N,61.636,W
9/3/2003,15:08:11,21.107,N,61.649,W
9/3/2003,15:10:11,21.123,N,61.662,W
9/3/2003,15:12:12,21.139,N,61.676,W
9/3/2003,15:14:12,21.156,N,61.689,W
9/3/2003,15:16:12,21.172,N,61.703,W
9/3/2003,15:18:11,21.189,N,61.717,W
9/3/2003,15:20:11,21.205,N,61.731,W
9/3/2003,15:22:11,21.222,N,61.745,W
9/3/2003,15:24:11,21.239,N,61.759,W
9/3/2003,15:26:12,21.256,N,61.773,W
9/3/2003,15:28:12,21.273,N,61.788,W
9/3/2003,15:30:12,21.291,N,61.802,W
9/3/2003,15:32:12,21.308,N,61.817,W
9/3/2003,15:34:11,21.326,N,61.832,W
9/3/2003,15:36:11,21.344,N,61.847,W
9/3/2003,15:38:11,21.361,N,61.862,W
9/3/2003,15:40:11,21.379,N,61.877,W
9/3/2003,15:42:12,21.398,N,61.892,W
9/3/2003,15:44:12,21.416,N,61.907,W
9/3/2003,15:46:12,21.434,N,61.922,W
9/3/2003,15:48:11,21.453,N,61.938,W
9/3/2003,15:50:11,21.471,N,61.953,W
9/3/2003,15:52:11,21.49,N,61.969,W
9/3/2003,15:54:11,21.509,N,61.985,W
9/3/2003,15:56:12,21.528,N,62,W
9/3/2003,15:58:12,21.547,N,62.016,W
9/3/2003,16:00:12,21.566,N,62.032,W
9/3/2003,16:02:12,21.585,N,62.048,W
9/3/2003,16:04:11,21.604,N,62.064,W
9/3/2003,16:06:11,21.623,N,62.08,W
9/3/2003,16:08:11,21.643,N,62.096,W
9/3/2003,16:10:11,21.662,N,62.113,W
9/3/2003,16:12:11,21.682,N,62.129,W
9/3/2003,16:14:11,21.702,N,62.146,W
9/3/2003,16:16:11,21.722,N,62.162,W
9/3/2003,16:18:12,21.741,N,62.179,W
9/3/2003,16:20:12,21.761,N,62.195,W
9/3/2003,16:22:12,21.781,N,62.212,W
9/3/2003,16:24:12,21.801,N,62.229,W
9/3/2003,16:26:12,21.822,N,62.245,W
9/3/2003,16:28:12,21.842,N,62.262,W
9/3/2003,16:30:12,21.862,N,62.279,W
9/3/2003,16:32:12,21.882,N,62.296,W
9/3/2003,16:34:11,21.903,N,62.313,W
9/3/2003,16:36:11,21.923,N,62.33,W
9/3/2003,16:38:11,21.944,N,62.347,W
9/3/2003,16:40:11,21.964,N,62.364,W
9/3/2003,16:42:11,21.985,N,62.381,W
9/3/2003,16:44:11,22.006,N,62.399,W
9/3/2003,16:46:11,22.026,N,62.416,W
9/3/2003,16:48:12,22.047,N,62.433,W
9/3/2003,16:50:12,22.068,N,62.45,W
9/3/2003,16:52:12,22.089,N,62.468,W
9/3/2003,16:54:12,22.109,N,62.485,W
9/3/2003,16:56:12,22.13,N,62.502,W
9/3/2003,16:58:12,22.151,N,62.52,W
9/3/2003,17:00:12,22.172,N,62.537,W
9/3/2003,17:02:12,22.193,N,62.554,W
9/3/2003,17:04:11,22.214,N,62.572,W
9/3/2003,17:06:11,22.235,N,62.589,W
9/3/2003,17:08:11,22.256,N,62.607,W
9/3/2003,17:10:11,22.277,N,62.624,W
9/3/2003,17:12:11,22.298,N,62.642,W
9/3/2003,17:14:11,22.319,N,62.659,W
9/3/2003,17:15:24,22.332,N,62.67,W
9/3/2003,17:17:24,22.353,N,62.688,W
9/3/2003,17:19:24,22.374,N,62.705,W
9/3/2003,17:20:27,22.385,N,62.714,W
9/3/2003,17:22:27,22.397,N,62.724,W
9/3/2003,17:23:21,22.403,N,62.729,W
9/3/2003,17:25:21,22.415,N,62.739,W
9/3/2003,17:27:21,22.427,N,62.749,W
9/3/2003,17:29:21,22.439,N,62.759,W
9/3/2003,17:31:22,22.451,N,62.769,W
9/3/2003,17:33:22,22.463,N,62.778,W
9/3/2003,17:35:22,22.474,N,62.787,W
9/3/2003,17:37:22,22.485,N,62.796,W
9/3/2003,17:39:22,22.495,N,62.804,W
9/3/2003,17:41:22,22.505,N,62.812,W
9/3/2003,17:43:22,22.514,N,62.82,W
9/3/2003,17:45:22,22.523,N,62.826,W
9/3/2003,17:47:21,22.532,N,62.833,W
9/3/2003,17:49:21,22.539,N,62.838,W
9/3/2003,17:51:21,22.546,N,62.843,W
9/3/2003,17:53:21,22.552,N,62.847,W
9/3/2003,17:55:21,22.558,N,62.85,W
9/3/2003,17:57:21,22.562,N,62.852,W
9/3/2003,17:59:21,22.566,N,62.854,W
9/3/2003,18:01:22,22.569,N,62.854,W
9/3/2003,18:03:22,22.57,N,62.854,W
9/3/2003,18:05:22,22.571,N,62.852,W
9/3/2003,18:07:22,22.571,N,62.849,W
9/3/2003,18:09:22,22.57,N,62.846,W
9/3/2003,18:11:22,22.568,N,62.842,W
9/3/2003,18:13:22,22.565,N,62.837,W
9/3/2003,18:15:22,22.562,N,62.831,W
9/3/2003,18:17:21,22.558,N,62.825,W
9/3/2003,18:19:21,22.554,N,62.818,W
9/3/2003,18:21:21,22.55,N,62.811,W
9/3/2003,18:23:21,22.545,N,62.803,W
9/3/2003,18:25:21,22.54,N,62.796,W
9/3/2003,18:27:21,22.534,N,62.788,W
9/3/2003,18:29:21,22.529,N,62.78,W
9/3/2003,18:31:22,22.524,N,62.772,W
9/3/2003,18:33:22,22.519,N,62.764,W
9/3/2003,18:35:22,22.514,N,62.756,W
9/3/2003,18:37:22,22.509,N,62.749,W
9/3/2003,18:39:22,22.505,N,62.742,W
9/3/2003,18:41:22,22.501,N,62.735,W
9/3/2003,18:43:22,22.498,N,62.729,W
9/3/2003,18:45:22,22.496,N,62.723,W
9/3/2003,18:47:21,22.494,N,62.718,W
9/3/2003,18:49:21,22.492,N,62.714,W
9/3/2003,18:50:44,22.492,N,62.711,W
9/3/2003,18:52:44,22.491,N,62.703,W
9/3/2003,18:54:44,22.491,N,62.696,W
9/3/2003,18:56:44,22.491,N,62.69,W
9/3/2003,18:58:44,22.492,N,62.685,W
9/3/2003,19:00:44,22.494,N,62.682,W
9/3/2003,19:02:43,22.496,N,62.679,W
9/3/2003,19:04:43,22.498,N,62.677,W
9/3/2003,19:06:43,22.502,N,62.676,W
9/3/2003,19:08:43,22.505,N,62.677,W
9/3/2003,19:10:43,22.509,N,62.677,W
9/3/2003,19:12:43,22.514,N,62.679,W
9/3/2003,19:14:43,22.519,N,62.682,W
9/3/2003,19:16:44,22.524,N,62.685,W
9/3/2003,19:18:44,22.53,N,62.688,W
9/3/2003,19:20:44,22.536,N,62.692,W
9/3/2003,19:22:44,22.543,N,62.697,W
9/3/2003,19:24:44,22.549,N,62.702,W
9/3/2003,19:26:44,22.556,N,62.708,W
9/3/2003,19:28:44,22.563,N,62.714,W
9/3/2003,19:29:01,22.564,N,62.715,W
9/3/2003,19:31:01,22.571,N,62.722,W
9/3/2003,19:33:00,22.579,N,62.729,W
9/3/2003,19:35:00,22.587,N,62.736,W
9/3/2003,19:37:00,22.594,N,62.743,W
9/3/2003,19:39:00,22.602,N,62.75,W
9/3/2003,19:41:00,22.609,N,62.756,W
9/3/2003,19:41:29,22.611,N,62.758,W
9/3/2003,19:43:29,22.618,N,62.764,W
9/3/2003,19:45:29,22.626,N,62.771,W
9/3/2003,19:47:29,22.633,N,62.777,W
9/3/2003,19:49:29,22.64,N,62.782,W
9/3/2003,19:51:29,22.647,N,62.788,W
9/3/2003,19:53:30,22.653,N,62.793,W
9/3/2003,19:55:30,22.66,N,62.797,W
9/3/2003,19:57:30,22.667,N,62.802,W
9/3/2003,19:59:30,22.673,N,62.805,W
9/3/2003,20:01:30,22.679,N,62.809,W
9/3/2003,20:03:30,22.685,N,62.812,W
9/3/2003,20:05:30,22.691,N,62.814,W
9/3/2003,20:07:25,22.696,N,62.816,W
9/3/2003,20:09:24,22.702,N,62.82,W
9/3/2003,20:11:24,22.708,N,62.824,W
9/3/2003,20:13:24,22.713,N,62.827,W
9/3/2003,20:15:24,22.719,N,62.831,W
9/3/2003,20:17:24,22.724,N,62.834,W
9/3/2003,20:19:24,22.729,N,62.837,W
9/3/2003,20:21:24,22.734,N,62.84,W
9/3/2003,20:23:24,22.739,N,62.842,W
9/3/2003,20:25:25,22.744,N,62.845,W
9/3/2003,20:27:25,22.748,N,62.847,W
9/3/2003,20:29:25,22.752,N,62.849,W
9/3/2003,20:31:25,22.756,N,62.851,W
9/3/2003,20:33:25,22.76,N,62.852,W
9/3/2003,20:35:25,22.763,N,62.854,W
9/3/2003,20:37:25,22.767,N,62.855,W
9/3/2003,20:39:24,22.77,N,62.855,W
9/3/2003,20:41:24,22.772,N,62.856,W
9/3/2003,20:43:24,22.774,N,62.856,W
9/3/2003,20:45:24,22.776,N,62.856,W
9/3/2003,20:47:24,22.778,N,62.855,W
9/3/2003,20:49:24,22.78,N,62.855,W
9/3/2003,20:51:24,22.781,N,62.854,W
9/3/2003,20:53:24,22.782,N,62.853,W
9/3/2003,20:55:25,22.783,N,62.851,W
9/3/2003,20:57:25,22.784,N,62.85,W
9/3/2003,20:59:25,22.784,N,62.848,W
9/3/2003,21:01:25,22.785,N,62.846,W
9/3/2003,21:03:25,22.785,N,62.844,W
9/3/2003,21:05:25,22.785,N,62.842,W
9/3/2003,21:07:25,22.785,N,62.84,W
9/3/2003,21:09:24,22.785,N,62.837,W
9/3/2003,21:11:24,22.785,N,62.835,W
9/3/2003,21:13:24,22.785,N,62.833,W
9/3/2003,21:15:24,22.785,N,62.83,W
9/3/2003,21:17:24,22.788,N,62.83,W
9/3/2003,21:19:24,22.791,N,62.831,W
9/3/2003,21:21:24,22.794,N,62.831,W
9/3/2003,21:23:24,22.796,N,62.831,W
9/3/2003,21:25:25,22.799,N,62.832,W
9/3/2003,21:27:25,22.802,N,62.832,W
9/3/2003,21:29:25,22.805,N,62.832,W
9/3/2003,21:31:25,22.808,N,62.833,W
9/3/2003,21:33:25,22.811,N,62.833,W
9/3/2003,21:35:25,22.814,N,62.833,W
9/3/2003,21:37:25,22.817,N,62.834,W
9/3/2003,21:39:24,22.82,N,62.834,W
9/3/2003,21:41:24,22.823,N,62.834,W
9/3/2003,21:43:24,22.827,N,62.835,W
9/3/2003,21:45:24,22.83,N,62.835,W
9/3/2003,21:47:24,22.833,N,62.835,W
9/3/2003,21:49:24,22.836,N,62.836,W
9/3/2003,21:51:24,22.839,N,62.836,W
9/3/2003,21:53:24,22.843,N,62.836,W
9/3/2003,21:55:25,22.846,N,62.836,W
9/3/2003,21:57:25,22.849,N,62.837,W
9/3/2003,21:59:25,22.853,N,62.837,W
9/3/2003,22:01:25,22.856,N,62.837,W
9/3/2003,22:03:25,22.859,N,62.837,W
9/3/2003,22:05:25,22.863,N,62.838,W
9/3/2003,22:07:25,22.866,N,62.838,W
9/3/2003,22:09:24,22.87,N,62.838,W
9/3/2003,22:11:24,22.873,N,62.838,W
9/3/2003,22:13:24,22.877,N,62.839,W
9/3/2003,22:15:24,22.88,N,62.839,W
9/3/2003,22:17:24,22.884,N,62.839,W
9/3/2003,22:19:24,22.888,N,62.839,W
9/3/2003,22:21:24,22.891,N,62.839,W
9/3/2003,22:23:24,22.895,N,62.84,W
9/3/2003,22:25:25,22.899,N,62.84,W
9/3/2003,22:27:25,22.903,N,62.84,W
9/3/2003,22:29:25,22.907,N,62.84,W
9/3/2003,22:31:25,22.911,N,62.84,W
9/3/2003,22:33:25,22.915,N,62.84,W
9/3/2003,22:35:25,22.918,N,62.84,W
9/3/2003,22:37:25,22.922,N,62.841,W
9/3/2003,22:39:24,22.927,N,62.841,W
9/3/2003,22:41:24,22.931,N,62.841,W
9/3/2003,22:43:24,22.935,N,62.841,W
9/3/2003,22:44:57,22.938,N,62.841,W
9/3/2003,22:46:57,22.941,N,62.842,W
9/3/2003,22:48:57,22.945,N,62.842,W
9/3/2003,22:50:57,22.948,N,62.843,W
9/3/2003,22:52:57,22.951,N,62.844,W
9/3/2003,22:54:58,22.954,N,62.844,W
9/3/2003,22:56:58,22.958,N,62.845,W
9/3/2003,22:58:58,22.961,N,62.846,W
9/3/2003,23:00:58,22.964,N,62.847,W
9/3/2003,23:02:58,22.967,N,62.847,W
9/3/2003,23:04:58,22.971,N,62.848,W
9/3/2003,23:06:58,22.974,N,62.849,W
9/3/2003,23:08:58,22.977,N,62.85,W
9/3/2003,23:10:57,22.98,N,62.851,W
9/3/2003,23:12:57,22.983,N,62.852,W
9/3/2003,23:14:57,22.987,N,62.853,W
9/3/2003,23:16:57,22.99,N,62.854,W
9/3/2003,23:18:57,22.993,N,62.855,W
9/3/2003,23:20:57,22.996,N,62.856,W
9/3/2003,23:22:57,22.999,N,62.857,W
9/3/2003,23:24:58,23.002,N,62.859,W
9/3/2003,23:26:58,23.005,N,62.86,W
9/3/2003,23:28:58,23.008,N,62.861,W
9/3/2003,23:30:58,23.012,N,62.862,W
9/3/2003,23:32:58,23.015,N,62.864,W
9/3/2003,23:34:58,23.018,N,62.865,W
9/3/2003,23:36:58,23.021,N,62.866,W
9/3/2003,23:38:58,23.024,N,62.868,W
9/3/2003,23:40:57,23.027,N,62.869,W
9/3/2003,23:42:57,23.03,N,62.871,W
9/3/2003,23:44:57,23.033,N,62.872,W
9/3/2003,23:46:57,23.036,N,62.874,W
9/3/2003,23:48:57,23.039,N,62.876,W
9/3/2003,23:50:57,23.042,N,62.877,W
9/3/2003,23:52:57,23.045,N,62.879,W
9/3/2003,23:54:58,23.048,N,62.881,W
9/3/2003,23:56:58,23.051,N,62.882,W
9/3/2003,23:58:58,23.054,N,62.884,W
9/4/2003,0:00:58,23.056,N,62.886,W
9/4/2003,0:02:58,23.059,N,62.888,W
9/4/2003,0:04:58,23.062,N,62.89,W
9/4/2003,0:06:58,23.065,N,62.892,W
9/4/2003,0:08:58,23.068,N,62.894,W
9/4/2003,0:10:57,23.071,N,62.896,W
9/4/2003,0:12:57,23.073,N,62.898,W
9/4/2003,0:14:57,23.076,N,62.901,W
9/4/2003,0:16:57,23.079,N,62.903,W
9/4/2003,0:18:57,23.082,N,62.905,W
9/4/2003,0:20:57,23.085,N,62.907,W
9/4/2003,0:22:57,23.087,N,62.91,W
9/4/2003,0:24:58,23.09,N,62.912,W
9/4/2003,0:26:58,23.093,N,62.915,W
9/4/2003,0:28:58,23.095,N,62.917,W
9/4/2003,0:30:58,23.098,N,62.92,W
9/4/2003,0:32:58,23.101,N,62.922,W
9/4/2003,0:34:58,23.104,N,62.925,W
9/4/2003,0:36:58,23.106,N,62.927,W
9/4/2003,0:38:58,23.109,N,62.93,W
9/4/2003,0:40:57,23.112,N,62.933,W
9/4/2003,0:42:57,23.114,N,62.936,W
9/4/2003,0:44:57,23.117,N,62.938,W
9/4/2003,0:46:57,23.12,N,62.941,W
9/4/2003,0:48:57,23.122,N,62.944,W
9/4/2003,0:50:57,23.125,N,62.947,W
9/4/2003,0:52:57,23.128,N,62.95,W
9/4/2003,0:54:58,23.13,N,62.952,W
9/4/2003,0:56:58,23.133,N,62.955,W
9/4/2003,0:58:58,23.135,N,62.958,W
9/4/2003,1:00:58,23.138,N,62.961,W
9/4/2003,1:02:58,23.141,N,62.964,W
9/4/2003,1:04:58,23.143,N,62.967,W
9/4/2003,1:06:58,23.146,N,62.97,W
9/4/2003,1:08:58,23.149,N,62.973,W
9/4/2003,1:10:57,23.151,N,62.976,W
9/4/2003,1:12:57,23.154,N,62.98,W
9/4/2003,1:14:57,23.157,N,62.983,W
9/4/2003,1:16:57,23.159,N,62.986,W
9/4/2003,1:18:57,23.162,N,62.989,W
9/4/2003,1:20:57,23.165,N,62.992,W
9/4/2003,1:22:57,23.167,N,62.995,W
9/4/2003,1:24:58,23.17,N,62.998,W
9/4/2003,1:26:58,23.173,N,63.002,W
9/4/2003,1:28:58,23.175,N,63.005,W
9/4/2003,1:30:58,23.178,N,63.008,W
9/4/2003,1:32:58,23.181,N,63.011,W
9/4/2003,1:34:58,23.184,N,63.014,W
9/4/2003,1:36:58,23.186,N,63.018,W
9/4/2003,1:38:58,23.189,N,63.021,W
9/4/2003,1:40:57,23.192,N,63.024,W
9/4/2003,1:42:57,23.195,N,63.027,W
9/4/2003,1:44:57,23.197,N,63.03,W
9/4/2003,1:46:57,23.2,N,63.034,W
9/4/2003,1:48:57,23.203,N,63.037,W
9/4/2003,1:50:57,23.206,N,63.04,W
9/4/2003,1:52:57,23.209,N,63.043,W
9/4/2003,1:54:58,23.212,N,63.047,W
9/4/2003,1:56:58,23.215,N,63.05,W
9/4/2003,1:58:58,23.218,N,63.053,W
9/4/2003,2:00:58,23.22,N,63.056,W
