Track,for,Dennis,2005,,
7/7/2005,19:22:44,18.74,N,76.346,W
7/7/2005,19:24:44,18.745,N,76.351,W
7/7/2005,19:26:44,18.749,N,76.356,W
7/7/2005,19:28:44,18.754,N,76.36,W
7/7/2005,19:30:44,18.758,N,76.365,W
7/7/2005,19:32:44,18.763,N,76.37,W
7/7/2005,19:34:45,18.767,N,76.375,W
7/7/2005,19:36:45,18.772,N,76.38,W
7/7/2005,19:38:45,18.776,N,76.386,W
7/7/2005,19:40:45,18.781,N,76.391,W
7/7/2005,19:40:50,18.781,N,76.391,W
7/7/2005,19:42:50,18.786,N,76.397,W
7/7/2005,19:44:50,18.792,N,76.403,W
7/7/2005,19:46:50,18.797,N,76.41,W
7/7/2005,19:48:49,18.803,N,76.416,W
7/7/2005,19:50:49,18.808,N,76.423,W
7/7/2005,19:52:49,18.814,N,76.429,W
7/7/2005,19:54:49,18.819,N,76.436,W
7/7/2005,19:56:49,18.825,N,76.442,W
7/7/2005,19:58:49,18.831,N,76.449,W
7/7/2005,20:00:49,18.836,N,76.455,W
7/7/2005,20:02:50,18.842,N,76.462,W
7/7/2005,20:04:50,18.848,N,76.469,W
7/7/2005,20:06:50,18.854,N,76.476,W
7/7/2005,20:08:50,18.859,N,76.482,W
7/7/2005,20:10:50,18.865,N,76.489,W
7/7/2005,20:12:50,18.871,N,76.496,W
7/7/2005,20:14:50,18.877,N,76.503,W
7/7/2005,20:16:50,18.883,N,76.51,W
7/7/2005,20:18:49,18.888,N,76.516,W
7/7/2005,20:20:49,18.894,N,76.523,W
7/7/2005,20:22:49,18.9,N,76.53,W
7/7/2005,20:24:49,18.906,N,76.537,W
7/7/2005,20:26:49,18.911,N,76.544,W
7/7/2005,20:28:49,18.917,N,76.55,W
7/7/2005,20:30:49,18.923,N,76.557,W
7/7/2005,20:32:50,18.928,N,76.564,W
7/7/2005,20:34:50,18.934,N,76.571,W
7/7/2005,20:36:50,18.94,N,76.578,W
7/7/2005,20:38:50,18.945,N,76.584,W
7/7/2005,20:40:50,18.951,N,76.591,W
7/7/2005,20:42:50,18.956,N,76.598,W
7/7/2005,20:44:50,18.962,N,76.604,W
7/7/2005,20:46:50,18.967,N,76.611,W
7/7/2005,20:48:49,18.972,N,76.617,W
7/7/2005,20:50:49,18.977,N,76.624,W
7/7/2005,20:52:49,18.983,N,76.63,W
7/7/2005,20:54:49,18.988,N,76.637,W
7/7/2005,20:56:49,18.993,N,76.643,W
7/7/2005,20:58:49,18.998,N,76.649,W
7/7/2005,21:00:49,19.003,N,76.655,W
7/7/2005,21:02:50,19.007,N,76.662,W
7/7/2005,21:04:50,19.012,N,76.668,W
7/7/2005,21:06:50,19.017,N,76.674,W
7/7/2005,21:08:36,19.021,N,76.679,W
7/7/2005,21:10:35,19.024,N,76.685,W
7/7/2005,21:12:35,19.028,N,76.69,W
7/7/2005,21:14:35,19.031,N,76.696,W
7/7/2005,21:16:35,19.034,N,76.701,W
7/7/2005,21:18:35,19.037,N,76.707,W
7/7/2005,21:20:35,19.04,N,76.712,W
7/7/2005,21:22:35,19.043,N,76.718,W
7/7/2005,21:24:36,19.046,N,76.723,W
7/7/2005,21:26:36,19.05,N,76.728,W
7/7/2005,21:28:36,19.053,N,76.734,W
7/7/2005,21:30:36,19.056,N,76.739,W
7/7/2005,21:32:36,19.059,N,76.744,W
7/7/2005,21:34:36,19.062,N,76.75,W
7/7/2005,21:36:36,19.066,N,76.755,W
7/7/2005,21:38:36,19.069,N,76.76,W
7/7/2005,21:40:35,19.073,N,76.766,W
7/7/2005,21:42:35,19.076,N,76.771,W
7/7/2005,21:44:35,19.08,N,76.776,W
7/7/2005,21:46:35,19.083,N,76.782,W
7/7/2005,21:48:35,19.087,N,76.787,W
7/7/2005,21:50:35,19.091,N,76.792,W
7/7/2005,21:52:35,19.095,N,76.798,W
7/7/2005,21:54:36,19.099,N,76.803,W
7/7/2005,21:56:36,19.104,N,76.808,W
7/7/2005,21:58:36,19.108,N,76.814,W
7/7/2005,22:00:36,19.113,N,76.819,W
7/7/2005,22:02:36,19.117,N,76.825,W
7/7/2005,22:04:36,19.122,N,76.83,W
7/7/2005,22:06:36,19.127,N,76.835,W
7/7/2005,22:08:36,19.132,N,76.841,W
7/7/2005,22:10:35,19.137,N,76.846,W
7/7/2005,22:12:35,19.142,N,76.852,W
7/7/2005,22:14:35,19.147,N,76.857,W
7/7/2005,22:16:35,19.153,N,76.863,W
7/7/2005,22:17:02,19.154,N,76.864,W
7/7/2005,22:19:02,19.166,N,76.862,W
7/7/2005,22:21:01,19.178,N,76.861,W
7/7/2005,22:23:01,19.19,N,76.861,W
7/7/2005,22:25:01,19.2,N,76.861,W
7/7/2005,22:27:01,19.21,N,76.863,W
7/7/2005,22:29:01,19.219,N,76.865,W
7/7/2005,22:31:01,19.228,N,76.868,W
7/7/2005,22:33:01,19.235,N,76.872,W
7/7/2005,22:35:01,19.242,N,76.876,W
7/7/2005,22:37:02,19.248,N,76.882,W
7/7/2005,22:39:02,19.253,N,76.888,W
7/7/2005,22:41:02,19.258,N,76.895,W
7/7/2005,22:43:02,19.262,N,76.903,W
7/7/2005,22:45:02,19.265,N,76.911,W
7/7/2005,22:47:02,19.268,N,76.92,W
7/7/2005,22:49:02,19.271,N,76.929,W
7/7/2005,22:51:01,19.273,N,76.939,W
7/7/2005,22:53:01,19.275,N,76.949,W
7/7/2005,22:55:01,19.277,N,76.959,W
7/7/2005,22:57:01,19.278,N,76.97,W
7/7/2005,22:58:53,19.279,N,76.98,W
7/7/2005,23:00:53,19.28,N,76.991,W
7/7/2005,23:02:53,19.281,N,77.003,W
7/7/2005,23:04:53,19.281,N,77.014,W
7/7/2005,23:06:41,19.282,N,77.024,W
7/7/2005,23:08:40,19.283,N,77.035,W
7/7/2005,23:10:40,19.284,N,77.047,W
7/7/2005,23:12:40,19.284,N,77.058,W
7/7/2005,23:14:40,19.285,N,77.069,W
7/7/2005,23:16:40,19.286,N,77.08,W
7/7/2005,23:18:40,19.287,N,77.092,W
7/7/2005,23:20:40,19.288,N,77.103,W
7/7/2005,23:22:40,19.289,N,77.114,W
7/7/2005,23:24:41,19.289,N,77.125,W
7/7/2005,23:26:41,19.29,N,77.136,W
7/7/2005,23:28:41,19.291,N,77.148,W
7/7/2005,23:30:41,19.292,N,77.159,W
7/7/2005,23:32:41,19.293,N,77.17,W
7/7/2005,23:34:41,19.294,N,77.181,W
7/7/2005,23:36:41,19.295,N,77.192,W
7/7/2005,23:38:40,19.296,N,77.203,W
7/7/2005,23:40:40,19.298,N,77.214,W
7/7/2005,23:42:40,19.299,N,77.225,W
7/7/2005,23:44:40,19.3,N,77.236,W
7/7/2005,23:46:40,19.301,N,77.247,W
7/7/2005,23:48:40,19.303,N,77.257,W
7/7/2005,23:50:40,19.304,N,77.268,W
7/7/2005,23:52:40,19.305,N,77.279,W
7/7/2005,23:54:41,19.307,N,77.29,W
7/7/2005,23:56:41,19.308,N,77.3,W
7/7/2005,23:58:41,19.31,N,77.311,W
7/8/2005,0:00:41,19.311,N,77.322,W
7/8/2005,0:02:41,19.313,N,77.332,W
7/8/2005,0:04:41,19.315,N,77.343,W
7/8/2005,0:06:41,19.316,N,77.353,W
7/8/2005,0:08:40,19.318,N,77.363,W
7/8/2005,0:10:40,19.32,N,77.374,W
7/8/2005,0:12:40,19.322,N,77.384,W
7/8/2005,0:14:40,19.324,N,77.394,W
7/8/2005,0:16:40,19.326,N,77.404,W
7/8/2005,0:18:40,19.328,N,77.415,W
7/8/2005,0:20:40,19.331,N,77.425,W
7/8/2005,0:22:40,19.333,N,77.435,W
7/8/2005,0:24:41,19.335,N,77.444,W
7/8/2005,0:26:41,19.338,N,77.454,W
7/8/2005,0:28:41,19.34,N,77.464,W
7/8/2005,0:30:41,19.343,N,77.474,W
7/8/2005,0:32:41,19.346,N,77.483,W
7/8/2005,0:34:41,19.348,N,77.493,W
7/8/2005,0:36:41,19.351,N,77.502,W
7/8/2005,0:38:40,19.354,N,77.512,W
7/8/2005,0:40:40,19.357,N,77.521,W
7/8/2005,0:42:40,19.361,N,77.53,W
7/8/2005,0:44:40,19.364,N,77.54,W
7/8/2005,0:46:40,19.367,N,77.549,W
7/8/2005,0:48:40,19.371,N,77.558,W
7/8/2005,0:50:40,19.374,N,77.567,W
7/8/2005,0:52:40,19.378,N,77.575,W
7/8/2005,0:54:41,19.381,N,77.584,W
7/8/2005,0:56:41,19.385,N,77.593,W
7/8/2005,0:58:41,19.389,N,77.601,W
7/8/2005,1:00:41,19.393,N,77.61,W
7/8/2005,1:02:41,19.397,N,77.618,W
7/8/2005,1:04:41,19.402,N,77.626,W
7/8/2005,1:06:41,19.406,N,77.635,W
7/8/2005,1:08:40,19.411,N,77.643,W
7/8/2005,1:10:40,19.415,N,77.651,W
7/8/2005,1:12:40,19.42,N,77.658,W
7/8/2005,1:14:40,19.425,N,77.666,W
7/8/2005,1:16:40,19.43,N,77.674,W
7/8/2005,1:18:40,19.435,N,77.681,W
7/8/2005,1:20:40,19.44,N,77.689,W
7/8/2005,1:22:40,19.445,N,77.696,W
7/8/2005,1:24:41,19.451,N,77.703,W
7/8/2005,1:26:41,19.457,N,77.711,W
7/8/2005,1:28:41,19.462,N,77.718,W
7/8/2005,1:30:41,19.468,N,77.724,W
7/8/2005,1:32:41,19.474,N,77.731,W
7/8/2005,1:34:41,19.48,N,77.738,W
7/8/2005,1:36:41,19.487,N,77.744,W
7/8/2005,1:38:40,19.493,N,77.751,W
7/8/2005,1:40:40,19.5,N,77.757,W
7/8/2005,1:42:40,19.506,N,77.763,W
7/8/2005,1:44:40,19.513,N,77.77,W
7/8/2005,1:46:40,19.52,N,77.776,W
7/8/2005,1:48:40,19.527,N,77.782,W
7/8/2005,1:50:40,19.534,N,77.787,W
7/8/2005,1:52:40,19.541,N,77.793,W
7/8/2005,1:54:41,19.548,N,77.799,W
7/8/2005,1:56:41,19.555,N,77.804,W
7/8/2005,1:58:41,19.563,N,77.81,W
7/8/2005,2:00:41,19.57,N,77.815,W
7/8/2005,2:02:41,19.578,N,77.821,W
7/8/2005,2:04:41,19.585,N,77.826,W
7/8/2005,2:06:41,19.593,N,77.831,W
7/8/2005,2:08:40,19.601,N,77.836,W
7/8/2005,2:10:40,19.609,N,77.842,W
7/8/2005,2:12:40,19.617,N,77.847,W
7/8/2005,2:14:40,19.625,N,77.852,W
7/8/2005,2:16:40,19.633,N,77.856,W
7/8/2005,2:18:40,19.641,N,77.861,W
7/8/2005,2:20:40,19.649,N,77.866,W
7/8/2005,2:22:40,19.657,N,77.871,W
7/8/2005,2:24:41,19.665,N,77.876,W
7/8/2005,2:26:41,19.674,N,77.88,W
7/8/2005,2:28:41,19.682,N,77.885,W
7/8/2005,2:30:41,19.69,N,77.889,W
7/8/2005,2:32:41,19.699,N,77.894,W
7/8/2005,2:34:41,19.707,N,77.899,W
7/8/2005,2:36:41,19.715,N,77.903,W
7/8/2005,2:38:40,19.724,N,77.907,W
7/8/2005,2:40:40,19.732,N,77.912,W
7/8/2005,2:42:40,19.741,N,77.916,W
7/8/2005,2:44:40,19.749,N,77.921,W
7/8/2005,2:46:40,19.758,N,77.925,W
7/8/2005,2:48:40,19.766,N,77.929,W
7/8/2005,2:50:40,19.775,N,77.934,W
7/8/2005,2:52:40,19.783,N,77.938,W
7/8/2005,2:54:41,19.792,N,77.942,W
7/8/2005,2:56:41,19.8,N,77.946,W
7/8/2005,2:58:41,19.809,N,77.951,W
7/8/2005,3:00:41,19.817,N,77.955,W
7/8/2005,3:02:41,19.826,N,77.959,W
7/8/2005,3:04:41,19.834,N,77.963,W
7/8/2005,3:06:41,19.843,N,77.968,W
7/8/2005,3:08:40,19.851,N,77.972,W
7/8/2005,3:10:40,19.86,N,77.976,W
7/8/2005,3:12:40,19.868,N,77.98,W
7/8/2005,3:14:40,19.876,N,77.985,W
7/8/2005,3:16:40,19.884,N,77.989,W
7/8/2005,3:18:40,19.893,N,77.993,W
7/8/2005,3:20:40,19.901,N,77.998,W
7/8/2005,3:22:40,19.909,N,78.002,W
7/8/2005,3:24:41,19.917,N,78.007,W
7/8/2005,3:26:41,19.925,N,78.011,W
7/8/2005,3:28:41,19.933,N,78.015,W
7/8/2005,3:30:41,19.941,N,78.02,W
7/8/2005,3:32:41,19.949,N,78.024,W
7/8/2005,3:34:41,19.957,N,78.029,W
7/8/2005,3:36:41,19.964,N,78.034,W
7/8/2005,3:38:40,19.972,N,78.038,W
7/8/2005,3:40:40,19.979,N,78.043,W
7/8/2005,3:42:40,19.987,N,78.048,W
7/8/2005,3:44:40,19.994,N,78.052,W
7/8/2005,3:46:40,20.001,N,78.057,W
7/8/2005,3:48:40,20.009,N,78.062,W
7/8/2005,3:50:40,20.016,N,78.067,W
7/8/2005,3:52:40,20.023,N,78.072,W
7/8/2005,3:54:41,20.03,N,78.077,W
7/8/2005,3:56:41,20.036,N,78.082,W
7/8/2005,3:58:41,20.043,N,78.088,W
7/8/2005,4:00:41,20.05,N,78.093,W
7/8/2005,4:02:41,20.056,N,78.098,W
7/8/2005,4:04:41,20.063,N,78.104,W
7/8/2005,4:06:41,20.069,N,78.109,W
7/8/2005,4:08:40,20.075,N,78.115,W
7/8/2005,4:10:40,20.081,N,78.12,W
7/8/2005,4:12:40,20.087,N,78.126,W
7/8/2005,4:14:40,20.093,N,78.132,W
7/8/2005,4:16:40,20.099,N,78.137,W
7/8/2005,4:18:40,20.105,N,78.143,W
7/8/2005,4:20:40,20.11,N,78.149,W
7/8/2005,4:22:40,20.116,N,78.155,W
7/8/2005,4:24:41,20.121,N,78.161,W
7/8/2005,4:26:41,20.126,N,78.167,W
7/8/2005,4:28:41,20.132,N,78.173,W
7/8/2005,4:30:41,20.137,N,78.179,W
7/8/2005,4:32:41,20.142,N,78.185,W
7/8/2005,4:34:41,20.147,N,78.192,W
7/8/2005,4:36:41,20.152,N,78.198,W
7/8/2005,4:38:40,20.157,N,78.204,W
7/8/2005,4:40:40,20.162,N,78.211,W
7/8/2005,4:42:40,20.166,N,78.217,W
7/8/2005,4:44:40,20.171,N,78.224,W
7/8/2005,4:46:40,20.176,N,78.23,W
7/8/2005,4:48:40,20.18,N,78.237,W
7/8/2005,4:50:40,20.185,N,78.243,W
7/8/2005,4:52:40,20.189,N,78.25,W
7/8/2005,4:54:41,20.193,N,78.257,W
7/8/2005,4:56:41,20.197,N,78.264,W
7/8/2005,4:58:41,20.202,N,78.27,W
7/8/2005,5:00:41,20.206,N,78.277,W
7/8/2005,5:02:41,20.21,N,78.284,W
7/8/2005,5:04:41,20.214,N,78.291,W
7/8/2005,5:06:41,20.218,N,78.298,W
7/8/2005,5:08:40,20.222,N,78.305,W
7/8/2005,5:10:40,20.225,N,78.312,W
7/8/2005,5:12:40,20.229,N,78.319,W
7/8/2005,5:14:40,20.233,N,78.326,W
7/8/2005,5:16:40,20.237,N,78.333,W
7/8/2005,5:18:40,20.24,N,78.34,W
7/8/2005,5:20:40,20.244,N,78.347,W
7/8/2005,5:22:40,20.247,N,78.354,W
7/8/2005,5:24:41,20.251,N,78.362,W
7/8/2005,5:24:46,20.251,N,78.362,W
7/8/2005,5:26:46,20.254,N,78.37,W
7/8/2005,5:28:46,20.256,N,78.377,W
7/8/2005,5:30:46,20.259,N,78.385,W
7/8/2005,5:32:46,20.262,N,78.392,W
7/8/2005,5:34:46,20.265,N,78.4,W
7/8/2005,5:36:45,20.267,N,78.407,W
7/8/2005,5:38:45,20.27,N,78.415,W
7/8/2005,5:40:45,20.273,N,78.423,W
7/8/2005,5:42:45,20.276,N,78.43,W
7/8/2005,5:44:45,20.279,N,78.438,W
7/8/2005,5:46:45,20.282,N,78.445,W
7/8/2005,5:48:45,20.285,N,78.453,W
7/8/2005,5:50:45,20.288,N,78.46,W
7/8/2005,5:52:46,20.291,N,78.468,W
7/8/2005,5:54:46,20.294,N,78.475,W
7/8/2005,5:56:46,20.297,N,78.483,W
7/8/2005,5:58:46,20.3,N,78.49,W
7/8/2005,6:00:46,20.303,N,78.498,W
7/8/2005,6:02:46,20.306,N,78.505,W
7/8/2005,6:04:46,20.31,N,78.513,W
7/8/2005,6:06:45,20.313,N,78.52,W
7/8/2005,6:08:45,20.316,N,78.527,W
7/8/2005,6:10:45,20.319,N,78.535,W
7/8/2005,6:12:45,20.322,N,78.542,W
7/8/2005,6:14:45,20.326,N,78.55,W
7/8/2005,6:16:45,20.329,N,78.557,W
7/8/2005,6:18:45,20.332,N,78.565,W
7/8/2005,6:20:45,20.335,N,78.572,W
7/8/2005,6:22:46,20.339,N,78.58,W
7/8/2005,6:24:44,20.342,N,78.587,W
7/8/2005,6:26:44,20.345,N,78.594,W
7/8/2005,6:28:44,20.348,N,78.602,W
7/8/2005,6:30:44,20.352,N,78.609,W
7/8/2005,6:32:44,20.355,N,78.617,W
7/8/2005,6:34:45,20.358,N,78.624,W
7/8/2005,6:36:45,20.362,N,78.632,W
7/8/2005,6:38:45,20.365,N,78.639,W
7/8/2005,6:40:45,20.368,N,78.646,W
7/8/2005,6:42:45,20.372,N,78.654,W
7/8/2005,6:44:45,20.375,N,78.661,W
7/8/2005,6:46:45,20.379,N,78.669,W
7/8/2005,6:48:45,20.382,N,78.676,W
7/8/2005,6:50:44,20.385,N,78.683,W
7/8/2005,6:52:44,20.389,N,78.691,W
7/8/2005,6:53:21,20.39,N,78.693,W
7/8/2005,6:55:21,20.393,N,78.7,W
7/8/2005,6:57:21,20.397,N,78.708,W
7/8/2005,6:59:20,20.4,N,78.715,W
7/8/2005,7:01:20,20.403,N,78.722,W
7/8/2005,7:03:20,20.407,N,78.73,W
7/8/2005,7:05:20,20.41,N,78.737,W
7/8/2005,7:07:20,20.413,N,78.744,W
7/8/2005,7:09:20,20.417,N,78.752,W
7/8/2005,7:11:20,20.42,N,78.759,W
7/8/2005,7:13:21,20.423,N,78.766,W
7/8/2005,7:15:21,20.427,N,78.773,W
7/8/2005,7:17:21,20.43,N,78.781,W
7/8/2005,7:19:21,20.433,N,78.788,W
7/8/2005,7:21:21,20.437,N,78.795,W
7/8/2005,7:23:21,20.44,N,78.802,W
7/8/2005,7:25:21,20.443,N,78.809,W
7/8/2005,7:27:21,20.447,N,78.817,W
7/8/2005,7:29:20,20.45,N,78.824,W
7/8/2005,7:31:20,20.453,N,78.831,W
7/8/2005,7:33:20,20.456,N,78.838,W
7/8/2005,7:35:20,20.46,N,78.845,W
7/8/2005,7:37:20,20.463,N,78.852,W
7/8/2005,7:39:20,20.466,N,78.859,W
7/8/2005,7:41:20,20.47,N,78.866,W
7/8/2005,7:43:21,20.473,N,78.873,W
7/8/2005,7:45:21,20.476,N,78.88,W
7/8/2005,7:47:21,20.479,N,78.887,W
7/8/2005,7:49:21,20.483,N,78.894,W
7/8/2005,7:51:21,20.486,N,78.901,W
7/8/2005,7:53:21,20.489,N,78.908,W
7/8/2005,7:55:21,20.492,N,78.914,W
7/8/2005,7:57:21,20.496,N,78.921,W
7/8/2005,7:59:20,20.499,N,78.928,W
7/8/2005,8:01:20,20.502,N,78.935,W
7/8/2005,8:03:20,20.505,N,78.941,W
7/8/2005,8:05:20,20.509,N,78.948,W
7/8/2005,8:07:20,20.512,N,78.955,W
7/8/2005,8:09:20,20.515,N,78.961,W
7/8/2005,8:11:20,20.518,N,78.968,W
7/8/2005,8:13:21,20.521,N,78.975,W
7/8/2005,8:15:21,20.525,N,78.981,W
7/8/2005,8:17:21,20.528,N,78.988,W
7/8/2005,8:19:21,20.531,N,78.994,W
7/8/2005,8:21:21,20.534,N,79.001,W
7/8/2005,8:23:21,20.537,N,79.007,W
7/8/2005,8:25:21,20.54,N,79.013,W
7/8/2005,8:27:21,20.543,N,79.02,W
7/8/2005,8:29:20,20.547,N,79.026,W
7/8/2005,8:31:20,20.55,N,79.032,W
7/8/2005,8:33:20,20.553,N,79.038,W
7/8/2005,8:35:20,20.556,N,79.045,W
7/8/2005,8:37:20,20.559,N,79.051,W
7/8/2005,8:39:20,20.562,N,79.057,W
7/8/2005,8:41:20,20.565,N,79.063,W
7/8/2005,8:43:21,20.568,N,79.069,W
7/8/2005,8:45:21,20.571,N,79.075,W
7/8/2005,8:47:21,20.575,N,79.081,W
7/8/2005,8:49:21,20.578,N,79.087,W
7/8/2005,8:51:21,20.581,N,79.092,W
7/8/2005,8:53:21,20.584,N,79.098,W
7/8/2005,8:55:21,20.587,N,79.104,W
7/8/2005,8:57:21,20.59,N,79.11,W
7/8/2005,8:59:20,20.593,N,79.115,W
7/8/2005,9:01:20,20.596,N,79.121,W
7/8/2005,9:03:20,20.599,N,79.127,W
7/8/2005,9:05:20,20.602,N,79.132,W
7/8/2005,9:07:20,20.605,N,79.138,W
7/8/2005,9:09:20,20.608,N,79.143,W
7/8/2005,9:11:20,20.611,N,79.149,W
7/8/2005,9:13:21,20.614,N,79.154,W
7/8/2005,9:15:21,20.617,N,79.16,W
7/8/2005,9:17:21,20.62,N,79.165,W
7/8/2005,9:19:21,20.623,N,79.17,W
7/8/2005,9:21:21,20.626,N,79.176,W
7/8/2005,9:23:21,20.629,N,79.181,W
7/8/2005,9:25:21,20.632,N,79.186,W
7/8/2005,9:27:21,20.635,N,79.191,W
7/8/2005,9:29:20,20.638,N,79.196,W
7/8/2005,9:31:20,20.641,N,79.202,W
7/8/2005,9:33:20,20.644,N,79.207,W
7/8/2005,9:35:20,20.647,N,79.212,W
7/8/2005,9:37:20,20.65,N,79.217,W
7/8/2005,9:39:20,20.654,N,79.222,W
7/8/2005,9:41:20,20.657,N,79.227,W
7/8/2005,9:43:21,20.66,N,79.232,W
7/8/2005,9:45:21,20.663,N,79.237,W
7/8/2005,9:47:21,20.666,N,79.242,W
7/8/2005,9:49:21,20.669,N,79.247,W
7/8/2005,9:51:21,20.672,N,79.251,W
7/8/2005,9:53:21,20.676,N,79.256,W
7/8/2005,9:55:21,20.679,N,79.261,W
7/8/2005,9:57:21,20.682,N,79.266,W
7/8/2005,9:59:20,20.685,N,79.271,W
7/8/2005,10:01:20,20.688,N,79.275,W
7/8/2005,10:03:20,20.692,N,79.28,W
7/8/2005,10:05:20,20.695,N,79.285,W
7/8/2005,10:07:20,20.698,N,79.289,W
7/8/2005,10:09:20,20.701,N,79.294,W
7/8/2005,10:11:20,20.705,N,79.299,W
7/8/2005,10:13:21,20.708,N,79.303,W
7/8/2005,10:15:21,20.712,N,79.308,W
7/8/2005,10:17:21,20.715,N,79.312,W
7/8/2005,10:19:21,20.718,N,79.317,W
7/8/2005,10:21:21,20.722,N,79.322,W
7/8/2005,10:23:21,20.725,N,79.326,W
7/8/2005,10:25:21,20.729,N,79.331,W
7/8/2005,10:27:21,20.732,N,79.335,W
7/8/2005,10:29:20,20.736,N,79.34,W
7/8/2005,10:31:20,20.739,N,79.344,W
7/8/2005,10:33:20,20.743,N,79.348,W
7/8/2005,10:35:20,20.746,N,79.353,W
7/8/2005,10:37:20,20.75,N,79.357,W
7/8/2005,10:39:20,20.754,N,79.362,W
7/8/2005,10:41:20,20.757,N,79.366,W
7/8/2005,10:43:21,20.761,N,79.37,W
7/8/2005,10:45:21,20.765,N,79.375,W
7/8/2005,10:47:21,20.769,N,79.379,W
7/8/2005,10:49:21,20.773,N,79.384,W
7/8/2005,10:51:21,20.776,N,79.388,W
7/8/2005,10:53:21,20.78,N,79.392,W
7/8/2005,10:55:21,20.784,N,79.397,W
7/8/2005,10:57:21,20.788,N,79.401,W
7/8/2005,10:59:20,20.792,N,79.405,W
7/8/2005,11:01:20,20.796,N,79.409,W
7/8/2005,11:03:20,20.8,N,79.414,W
7/8/2005,11:05:20,20.804,N,79.418,W
7/8/2005,11:07:20,20.809,N,79.422,W
7/8/2005,11:09:20,20.813,N,79.427,W
7/8/2005,11:11:20,20.817,N,79.431,W
7/8/2005,11:13:21,20.821,N,79.435,W
7/8/2005,11:15:21,20.826,N,79.439,W
7/8/2005,11:17:21,20.83,N,79.444,W
7/8/2005,11:19:21,20.834,N,79.448,W
7/8/2005,11:21:21,20.839,N,79.452,W
7/8/2005,11:23:21,20.843,N,79.456,W
7/8/2005,11:25:21,20.847,N,79.46,W
7/8/2005,11:27:21,20.852,N,79.465,W
7/8/2005,11:29:20,20.856,N,79.469,W
7/8/2005,11:31:20,20.861,N,79.473,W
7/8/2005,11:33:20,20.866,N,79.477,W
7/8/2005,11:35:20,20.87,N,79.481,W
7/8/2005,11:37:20,20.875,N,79.486,W
7/8/2005,11:39:20,20.879,N,79.49,W
7/8/2005,11:41:20,20.884,N,79.494,W
7/8/2005,11:43:21,20.889,N,79.498,W
7/8/2005,11:45:21,20.894,N,79.502,W
7/8/2005,11:47:21,20.898,N,79.507,W
7/8/2005,11:49:21,20.903,N,79.511,W
7/8/2005,11:51:21,20.908,N,79.515,W
7/8/2005,11:53:21,20.913,N,79.519,W
7/8/2005,11:55:21,20.918,N,79.523,W
7/8/2005,11:57:21,20.923,N,79.527,W
7/8/2005,11:59:06,20.927,N,79.531,W
7/8/2005,12:01:06,20.932,N,79.534,W
7/8/2005,12:03:05,20.937,N,79.538,W
7/8/2005,12:05:05,20.942,N,79.541,W
7/8/2005,12:07:05,20.947,N,79.545,W
7/8/2005,12:09:05,20.952,N,79.548,W
7/8/2005,12:11:05,20.957,N,79.552,W
7/8/2005,12:13:05,20.962,N,79.555,W
7/8/2005,12:15:05,20.967,N,79.559,W
7/8/2005,12:17:06,20.972,N,79.562,W
7/8/2005,12:19:06,20.977,N,79.566,W
7/8/2005,12:21:06,20.982,N,79.57,W
7/8/2005,12:23:06,20.987,N,79.574,W
7/8/2005,12:25:06,20.992,N,79.577,W
7/8/2005,12:27:06,20.997,N,79.581,W
7/8/2005,12:29:06,21.003,N,79.585,W
7/8/2005,12:31:06,21.008,N,79.589,W
7/8/2005,12:33:05,21.013,N,79.593,W
7/8/2005,12:35:05,21.018,N,79.597,W
7/8/2005,12:37:05,21.023,N,79.601,W
7/8/2005,12:39:05,21.029,N,79.605,W
7/8/2005,12:41:05,21.034,N,79.609,W
7/8/2005,12:43:05,21.039,N,79.613,W
7/8/2005,12:45:05,21.044,N,79.617,W
7/8/2005,12:47:06,21.05,N,79.621,W
7/8/2005,12:49:06,21.055,N,79.625,W
7/8/2005,12:51:06,21.06,N,79.63,W
7/8/2005,12:53:06,21.066,N,79.634,W
7/8/2005,12:55:06,21.071,N,79.638,W
7/8/2005,12:57:06,21.076,N,79.643,W
7/8/2005,12:59:06,21.082,N,79.647,W
7/8/2005,13:01:06,21.087,N,79.652,W
7/8/2005,13:03:05,21.093,N,79.656,W
7/8/2005,13:05:05,21.098,N,79.661,W
7/8/2005,13:07:05,21.104,N,79.665,W
7/8/2005,13:09:05,21.109,N,79.67,W
7/8/2005,13:11:05,21.114,N,79.674,W
7/8/2005,13:13:05,21.12,N,79.679,W
7/8/2005,13:15:05,21.125,N,79.684,W
7/8/2005,13:17:06,21.131,N,79.688,W
7/8/2005,13:19:06,21.136,N,79.693,W
7/8/2005,13:21:06,21.142,N,79.698,W
7/8/2005,13:23:06,21.148,N,79.703,W
7/8/2005,13:23:36,21.149,N,79.704,W
7/8/2005,13:25:36,21.154,N,79.708,W
7/8/2005,13:27:37,21.16,N,79.713,W
7/8/2005,13:29:37,21.165,N,79.718,W
7/8/2005,13:31:37,21.171,N,79.722,W
7/8/2005,13:33:37,21.176,N,79.727,W
7/8/2005,13:35:37,21.181,N,79.731,W
7/8/2005,13:37:37,21.187,N,79.736,W
7/8/2005,13:39:37,21.192,N,79.741,W
7/8/2005,13:41:37,21.198,N,79.745,W
7/8/2005,13:43:36,21.203,N,79.75,W
7/8/2005,13:45:36,21.209,N,79.755,W
7/8/2005,13:47:36,21.214,N,79.76,W
7/8/2005,13:49:36,21.22,N,79.765,W
