Track,for,Emily,2005,,,
7/18/2005,19:47:50,22.214,N,90.675,W,5
7/18/2005,19:49:49,22.218,N,90.681,W,5
7/18/2005,19:51:50,22.223,N,90.687,W,5
7/18/2005,19:53:49,22.228,N,90.694,W,5
7/18/2005,19:55:50,22.233,N,90.7,W,5
7/18/2005,19:57:49,22.238,N,90.707,W,5
7/18/2005,19:59:50,22.243,N,90.713,W,5
7/18/2005,20:01:49,22.247,N,90.719,W,5
7/18/2005,20:03:49,22.252,N,90.726,W,5
7/18/2005,20:05:50,22.257,N,90.732,W,5
7/18/2005,20:07:49,22.262,N,90.739,W,5
7/18/2005,20:09:50,22.267,N,90.745,W,5
7/18/2005,20:11:49,22.272,N,90.752,W,5
7/18/2005,20:13:10,22.275,N,90.756,W,5
7/18/2005,20:15:09,22.279,N,90.762,W,5
7/18/2005,20:17:10,22.283,N,90.768,W,5
7/18/2005,20:19:09,22.287,N,90.774,W,5
7/18/2005,20:21:10,22.292,N,90.781,W,5
7/18/2005,20:23:09,22.296,N,90.787,W,5
7/18/2005,20:25:10,22.3,N,90.793,W,5
7/18/2005,20:27:09,22.304,N,90.799,W,5
7/18/2005,20:29:10,22.308,N,90.805,W,5
7/18/2005,20:31:09,22.312,N,90.811,W,5
7/18/2005,20:33:10,22.316,N,90.818,W,5
7/18/2005,20:35:09,22.32,N,90.824,W,5
7/18/2005,20:37:10,22.323,N,90.83,W,5
7/18/2005,20:39:09,22.327,N,90.836,W,5
7/18/2005,20:41:10,22.331,N,90.842,W,5
7/18/2005,20:43:10,22.335,N,90.848,W,5
7/18/2005,20:45:09,22.339,N,90.854,W,5
7/18/2005,20:47:10,22.343,N,90.86,W,5
7/18/2005,20:49:09,22.346,N,90.867,W,5
7/18/2005,20:51:10,22.35,N,90.873,W,5
7/18/2005,20:53:09,22.354,N,90.879,W,5
7/18/2005,20:55:10,22.357,N,90.885,W,5
7/18/2005,20:57:09,22.361,N,90.891,W,5
7/18/2005,20:59:10,22.364,N,90.897,W,5
7/18/2005,21:01:09,22.368,N,90.903,W,5
7/18/2005,21:03:10,22.372,N,90.909,W,5
7/18/2005,21:05:09,22.375,N,90.915,W,5
7/18/2005,21:07:10,22.379,N,90.922,W,5
7/18/2005,21:09:09,22.382,N,90.928,W,5
7/18/2005,21:11:10,22.386,N,90.934,W,5
7/18/2005,21:13:10,22.389,N,90.94,W,5
7/18/2005,21:15:09,22.392,N,90.946,W,5
7/18/2005,21:17:10,22.396,N,90.952,W,5
7/18/2005,21:19:09,22.399,N,90.958,W,5
7/18/2005,21:21:10,22.403,N,90.964,W,5
7/18/2005,21:23:09,22.406,N,90.97,W,5
7/18/2005,21:25:10,22.409,N,90.977,W,5
7/18/2005,21:27:09,22.412,N,90.983,W,5
7/18/2005,21:29:10,22.416,N,90.989,W,5
7/18/2005,21:31:09,22.419,N,90.995,W,5
7/18/2005,21:33:10,22.422,N,91.001,W,5
7/18/2005,21:35:09,22.426,N,91.007,W,5
7/18/2005,21:37:10,22.429,N,91.013,W,5
7/18/2005,21:39:09,22.432,N,91.02,W,5
7/18/2005,21:41:10,22.435,N,91.026,W,5
7/18/2005,21:43:10,22.438,N,91.032,W,5
7/18/2005,21:45:09,22.442,N,91.038,W,5
7/18/2005,21:47:10,22.445,N,91.044,W,5
7/18/2005,21:49:09,22.448,N,91.051,W,5
7/18/2005,21:51:10,22.451,N,91.057,W,5
7/18/2005,21:53:09,22.454,N,91.063,W,5
7/18/2005,21:55:10,22.457,N,91.069,W,5
7/18/2005,21:57:09,22.46,N,91.076,W,5
7/18/2005,21:59:10,22.463,N,91.082,W,5
7/18/2005,22:01:09,22.467,N,91.088,W,5
7/18/2005,22:03:10,22.47,N,91.095,W,5
7/18/2005,22:05:09,22.473,N,91.101,W,5
7/18/2005,22:07:10,22.476,N,91.107,W,5
7/18/2005,22:09:09,22.479,N,91.114,W,5
7/18/2005,22:11:10,22.482,N,91.12,W,5
7/18/2005,22:13:10,22.485,N,91.126,W,5
7/18/2005,22:15:09,22.488,N,91.133,W,5
7/18/2005,22:17:10,22.491,N,91.139,W,5
7/18/2005,22:19:09,22.494,N,91.146,W,5
7/18/2005,22:21:10,22.497,N,91.152,W,5
7/18/2005,22:23:09,22.5,N,91.159,W,5
7/18/2005,22:25:10,22.504,N,91.165,W,5
7/18/2005,22:27:09,22.507,N,91.172,W,5
7/18/2005,22:29:10,22.51,N,91.178,W,5
7/18/2005,22:31:09,22.513,N,91.185,W,5
7/18/2005,22:33:10,22.516,N,91.191,W,5
7/18/2005,22:35:09,22.519,N,91.198,W,5
7/18/2005,22:37:10,22.522,N,91.204,W,5
7/18/2005,22:39:09,22.525,N,91.211,W,5
7/18/2005,22:41:10,22.528,N,91.218,W,5
7/18/2005,22:43:10,22.531,N,91.224,W,5
7/18/2005,22:45:09,22.534,N,91.231,W,5
7/18/2005,22:47:10,22.538,N,91.238,W,5
7/18/2005,22:49:09,22.541,N,91.244,W,5
7/18/2005,22:51:10,22.544,N,91.251,W,5
7/18/2005,22:53:09,22.547,N,91.258,W,5
7/18/2005,22:55:10,22.55,N,91.265,W,5
7/18/2005,22:57:09,22.553,N,91.272,W,5
7/18/2005,22:59:10,22.556,N,91.279,W,5
7/18/2005,23:01:09,22.56,N,91.285,W,5
7/18/2005,23:03:10,22.563,N,91.292,W,5
7/18/2005,23:05:09,22.566,N,91.299,W,5
7/18/2005,23:07:10,22.569,N,91.306,W,5
7/18/2005,23:09:09,22.573,N,91.313,W,5
7/18/2005,23:11:10,22.576,N,91.32,W,5
7/18/2005,23:13:10,22.579,N,91.327,W,5
7/18/2005,23:15:09,22.582,N,91.334,W,5
7/18/2005,23:17:10,22.586,N,91.342,W,5
7/18/2005,23:19:09,22.589,N,91.349,W,5
7/18/2005,23:21:10,22.592,N,91.356,W,5
7/18/2005,23:23:09,22.596,N,91.363,W,5
7/18/2005,23:25:10,22.599,N,91.37,W,5
7/18/2005,23:27:09,22.602,N,91.378,W,5
7/18/2005,23:29:10,22.606,N,91.385,W,5
7/18/2005,23:31:09,22.609,N,91.392,W,5
7/18/2005,23:33:10,22.612,N,91.399,W,5
7/18/2005,23:35:09,22.616,N,91.407,W,5
7/18/2005,23:37:10,22.619,N,91.414,W,5
7/18/2005,23:38:47,22.622,N,91.42,W,5
7/18/2005,23:40:46,22.627,N,91.428,W,5
7/18/2005,23:42:47,22.631,N,91.435,W,5
7/18/2005,23:44:46,22.636,N,91.443,W,5
7/18/2005,23:46:47,22.64,N,91.451,W,5
7/18/2005,23:48:46,22.645,N,91.459,W,5
7/18/2005,23:50:47,22.649,N,91.466,W,5
7/18/2005,23:52:46,22.654,N,91.474,W,5
7/18/2005,23:54:46,22.658,N,91.482,W,5
7/18/2005,23:56:47,22.663,N,91.49,W,5
7/18/2005,23:58:46,22.667,N,91.498,W,5
7/19/2005,0:00:47,22.671,N,91.505,W,5
7/19/2005,0:02:46,22.676,N,91.513,W,5
7/19/2005,0:04:47,22.68,N,91.521,W,5
7/19/2005,0:06:46,22.684,N,91.529,W,5
7/19/2005,0:08:47,22.689,N,91.537,W,5
7/19/2005,0:10:46,22.693,N,91.544,W,5
7/19/2005,0:12:47,22.697,N,91.552,W,5
7/19/2005,0:14:46,22.701,N,91.56,W,5
7/19/2005,0:16:47,22.705,N,91.568,W,5
7/19/2005,0:18:46,22.709,N,91.576,W,5
7/19/2005,0:20:47,22.713,N,91.584,W,5
7/19/2005,0:22:46,22.717,N,91.591,W,5
7/19/2005,0:24:46,22.721,N,91.599,W,5
7/19/2005,0:26:47,22.725,N,91.607,W,5
7/19/2005,0:28:46,22.729,N,91.615,W,5
7/19/2005,0:30:47,22.732,N,91.623,W,5
7/19/2005,0:32:46,22.736,N,91.63,W,5
7/19/2005,0:34:47,22.74,N,91.638,W,5
7/19/2005,0:36:46,22.743,N,91.646,W,5
7/19/2005,0:38:47,22.747,N,91.654,W,5
7/19/2005,0:40:46,22.75,N,91.661,W,5
7/19/2005,0:42:47,22.754,N,91.669,W,5
7/19/2005,0:44:46,22.757,N,91.677,W,5
7/19/2005,0:46:47,22.76,N,91.685,W,5
7/19/2005,0:48:46,22.763,N,91.692,W,5
7/19/2005,0:50:47,22.766,N,91.7,W,5
7/19/2005,0:52:46,22.769,N,91.708,W,5
7/19/2005,0:54:46,22.772,N,91.715,W,5
7/19/2005,0:56:47,22.775,N,91.723,W,5
7/19/2005,0:58:46,22.778,N,91.731,W,5
7/19/2005,1:00:47,22.781,N,91.739,W,5
7/19/2005,1:02:46,22.784,N,91.746,W,5
7/19/2005,1:04:47,22.787,N,91.754,W,5
7/19/2005,1:06:46,22.789,N,91.761,W,5
7/19/2005,1:08:47,22.792,N,91.769,W,5
7/19/2005,1:10:46,22.794,N,91.777,W,5
7/19/2005,1:12:47,22.797,N,91.784,W,5
7/19/2005,1:14:46,22.799,N,91.792,W,5
7/19/2005,1:16:47,22.802,N,91.8,W,5
7/19/2005,1:18:46,22.804,N,91.807,W,5
7/19/2005,1:20:47,22.806,N,91.815,W,5
7/19/2005,1:22:10,22.808,N,91.82,W,5
7/19/2005,1:24:11,22.81,N,91.828,W,5
7/19/2005,1:26:10,22.812,N,91.835,W,5
7/19/2005,1:28:11,22.814,N,91.843,W,5
7/19/2005,1:30:10,22.816,N,91.85,W,5
7/19/2005,1:32:11,22.817,N,91.858,W,5
7/19/2005,1:34:10,22.819,N,91.865,W,5
7/19/2005,1:36:11,22.821,N,91.873,W,5
7/19/2005,1:38:10,22.822,N,91.88,W,5
7/19/2005,1:40:11,22.824,N,91.888,W,5
7/19/2005,1:42:10,22.825,N,91.895,W,5
7/19/2005,1:44:11,22.827,N,91.903,W,5
7/19/2005,1:46:11,22.828,N,91.91,W,5
7/19/2005,1:48:10,22.829,N,91.918,W,5
7/19/2005,1:50:11,22.831,N,91.925,W,5
7/19/2005,1:52:10,22.832,N,91.932,W,5
7/19/2005,1:54:11,22.833,N,91.94,W,5
7/19/2005,1:56:10,22.834,N,91.947,W,5
7/19/2005,1:58:11,22.836,N,91.955,W,5
7/19/2005,2:00:10,22.837,N,91.962,W,5
7/19/2005,2:02:11,22.838,N,91.97,W,5
7/19/2005,2:04:10,22.839,N,91.977,W,5
7/19/2005,2:06:11,22.84,N,91.985,W,5
7/19/2005,2:08:10,22.842,N,91.992,W,5
7/19/2005,2:10:11,22.843,N,91.999,W,5
7/19/2005,2:12:10,22.844,N,92.007,W,5
7/19/2005,2:14:11,22.845,N,92.014,W,5
7/19/2005,2:16:11,22.847,N,92.022,W,5
7/19/2005,2:18:10,22.848,N,92.029,W,5
7/19/2005,2:20:11,22.849,N,92.037,W,5
7/19/2005,2:22:10,22.85,N,92.044,W,5
7/19/2005,2:24:11,22.852,N,92.051,W,5
7/19/2005,2:26:10,22.853,N,92.059,W,5
7/19/2005,2:28:11,22.855,N,92.066,W,5
7/19/2005,2:30:10,22.856,N,92.074,W,5
7/19/2005,2:32:11,22.858,N,92.081,W,5
7/19/2005,2:34:10,22.859,N,92.089,W,5
7/19/2005,2:36:11,22.861,N,92.096,W,5
7/19/2005,2:38:10,22.862,N,92.104,W,5
7/19/2005,2:40:11,22.864,N,92.111,W,5
7/19/2005,2:42:10,22.866,N,92.118,W,5
7/19/2005,2:44:11,22.868,N,92.126,W,5
7/19/2005,2:46:11,22.87,N,92.133,W,5
7/19/2005,2:48:10,22.872,N,92.141,W,5
7/19/2005,2:50:11,22.874,N,92.148,W,5
7/19/2005,2:52:10,22.876,N,92.156,W,5
7/19/2005,2:54:11,22.878,N,92.163,W,5
7/19/2005,2:55:41,22.88,N,92.169,W,5
7/19/2005,2:57:42,22.883,N,92.177,W,5
7/19/2005,2:59:41,22.886,N,92.184,W,5
7/19/2005,3:01:42,22.888,N,92.192,W,5
7/19/2005,3:03:41,22.891,N,92.2,W,5
7/19/2005,3:05:42,22.894,N,92.207,W,5
7/19/2005,3:07:41,22.897,N,92.215,W,5
7/19/2005,3:09:42,22.901,N,92.223,W,5
7/19/2005,3:11:42,22.904,N,92.23,W,5
7/19/2005,3:13:41,22.907,N,92.238,W,5
7/19/2005,3:15:42,22.911,N,92.246,W,5
7/19/2005,3:17:41,22.914,N,92.253,W,5
7/19/2005,3:19:42,22.917,N,92.261,W,5
7/19/2005,3:21:41,22.921,N,92.269,W,5
7/19/2005,3:23:42,22.925,N,92.276,W,5
7/19/2005,3:25:41,22.928,N,92.284,W,5
7/19/2005,3:27:42,22.932,N,92.292,W,5
7/19/2005,3:29:41,22.936,N,92.299,W,5
7/19/2005,3:31:42,22.94,N,92.307,W,5
7/19/2005,3:33:41,22.943,N,92.315,W,5
7/19/2005,3:35:42,22.947,N,92.323,W,5
7/19/2005,3:37:41,22.951,N,92.33,W,5
7/19/2005,3:39:42,22.955,N,92.338,W,5
7/19/2005,3:41:42,22.959,N,92.346,W,5
7/19/2005,3:43:41,22.963,N,92.353,W,5
7/19/2005,3:45:42,22.968,N,92.361,W,5
7/19/2005,3:47:41,22.972,N,92.369,W,5
7/19/2005,3:49:42,22.976,N,92.376,W,5
7/19/2005,3:51:41,22.98,N,92.384,W,5
7/19/2005,3:53:42,22.984,N,92.392,W,5
7/19/2005,3:55:41,22.988,N,92.399,W,5
7/19/2005,3:57:42,22.993,N,92.407,W,5
7/19/2005,3:59:41,22.997,N,92.414,W,5
7/19/2005,4:01:42,23.001,N,92.422,W,5
7/19/2005,4:03:41,23.006,N,92.43,W,5
7/19/2005,4:05:42,23.01,N,92.437,W,5
7/19/2005,4:07:41,23.014,N,92.445,W,5
7/19/2005,4:09:42,23.018,N,92.452,W,5
7/19/2005,4:11:42,23.023,N,92.46,W,5
7/19/2005,4:13:41,23.027,N,92.467,W,5
7/19/2005,4:15:42,23.031,N,92.475,W,5
7/19/2005,4:17:41,23.036,N,92.482,W,5
7/19/2005,4:19:42,23.04,N,92.49,W,5
7/19/2005,4:21:41,23.044,N,92.497,W,5
7/19/2005,4:23:42,23.049,N,92.505,W,5
7/19/2005,4:25:41,23.053,N,92.512,W,5
7/19/2005,4:27:42,23.057,N,92.52,W,5
7/19/2005,4:29:41,23.062,N,92.527,W,5
7/19/2005,4:31:42,23.066,N,92.534,W,5
7/19/2005,4:33:41,23.07,N,92.542,W,5
7/19/2005,4:34:35,23.072,N,92.545,W,5
7/19/2005,4:36:36,23.076,N,92.552,W,5
7/19/2005,4:38:35,23.08,N,92.56,W,5
7/19/2005,4:40:35,23.083,N,92.567,W,5
7/19/2005,4:42:36,23.087,N,92.574,W,5
7/19/2005,4:44:35,23.091,N,92.581,W,5
7/19/2005,4:46:36,23.095,N,92.589,W,5
7/19/2005,4:48:35,23.099,N,92.596,W,5
7/19/2005,4:50:36,23.102,N,92.603,W,5
7/19/2005,4:52:35,23.106,N,92.61,W,5
7/19/2005,4:54:36,23.11,N,92.617,W,5
7/19/2005,4:56:35,23.114,N,92.624,W,5
7/19/2005,4:58:36,23.118,N,92.632,W,5
7/19/2005,5:00:35,23.121,N,92.639,W,5
7/19/2005,5:02:36,23.125,N,92.646,W,5
7/19/2005,5:04:35,23.129,N,92.653,W,5
7/19/2005,5:06:36,23.133,N,92.66,W,5
7/19/2005,5:08:35,23.136,N,92.667,W,5
7/19/2005,5:10:35,23.14,N,92.674,W,5
7/19/2005,5:12:36,23.144,N,92.681,W,5
7/19/2005,5:14:35,23.148,N,92.688,W,5
7/19/2005,5:16:36,23.151,N,92.695,W,5
7/19/2005,5:18:35,23.155,N,92.702,W,5
7/19/2005,5:20:36,23.159,N,92.708,W,5
7/19/2005,5:22:35,23.162,N,92.715,W,5
7/19/2005,5:24:36,23.166,N,92.722,W,5
7/19/2005,5:26:35,23.17,N,92.729,W,5
7/19/2005,5:28:36,23.174,N,92.736,W,5
7/19/2005,5:30:35,23.177,N,92.743,W,5
7/19/2005,5:32:36,23.181,N,92.749,W,5
7/19/2005,5:34:35,23.185,N,92.756,W,5
7/19/2005,5:36:36,23.188,N,92.763,W,5
7/19/2005,5:38:35,23.192,N,92.77,W,5
7/19/2005,5:40:35,23.195,N,92.776,W,5
7/19/2005,5:42:36,23.199,N,92.783,W,5
7/19/2005,5:44:35,23.203,N,92.79,W,5
7/19/2005,5:46:36,23.206,N,92.796,W,5
7/19/2005,5:48:35,23.21,N,92.803,W,5
7/19/2005,5:50:36,23.214,N,92.81,W,5
7/19/2005,5:52:35,23.217,N,92.816,W,5
7/19/2005,5:54:36,23.221,N,92.823,W,5
7/19/2005,5:56:35,23.224,N,92.83,W,5
7/19/2005,5:58:36,23.228,N,92.836,W,5
7/19/2005,6:00:35,23.231,N,92.843,W,5
7/19/2005,6:02:36,23.235,N,92.849,W,5
7/19/2005,6:04:35,23.238,N,92.856,W,5
7/19/2005,6:06:36,23.242,N,92.863,W,5
7/19/2005,6:08:35,23.245,N,92.869,W,5
7/19/2005,6:10:35,23.249,N,92.876,W,5
7/19/2005,6:12:36,23.252,N,92.882,W,5
7/19/2005,6:14:35,23.256,N,92.889,W,5
7/19/2005,6:16:36,23.259,N,92.895,W,5
7/19/2005,6:18:35,23.263,N,92.902,W,5
7/19/2005,6:20:36,23.266,N,92.908,W,5
7/19/2005,6:22:19,23.269,N,92.914,W,5
7/19/2005,6:24:18,23.272,N,92.921,W,5
7/19/2005,6:26:19,23.276,N,92.928,W,5
7/19/2005,6:28:18,23.279,N,92.934,W,5
7/19/2005,6:30:19,23.282,N,92.941,W,5
7/19/2005,6:32:18,23.286,N,92.948,W,5
7/19/2005,6:34:19,23.289,N,92.954,W,5
7/19/2005,6:36:18,23.292,N,92.961,W,5
7/19/2005,6:38:18,23.295,N,92.968,W,5
7/19/2005,6:40:19,23.299,N,92.975,W,5
7/19/2005,6:42:18,23.302,N,92.981,W,5
7/19/2005,6:44:19,23.305,N,92.988,W,5
7/19/2005,6:46:18,23.308,N,92.995,W,5
7/19/2005,6:48:19,23.311,N,93.002,W,5
7/19/2005,6:50:18,23.314,N,93.008,W,5
7/19/2005,6:52:19,23.317,N,93.015,W,5
7/19/2005,6:54:18,23.32,N,93.022,W,5
7/19/2005,6:56:19,23.323,N,93.028,W,5
7/19/2005,6:58:18,23.326,N,93.035,W,5
7/19/2005,7:00:19,23.329,N,93.042,W,5
7/19/2005,7:02:18,23.332,N,93.048,W,5
7/19/2005,7:04:19,23.335,N,93.055,W,5
7/19/2005,7:06:18,23.338,N,93.062,W,5
7/19/2005,7:08:18,23.341,N,93.068,W,5
7/19/2005,7:10:19,23.344,N,93.075,W,5
7/19/2005,7:12:18,23.347,N,93.082,W,5
7/19/2005,7:14:19,23.35,N,93.088,W,5
7/19/2005,7:16:18,23.353,N,93.095,W,5
7/19/2005,7:18:19,23.356,N,93.102,W,5
7/19/2005,7:20:18,23.359,N,93.108,W,5
7/19/2005,7:22:19,23.361,N,93.115,W,5
7/19/2005,7:24:18,23.364,N,93.121,W,5
7/19/2005,7:26:19,23.367,N,93.128,W,5
7/19/2005,7:28:18,23.37,N,93.135,W,5
7/19/2005,7:30:19,23.373,N,93.141,W,5
7/19/2005,7:32:18,23.375,N,93.148,W,5
7/19/2005,7:34:19,23.378,N,93.155,W,5
7/19/2005,7:36:18,23.381,N,93.161,W,5
7/19/2005,7:38:18,23.383,N,93.168,W,5
7/19/2005,7:40:19,23.386,N,93.174,W,5
7/19/2005,7:42:18,23.389,N,93.181,W,5
7/19/2005,7:44:19,23.391,N,93.188,W,5
7/19/2005,7:46:18,23.394,N,93.194,W,5
7/19/2005,7:48:19,23.397,N,93.201,W,5
7/19/2005,7:50:18,23.399,N,93.208,W,5
7/19/2005,7:52:19,23.402,N,93.214,W,5
7/19/2005,7:54:18,23.405,N,93.221,W,5
7/19/2005,7:56:19,23.407,N,93.228,W,5
7/19/2005,7:58:18,23.41,N,93.234,W,5
7/19/2005,8:00:19,23.412,N,93.241,W,5
7/19/2005,8:02:18,23.415,N,93.247,W,5
7/19/2005,8:04:19,23.417,N,93.254,W,5
7/19/2005,8:06:18,23.42,N,93.261,W,5
7/19/2005,8:08:18,23.422,N,93.267,W,5
7/19/2005,8:10:19,23.425,N,93.274,W,5
7/19/2005,8:12:18,23.428,N,93.281,W,5
7/19/2005,8:14:19,23.43,N,93.287,W,5
7/19/2005,8:16:18,23.433,N,93.294,W,5
7/19/2005,8:18:19,23.435,N,93.301,W,5
7/19/2005,8:20:18,23.437,N,93.307,W,5
7/19/2005,8:22:19,23.44,N,93.314,W,5
7/19/2005,8:24:18,23.442,N,93.321,W,5
7/19/2005,8:26:19,23.445,N,93.327,W,5
7/19/2005,8:28:18,23.447,N,93.334,W,5
7/19/2005,8:30:19,23.45,N,93.341,W,5
7/19/2005,8:32:18,23.452,N,93.347,W,5
7/19/2005,8:34:19,23.455,N,93.354,W,5
7/19/2005,8:36:18,23.457,N,93.361,W,5
7/19/2005,8:38:18,23.459,N,93.367,W,5
7/19/2005,8:40:19,23.462,N,93.374,W,5
7/19/2005,8:42:18,23.464,N,93.381,W,5
7/19/2005,8:44:19,23.467,N,93.387,W,5
7/19/2005,8:46:18,23.469,N,93.394,W,5
7/19/2005,8:48:19,23.471,N,93.401,W,5
7/19/2005,8:50:18,23.474,N,93.408,W,5
7/19/2005,8:52:19,23.476,N,93.414,W,5
7/19/2005,8:54:18,23.478,N,93.421,W,5
7/19/2005,8:56:19,23.481,N,93.428,W,5
7/19/2005,8:58:18,23.483,N,93.435,W,5
7/19/2005,9:00:19,23.485,N,93.441,W,5
7/19/2005,9:02:18,23.488,N,93.448,W,5
7/19/2005,9:04:19,23.49,N,93.455,W,5
7/19/2005,9:06:18,23.493,N,93.462,W,5
7/19/2005,9:08:18,23.495,N,93.468,W,5
7/19/2005,9:10:19,23.497,N,93.475,W,5
7/19/2005,9:12:18,23.5,N,93.482,W,5
7/19/2005,9:14:19,23.502,N,93.489,W,5
7/19/2005,9:16:18,23.504,N,93.496,W,5
7/19/2005,9:18:19,23.507,N,93.502,W,5
7/19/2005,9:20:18,23.509,N,93.509,W,5
7/19/2005,9:22:19,23.511,N,93.516,W,5
7/19/2005,9:24:18,23.514,N,93.523,W,5
7/19/2005,9:26:19,23.516,N,93.53,W,5
7/19/2005,9:28:18,23.518,N,93.537,W,5
7/19/2005,9:29:55,23.52,N,93.542,W,5
7/19/2005,9:31:55,23.523,N,93.549,W,5
7/19/2005,9:33:54,23.525,N,93.557,W,5
7/19/2005,9:35:55,23.528,N,93.564,W,5
7/19/2005,9:37:54,23.53,N,93.571,W,5
7/19/2005,9:39:55,23.533,N,93.578,W,5
7/19/2005,9:41:54,23.536,N,93.586,W,5
7/19/2005,9:43:55,23.538,N,93.593,W,5
7/19/2005,9:45:54,23.541,N,93.6,W,5
7/19/2005,9:47:55,23.543,N,93.607,W,5
7/19/2005,9:49:54,23.546,N,93.614,W,5
7/19/2005,9:51:55,23.548,N,93.622,W,5
7/19/2005,9:53:54,23.551,N,93.629,W,5
7/19/2005,9:55:55,23.553,N,93.636,W,5
7/19/2005,9:57:54,23.556,N,93.643,W,5
7/19/2005,9:59:55,23.558,N,93.65,W,5
7/19/2005,10:01:55,23.561,N,93.658,W,5
7/19/2005,10:03:54,23.563,N,93.665,W,5
7/19/2005,10:05:55,23.565,N,93.672,W,5
7/19/2005,10:07:54,23.568,N,93.679,W,5
7/19/2005,10:09:55,23.57,N,93.686,W,5
7/19/2005,10:11:54,23.573,N,93.693,W,5
7/19/2005,10:13:55,23.575,N,93.7,W,5
7/19/2005,10:15:54,23.577,N,93.707,W,5
7/19/2005,10:17:55,23.58,N,93.714,W,5
7/19/2005,10:19:54,23.582,N,93.721,W,5
7/19/2005,10:21:55,23.584,N,93.728,W,5
7/19/2005,10:23:54,23.587,N,93.735,W,5
7/19/2005,10:25:55,23.589,N,93.742,W,5
7/19/2005,10:27:54,23.591,N,93.749,W,5
7/19/2005,10:29:55,23.593,N,93.756,W,5
7/19/2005,10:31:55,23.595,N,93.763,W,5
7/19/2005,10:33:54,23.598,N,93.77,W,5
7/19/2005,10:35:55,23.6,N,93.776,W,5
7/19/2005,10:37:54,23.602,N,93.783,W,5
7/19/2005,10:39:55,23.604,N,93.79,W,5
7/19/2005,10:41:54,23.606,N,93.797,W,5
7/19/2005,10:43:55,23.608,N,93.803,W,5
7/19/2005,10:45:54,23.61,N,93.81,W,5
7/19/2005,10:47:55,23.612,N,93.817,W,5
7/19/2005,10:49:54,23.614,N,93.823,W,5
7/19/2005,10:51:55,23.616,N,93.83,W,5
7/19/2005,10:53:54,23.618,N,93.837,W,5
7/19/2005,10:55:55,23.62,N,93.843,W,5
7/19/2005,10:57:54,23.622,N,93.85,W,5
7/19/2005,10:59:55,23.624,N,93.856,W,5
7/19/2005,11:01:55,23.626,N,93.863,W,5
7/19/2005,11:03:54,23.628,N,93.869,W,5
7/19/2005,11:05:55,23.63,N,93.876,W,5
7/19/2005,11:07:54,23.632,N,93.882,W,5
7/19/2005,11:09:55,23.634,N,93.889,W,5
7/19/2005,11:11:19,23.635,N,93.893,W,5
7/19/2005,11:13:18,23.637,N,93.899,W,5
7/19/2005,11:15:19,23.639,N,93.906,W,5
7/19/2005,11:17:18,23.64,N,93.912,W,5
7/19/2005,11:19:19,23.642,N,93.919,W,5
7/19/2005,11:21:18,23.644,N,93.925,W,5
7/19/2005,11:23:18,23.646,N,93.931,W,5
7/19/2005,11:25:19,23.647,N,93.938,W,5
7/19/2005,11:27:18,23.649,N,93.944,W,5
7/19/2005,11:29:19,23.651,N,93.95,W,5
7/19/2005,11:31:18,23.652,N,93.957,W,5
7/19/2005,11:33:19,23.654,N,93.963,W,5
7/19/2005,11:35:18,23.656,N,93.969,W,5
7/19/2005,11:37:19,23.657,N,93.975,W,5
7/19/2005,11:39:18,23.659,N,93.982,W,5
7/19/2005,11:41:19,23.661,N,93.988,W,5
7/19/2005,11:43:18,23.662,N,93.994,W,5
7/19/2005,11:45:19,23.664,N,94,W,5
7/19/2005,11:47:18,23.665,N,94.006,W,5
7/19/2005,11:49:19,23.667,N,94.012,W,5
7/19/2005,11:51:18,23.668,N,94.018,W,5
7/19/2005,11:53:18,23.67,N,94.024,W,5
7/19/2005,11:55:19,23.671,N,94.03,W,5
7/19/2005,11:57:18,23.673,N,94.037,W,5
7/19/2005,11:59:19,23.675,N,94.043,W,5
7/19/2005,12:01:18,23.676,N,94.049,W,5
7/19/2005,12:03:19,23.678,N,94.055,W,5
7/19/2005,12:05:18,23.679,N,94.061,W,5
7/19/2005,12:07:19,23.681,N,94.067,W,5
7/19/2005,12:09:18,23.682,N,94.073,W,5
7/19/2005,12:11:19,23.684,N,94.079,W,5
7/19/2005,12:13:18,23.685,N,94.084,W,5
7/19/2005,12:15:19,23.687,N,94.09,W,5
7/19/2005,12:17:18,23.688,N,94.096,W,5
7/19/2005,12:19:19,23.69,N,94.102,W,5
7/19/2005,12:21:18,23.691,N,94.108,W,5
7/19/2005,12:23:18,23.693,N,94.114,W,5
7/19/2005,12:25:19,23.695,N,94.12,W,5
7/19/2005,12:27:18,23.696,N,94.126,W,5
7/19/2005,12:29:19,23.698,N,94.132,W,5
7/19/2005,12:31:18,23.699,N,94.138,W,5
7/19/2005,12:33:19,23.701,N,94.143,W,5
7/19/2005,12:35:18,23.703,N,94.149,W,5
7/19/2005,12:37:19,23.704,N,94.155,W,5
7/19/2005,12:39:18,23.706,N,94.161,W,5
7/19/2005,12:41:19,23.708,N,94.167,W,5
7/19/2005,12:43:18,23.709,N,94.173,W,5
7/19/2005,12:44:06,23.71,N,94.175,W,5
7/19/2005,12:46:07,23.712,N,94.181,W,5
7/19/2005,12:48:06,23.714,N,94.187,W,5
7/19/2005,12:50:07,23.715,N,94.193,W,5
7/19/2005,12:52:06,23.717,N,94.199,W,5
7/19/2005,12:54:07,23.719,N,94.205,W,5
7/19/2005,12:56:06,23.721,N,94.211,W,5
