Track,for,Lorenzo,2007,,
9/28/2007,1:29:55,20.108,N,96.963,W
9/28/2007,1:31:54,20.106,N,96.968,W
9/28/2007,1:33:54,20.104,N,96.973,W
9/28/2007,1:35:54,20.101,N,96.978,W
9/28/2007,1:37:54,20.099,N,96.983,W
9/28/2007,1:39:54,20.097,N,96.988,W
9/28/2007,1:41:54,20.094,N,96.993,W
9/28/2007,1:43:54,20.092,N,96.998,W
9/28/2007,1:45:54,20.09,N,97.003,W
9/28/2007,1:47:55,20.087,N,97.008,W
9/28/2007,1:49:55,20.085,N,97.013,W
9/28/2007,1:51:55,20.083,N,97.018,W
9/28/2007,1:53:55,20.081,N,97.023,W
9/28/2007,1:55:55,20.078,N,97.028,W
9/28/2007,1:57:55,20.076,N,97.033,W
9/28/2007,1:59:55,20.074,N,97.038,W
9/28/2007,2:01:54,20.071,N,97.043,W
9/28/2007,2:03:54,20.069,N,97.048,W
9/28/2007,2:05:54,20.067,N,97.053,W
9/28/2007,2:07:54,20.064,N,97.058,W
9/28/2007,2:09:54,20.062,N,97.062,W
9/28/2007,2:11:54,20.06,N,97.067,W
9/28/2007,2:13:54,20.058,N,97.072,W
9/28/2007,2:15:54,20.055,N,97.077,W
9/28/2007,2:17:55,20.053,N,97.082,W
9/28/2007,2:19:55,20.051,N,97.087,W
9/28/2007,2:21:55,20.049,N,97.091,W
9/28/2007,2:23:55,20.046,N,97.096,W
9/28/2007,2:25:55,20.044,N,97.101,W
9/28/2007,2:27:55,20.042,N,97.106,W
9/28/2007,2:29:55,20.04,N,97.11,W
9/28/2007,2:31:54,20.038,N,97.115,W
9/28/2007,2:33:54,20.035,N,97.12,W
9/28/2007,2:35:54,20.033,N,97.125,W
9/28/2007,2:37:54,20.031,N,97.129,W
9/28/2007,2:39:54,20.029,N,97.134,W
9/28/2007,2:41:54,20.027,N,97.139,W
9/28/2007,2:43:54,20.025,N,97.143,W
9/28/2007,2:45:54,20.022,N,97.148,W
9/28/2007,2:47:55,20.02,N,97.153,W
9/28/2007,2:49:55,20.018,N,97.157,W
9/28/2007,2:51:55,20.016,N,97.162,W
9/28/2007,2:53:55,20.014,N,97.167,W
9/28/2007,2:55:55,20.012,N,97.171,W
9/28/2007,2:57:55,20.01,N,97.176,W
9/28/2007,2:59:55,20.008,N,97.18,W
9/28/2007,3:01:54,20.006,N,97.185,W
9/28/2007,3:03:54,20.004,N,97.19,W
9/28/2007,3:05:54,20.002,N,97.194,W
9/28/2007,3:07:54,20,N,97.199,W
9/28/2007,3:09:54,19.998,N,97.203,W
9/28/2007,3:11:54,19.996,N,97.208,W
9/28/2007,3:13:54,19.994,N,97.212,W
9/28/2007,3:15:54,19.992,N,97.217,W
9/28/2007,3:17:55,19.99,N,97.221,W
9/28/2007,3:19:55,19.988,N,97.226,W
9/28/2007,3:21:55,19.986,N,97.23,W
9/28/2007,3:23:55,19.984,N,97.235,W
9/28/2007,3:25:55,19.982,N,97.239,W
9/28/2007,3:27:55,19.98,N,97.243,W
9/28/2007,3:29:55,19.979,N,97.248,W
9/28/2007,3:31:54,19.977,N,97.252,W
9/28/2007,3:33:54,19.975,N,97.257,W
9/28/2007,3:35:54,19.973,N,97.261,W
9/28/2007,3:37:54,19.971,N,97.265,W
9/28/2007,3:39:54,19.97,N,97.27,W
9/28/2007,3:41:54,19.968,N,97.274,W
9/28/2007,3:43:54,19.966,N,97.278,W
9/28/2007,3:45:54,19.965,N,97.283,W
9/28/2007,3:47:55,19.963,N,97.287,W
9/28/2007,3:49:55,19.961,N,97.291,W
9/28/2007,3:51:55,19.96,N,97.296,W
9/28/2007,3:53:55,19.958,N,97.3,W
9/28/2007,3:55:55,19.957,N,97.304,W
9/28/2007,3:57:55,19.955,N,97.308,W
9/28/2007,3:59:55,19.953,N,97.313,W
9/28/2007,4:01:54,19.952,N,97.317,W
9/28/2007,4:03:54,19.951,N,97.321,W
9/28/2007,4:05:54,19.949,N,97.325,W
9/28/2007,4:07:54,19.948,N,97.329,W
9/28/2007,4:09:54,19.946,N,97.334,W
9/28/2007,4:11:54,19.945,N,97.338,W
9/28/2007,4:13:54,19.944,N,97.342,W
9/28/2007,4:15:54,19.942,N,97.346,W
9/28/2007,4:17:55,19.941,N,97.35,W
9/28/2007,4:19:55,19.94,N,97.354,W
9/28/2007,4:21:55,19.938,N,97.358,W
9/28/2007,4:23:55,19.937,N,97.363,W
9/28/2007,4:25:55,19.936,N,97.367,W
9/28/2007,4:27:55,19.935,N,97.371,W
9/28/2007,4:29:55,19.934,N,97.375,W
9/28/2007,4:31:54,19.933,N,97.379,W
9/28/2007,4:33:54,19.931,N,97.383,W
9/28/2007,4:35:54,19.93,N,97.387,W
9/28/2007,4:37:54,19.929,N,97.391,W
9/28/2007,4:39:54,19.928,N,97.395,W
9/28/2007,4:41:54,19.927,N,97.399,W
9/28/2007,4:43:54,19.927,N,97.403,W
9/28/2007,4:45:54,19.926,N,97.407,W
9/28/2007,4:47:55,19.925,N,97.411,W
9/28/2007,4:49:55,19.924,N,97.414,W
9/28/2007,4:51:55,19.923,N,97.418,W
9/28/2007,4:53:55,19.922,N,97.422,W
9/28/2007,4:55:55,19.922,N,97.426,W
9/28/2007,4:57:55,19.921,N,97.43,W
9/28/2007,4:59:55,19.92,N,97.434,W
9/28/2007,5:01:54,19.92,N,97.438,W
9/28/2007,5:03:54,19.919,N,97.441,W
9/28/2007,5:05:54,19.919,N,97.445,W
9/28/2007,5:07:54,19.918,N,97.449,W
9/28/2007,5:09:54,19.917,N,97.453,W
9/28/2007,5:11:54,19.917,N,97.457,W
9/28/2007,5:13:54,19.917,N,97.46,W
9/28/2007,5:15:54,19.916,N,97.464,W
9/28/2007,5:17:55,19.916,N,97.468,W
9/28/2007,5:19:55,19.916,N,97.472,W
9/28/2007,5:21:55,19.915,N,97.475,W
9/28/2007,5:23:55,19.915,N,97.479,W
9/28/2007,5:25:55,19.915,N,97.483,W
9/28/2007,5:27:55,19.915,N,97.486,W
9/28/2007,5:29:55,19.915,N,97.49,W
9/28/2007,5:31:54,19.914,N,97.493,W
9/28/2007,5:33:54,19.914,N,97.497,W
9/28/2007,5:35:54,19.914,N,97.501,W
9/28/2007,5:37:54,19.914,N,97.504,W
9/28/2007,5:39:54,19.914,N,97.508,W
9/28/2007,5:41:54,19.915,N,97.511,W
9/28/2007,5:43:54,19.915,N,97.515,W
9/28/2007,5:45:54,19.915,N,97.519,W
9/28/2007,5:47:55,19.915,N,97.522,W
9/28/2007,5:49:55,19.915,N,97.526,W
9/28/2007,5:51:55,19.916,N,97.529,W
9/28/2007,5:53:55,19.916,N,97.532,W
9/28/2007,5:55:55,19.917,N,97.536,W
9/28/2007,5:57:55,19.917,N,97.539,W
9/28/2007,5:59:55,19.917,N,97.543,W
9/28/2007,6:01:54,19.918,N,97.546,W
9/28/2007,6:03:54,19.919,N,97.55,W
9/28/2007,6:05:54,19.919,N,97.553,W
9/28/2007,6:07:54,19.92,N,97.556,W
9/28/2007,6:09:54,19.921,N,97.56,W
9/28/2007,6:11:54,19.921,N,97.563,W
9/28/2007,6:13:54,19.922,N,97.566,W
9/28/2007,6:15:54,19.923,N,97.57,W
9/28/2007,6:17:55,19.924,N,97.573,W
9/28/2007,6:19:55,19.925,N,97.576,W
9/28/2007,6:20:18,19.925,N,97.577,W
9/28/2007,6:22:19,19.93,N,97.578,W
9/28/2007,6:24:19,19.935,N,97.58,W
9/28/2007,6:26:19,19.941,N,97.581,W
9/28/2007,6:28:19,19.946,N,97.583,W
9/28/2007,6:30:19,19.951,N,97.584,W
9/28/2007,6:32:19,19.956,N,97.585,W
9/28/2007,6:34:19,19.961,N,97.587,W
9/28/2007,6:36:19,19.966,N,97.588,W
9/28/2007,6:38:18,19.971,N,97.59,W
9/28/2007,6:40:18,19.976,N,97.591,W
9/28/2007,6:42:18,19.981,N,97.593,W
9/28/2007,6:44:18,19.986,N,97.594,W
9/28/2007,6:46:18,19.991,N,97.596,W
9/28/2007,6:48:18,19.996,N,97.598,W
9/28/2007,6:50:18,20,N,97.599,W
9/28/2007,6:52:19,20.005,N,97.601,W
9/28/2007,6:54:19,20.01,N,97.602,W
9/28/2007,6:56:19,20.015,N,97.604,W
9/28/2007,6:58:19,20.02,N,97.606,W
9/28/2007,7:00:19,20.024,N,97.607,W
9/28/2007,7:02:19,20.029,N,97.609,W
9/28/2007,7:04:19,20.034,N,97.611,W
9/28/2007,7:06:19,20.038,N,97.612,W
9/28/2007,7:08:18,20.043,N,97.614,W
9/28/2007,7:10:18,20.048,N,97.616,W
9/28/2007,7:12:18,20.052,N,97.618,W
9/28/2007,7:14:18,20.057,N,97.619,W
9/28/2007,7:16:18,20.061,N,97.621,W
9/28/2007,7:18:18,20.066,N,97.623,W
9/28/2007,7:20:18,20.07,N,97.625,W
9/28/2007,7:22:19,20.075,N,97.627,W
9/28/2007,7:24:19,20.079,N,97.628,W
9/28/2007,7:26:19,20.084,N,97.63,W
9/28/2007,7:28:19,20.088,N,97.632,W
9/28/2007,7:30:19,20.092,N,97.634,W
9/28/2007,7:32:19,20.097,N,97.636,W
9/28/2007,7:34:19,20.101,N,97.638,W
9/28/2007,7:36:19,20.105,N,97.64,W
9/28/2007,7:38:18,20.11,N,97.642,W
9/28/2007,7:40:18,20.114,N,97.644,W
9/28/2007,7:42:18,20.118,N,97.646,W
9/28/2007,7:44:18,20.122,N,97.648,W
9/28/2007,7:46:18,20.127,N,97.65,W
9/28/2007,7:48:18,20.131,N,97.652,W
9/28/2007,7:50:18,20.135,N,97.654,W
9/28/2007,7:52:19,20.139,N,97.656,W
9/28/2007,7:54:19,20.143,N,97.658,W
9/28/2007,7:56:19,20.147,N,97.66,W
9/28/2007,7:58:19,20.151,N,97.662,W
9/28/2007,8:00:19,20.155,N,97.664,W
9/28/2007,8:02:19,20.159,N,97.666,W
9/28/2007,8:04:19,20.163,N,97.668,W
9/28/2007,8:06:19,20.167,N,97.67,W
9/28/2007,8:08:18,20.171,N,97.673,W
9/28/2007,8:10:18,20.175,N,97.675,W
9/28/2007,8:12:18,20.179,N,97.677,W
9/28/2007,8:14:18,20.183,N,97.679,W
9/28/2007,8:16:18,20.187,N,97.681,W
9/28/2007,8:18:18,20.191,N,97.683,W
9/28/2007,8:20:18,20.194,N,97.686,W
9/28/2007,8:22:19,20.198,N,97.688,W
9/28/2007,8:24:19,20.202,N,97.69,W
9/28/2007,8:26:19,20.206,N,97.692,W
9/28/2007,8:28:19,20.209,N,97.695,W
9/28/2007,8:30:19,20.213,N,97.697,W
9/28/2007,8:32:19,20.217,N,97.699,W
9/28/2007,8:34:19,20.221,N,97.702,W
9/28/2007,8:36:19,20.224,N,97.704,W
9/28/2007,8:38:18,20.228,N,97.706,W
9/28/2007,8:40:18,20.231,N,97.709,W
9/28/2007,8:42:18,20.235,N,97.711,W
9/28/2007,8:44:18,20.239,N,97.713,W
9/28/2007,8:46:18,20.242,N,97.716,W
9/28/2007,8:48:18,20.246,N,97.718,W
9/28/2007,8:50:18,20.249,N,97.721,W
9/28/2007,8:52:19,20.253,N,97.723,W
9/28/2007,8:54:19,20.256,N,97.725,W
9/28/2007,8:56:19,20.26,N,97.728,W
9/28/2007,8:58:19,20.263,N,97.73,W
9/28/2007,9:00:19,20.266,N,97.733,W
9/28/2007,9:02:19,20.27,N,97.735,W
9/28/2007,9:04:19,20.273,N,97.738,W
9/28/2007,9:06:19,20.276,N,97.74,W
9/28/2007,9:08:18,20.28,N,97.743,W
9/28/2007,9:10:18,20.283,N,97.745,W
9/28/2007,9:12:18,20.286,N,97.748,W
9/28/2007,9:14:18,20.29,N,97.751,W
9/28/2007,9:16:18,20.293,N,97.753,W
9/28/2007,9:18:18,20.296,N,97.756,W
9/28/2007,9:20:18,20.299,N,97.758,W
9/28/2007,9:22:19,20.303,N,97.761,W
9/28/2007,9:24:19,20.306,N,97.764,W
9/28/2007,9:26:19,20.309,N,97.766,W
9/28/2007,9:28:19,20.312,N,97.769,W
9/28/2007,9:30:19,20.315,N,97.772,W
9/28/2007,9:32:19,20.318,N,97.774,W
9/28/2007,9:34:19,20.321,N,97.777,W
9/28/2007,9:36:19,20.324,N,97.78,W
9/28/2007,9:38:18,20.327,N,97.782,W
9/28/2007,9:40:18,20.33,N,97.785,W
9/28/2007,9:42:18,20.333,N,97.788,W
9/28/2007,9:44:18,20.336,N,97.79,W
9/28/2007,9:46:18,20.339,N,97.793,W
9/28/2007,9:48:18,20.342,N,97.796,W
9/28/2007,9:50:18,20.345,N,97.799,W
9/28/2007,9:52:19,20.348,N,97.801,W
9/28/2007,9:54:19,20.351,N,97.804,W
9/28/2007,9:56:19,20.354,N,97.807,W
9/28/2007,9:58:19,20.357,N,97.81,W
9/28/2007,10:00:19,20.36,N,97.813,W
9/28/2007,10:02:19,20.362,N,97.816,W
9/28/2007,10:04:19,20.365,N,97.818,W
9/28/2007,10:06:19,20.368,N,97.821,W
9/28/2007,10:08:18,20.371,N,97.824,W
9/28/2007,10:10:18,20.374,N,97.827,W
9/28/2007,10:12:18,20.376,N,97.83,W
9/28/2007,10:14:18,20.379,N,97.833,W
9/28/2007,10:16:18,20.382,N,97.836,W
9/28/2007,10:18:18,20.384,N,97.839,W
9/28/2007,10:20:18,20.387,N,97.842,W
9/28/2007,10:22:19,20.39,N,97.845,W
9/28/2007,10:24:19,20.392,N,97.847,W
9/28/2007,10:26:19,20.395,N,97.85,W
9/28/2007,10:28:19,20.398,N,97.853,W
9/28/2007,10:30:19,20.4,N,97.856,W
9/28/2007,10:32:19,20.403,N,97.859,W
9/28/2007,10:34:19,20.405,N,97.862,W
9/28/2007,10:36:19,20.408,N,97.865,W
9/28/2007,10:38:18,20.41,N,97.868,W
9/28/2007,10:40:18,20.413,N,97.871,W
9/28/2007,10:42:18,20.415,N,97.875,W
9/28/2007,10:44:18,20.418,N,97.878,W
9/28/2007,10:46:18,20.42,N,97.881,W
9/28/2007,10:48:18,20.423,N,97.884,W
9/28/2007,10:50:18,20.425,N,97.887,W
9/28/2007,10:52:19,20.427,N,97.89,W
9/28/2007,10:54:19,20.43,N,97.893,W
9/28/2007,10:56:19,20.432,N,97.896,W
9/28/2007,10:58:19,20.435,N,97.899,W
9/28/2007,11:00:19,20.437,N,97.902,W
9/28/2007,11:02:19,20.439,N,97.906,W
9/28/2007,11:04:19,20.442,N,97.909,W
9/28/2007,11:06:19,20.444,N,97.912,W
9/28/2007,11:08:18,20.446,N,97.915,W
9/28/2007,11:10:18,20.448,N,97.918,W
9/28/2007,11:12:18,20.451,N,97.921,W
9/28/2007,11:14:18,20.453,N,97.925,W
9/28/2007,11:16:18,20.455,N,97.928,W
9/28/2007,11:18:18,20.457,N,97.931,W
9/28/2007,11:20:18,20.459,N,97.934,W
9/28/2007,11:22:19,20.462,N,97.937,W
9/28/2007,11:24:19,20.464,N,97.941,W
9/28/2007,11:26:19,20.466,N,97.944,W
9/28/2007,11:28:19,20.468,N,97.947,W
9/28/2007,11:30:19,20.47,N,97.95,W
9/28/2007,11:32:19,20.472,N,97.954,W
9/28/2007,11:34:19,20.474,N,97.957,W
9/28/2007,11:36:19,20.476,N,97.96,W
9/28/2007,11:38:18,20.479,N,97.964,W
9/28/2007,11:40:18,20.481,N,97.967,W
9/28/2007,11:42:18,20.483,N,97.97,W
9/28/2007,11:44:18,20.485,N,97.974,W
9/28/2007,11:46:18,20.487,N,97.977,W
9/28/2007,11:48:18,20.489,N,97.98,W
9/28/2007,11:50:18,20.491,N,97.984,W
9/28/2007,11:52:19,20.493,N,97.987,W
9/28/2007,11:54:19,20.495,N,97.99,W
9/28/2007,11:56:19,20.496,N,97.994,W
9/28/2007,11:58:19,20.498,N,97.997,W
9/28/2007,12:00:19,20.5,N,98.001,W
9/28/2007,12:02:19,20.502,N,98.004,W
9/28/2007,12:04:19,20.504,N,98.007,W
9/28/2007,12:06:19,20.506,N,98.011,W
9/28/2007,12:08:18,20.508,N,98.014,W
9/28/2007,12:10:18,20.51,N,98.018,W
9/28/2007,12:12:18,20.511,N,98.021,W
9/28/2007,12:14:18,20.513,N,98.025,W
9/28/2007,12:16:18,20.515,N,98.028,W
9/28/2007,12:18:18,20.517,N,98.031,W
9/28/2007,12:20:18,20.519,N,98.035,W
9/28/2007,12:22:19,20.52,N,98.038,W
9/28/2007,12:24:19,20.522,N,98.042,W
9/28/2007,12:26:19,20.524,N,98.045,W
9/28/2007,12:28:19,20.526,N,98.049,W
9/28/2007,12:30:19,20.527,N,98.052,W
9/28/2007,12:32:19,20.529,N,98.056,W
9/28/2007,12:34:19,20.531,N,98.06,W
9/28/2007,12:36:19,20.533,N,98.063,W
9/28/2007,12:38:18,20.534,N,98.067,W
9/28/2007,12:40:18,20.536,N,98.07,W
9/28/2007,12:42:18,20.537,N,98.074,W
9/28/2007,12:44:18,20.539,N,98.077,W
9/28/2007,12:46:18,20.541,N,98.081,W
9/28/2007,12:48:18,20.542,N,98.084,W
9/28/2007,12:50:18,20.544,N,98.088,W
9/28/2007,12:52:19,20.546,N,98.092,W
9/28/2007,12:54:19,20.547,N,98.095,W
9/28/2007,12:56:19,20.549,N,98.099,W
9/28/2007,12:58:19,20.55,N,98.102,W
9/28/2007,13:00:19,20.552,N,98.106,W
9/28/2007,13:02:19,20.553,N,98.11,W
9/28/2007,13:04:19,20.555,N,98.113,W
9/28/2007,13:06:19,20.556,N,98.117,W
9/28/2007,13:08:18,20.558,N,98.121,W
9/28/2007,13:10:18,20.559,N,98.124,W
9/28/2007,13:12:18,20.561,N,98.128,W
9/28/2007,13:14:18,20.562,N,98.132,W
9/28/2007,13:16:18,20.564,N,98.135,W
9/28/2007,13:18:18,20.565,N,98.139,W
9/28/2007,13:20:18,20.567,N,98.143,W
9/28/2007,13:22:19,20.568,N,98.146,W
9/28/2007,13:24:19,20.57,N,98.15,W
9/28/2007,13:26:19,20.571,N,98.154,W
9/28/2007,13:28:19,20.572,N,98.157,W
9/28/2007,13:30:19,20.574,N,98.161,W
9/28/2007,13:32:19,20.575,N,98.165,W
9/28/2007,13:34:19,20.576,N,98.169,W
9/28/2007,13:36:19,20.578,N,98.172,W
9/28/2007,13:38:18,20.579,N,98.176,W
9/28/2007,13:40:18,20.58,N,98.18,W
9/28/2007,13:42:18,20.582,N,98.184,W
9/28/2007,13:44:18,20.583,N,98.187,W
9/28/2007,13:46:18,20.584,N,98.191,W
9/28/2007,13:48:18,20.586,N,98.195,W
9/28/2007,13:50:18,20.587,N,98.199,W
9/28/2007,13:52:19,20.588,N,98.202,W
9/28/2007,13:54:19,20.59,N,98.206,W
9/28/2007,13:56:19,20.591,N,98.21,W
9/28/2007,13:58:19,20.592,N,98.214,W
9/28/2007,14:00:19,20.593,N,98.218,W
9/28/2007,14:02:19,20.595,N,98.221,W
9/28/2007,14:04:19,20.596,N,98.225,W
9/28/2007,14:06:19,20.597,N,98.229,W
9/28/2007,14:08:18,20.598,N,98.233,W
9/28/2007,14:10:18,20.599,N,98.237,W
9/28/2007,14:12:18,20.601,N,98.241,W
9/28/2007,14:14:18,20.602,N,98.244,W
9/28/2007,14:16:18,20.603,N,98.248,W
9/28/2007,14:18:18,20.604,N,98.252,W
9/28/2007,14:20:18,20.605,N,98.256,W
9/28/2007,14:22:19,20.607,N,98.26,W
9/28/2007,14:24:19,20.608,N,98.264,W
9/28/2007,14:26:19,20.609,N,98.268,W
9/28/2007,14:28:19,20.61,N,98.271,W
9/28/2007,14:30:19,20.611,N,98.275,W
9/28/2007,14:32:19,20.612,N,98.279,W
9/28/2007,14:34:19,20.613,N,98.283,W
9/28/2007,14:36:19,20.614,N,98.287,W
9/28/2007,14:38:18,20.615,N,98.291,W
9/28/2007,14:40:18,20.617,N,98.295,W
9/28/2007,14:42:18,20.618,N,98.299,W
9/28/2007,14:44:18,20.619,N,98.303,W
9/28/2007,14:46:18,20.62,N,98.307,W
9/28/2007,14:48:18,20.621,N,98.311,W
9/28/2007,14:50:18,20.622,N,98.314,W
9/28/2007,14:52:19,20.623,N,98.318,W
9/28/2007,14:54:19,20.624,N,98.322,W
9/28/2007,14:56:19,20.625,N,98.326,W
9/28/2007,14:58:19,20.626,N,98.33,W
9/28/2007,15:00:19,20.627,N,98.334,W
9/28/2007,15:02:19,20.628,N,98.338,W
9/28/2007,15:04:19,20.629,N,98.342,W
9/28/2007,15:06:19,20.63,N,98.346,W
9/28/2007,15:08:18,20.631,N,98.35,W
9/28/2007,15:10:18,20.632,N,98.354,W
9/28/2007,15:12:18,20.633,N,98.358,W
9/28/2007,15:14:18,20.634,N,98.362,W
9/28/2007,15:16:18,20.635,N,98.366,W
9/28/2007,15:18:18,20.636,N,98.37,W
9/28/2007,15:20:18,20.637,N,98.374,W
9/28/2007,15:22:19,20.638,N,98.378,W
9/28/2007,15:24:19,20.639,N,98.382,W
9/28/2007,15:26:19,20.64,N,98.386,W
9/28/2007,15:28:19,20.641,N,98.39,W
9/28/2007,15:30:19,20.641,N,98.394,W
9/28/2007,15:32:19,20.642,N,98.398,W
9/28/2007,15:34:19,20.643,N,98.402,W
9/28/2007,15:36:19,20.644,N,98.406,W
9/28/2007,15:38:18,20.645,N,98.41,W
9/28/2007,15:40:18,20.646,N,98.414,W
9/28/2007,15:42:18,20.647,N,98.418,W
9/28/2007,15:44:18,20.648,N,98.422,W
9/28/2007,15:46:18,20.649,N,98.426,W
9/28/2007,15:48:18,20.65,N,98.43,W
9/28/2007,15:50:18,20.65,N,98.434,W
9/28/2007,15:52:19,20.651,N,98.438,W
9/28/2007,15:54:19,20.652,N,98.442,W
9/28/2007,15:56:19,20.653,N,98.446,W
9/28/2007,15:58:19,20.654,N,98.45,W
9/28/2007,16:00:19,20.655,N,98.454,W
9/28/2007,16:02:19,20.656,N,98.458,W
9/28/2007,16:04:19,20.656,N,98.462,W
9/28/2007,16:06:19,20.657,N,98.466,W
9/28/2007,16:08:18,20.658,N,98.471,W
9/28/2007,16:10:18,20.659,N,98.475,W
9/28/2007,16:12:18,20.66,N,98.479,W
9/28/2007,16:14:18,20.66,N,98.483,W
9/28/2007,16:16:18,20.661,N,98.487,W
9/28/2007,16:18:18,20.662,N,98.491,W
9/28/2007,16:20:18,20.663,N,98.495,W
9/28/2007,16:22:19,20.664,N,98.499,W
9/28/2007,16:24:19,20.665,N,98.503,W
9/28/2007,16:26:19,20.665,N,98.507,W
9/28/2007,16:28:19,20.666,N,98.511,W
9/28/2007,16:30:19,20.667,N,98.515,W
9/28/2007,16:32:19,20.668,N,98.519,W
9/28/2007,16:34:19,20.668,N,98.524,W
9/28/2007,16:36:19,20.669,N,98.528,W
9/28/2007,16:38:18,20.67,N,98.532,W
9/28/2007,16:40:18,20.671,N,98.536,W
9/28/2007,16:42:18,20.672,N,98.54,W
9/28/2007,16:44:18,20.672,N,98.544,W
9/28/2007,16:46:18,20.673,N,98.548,W
9/28/2007,16:48:18,20.674,N,98.552,W
9/28/2007,16:50:18,20.675,N,98.556,W
9/28/2007,16:52:19,20.675,N,98.56,W
9/28/2007,16:54:19,20.676,N,98.565,W
9/28/2007,16:56:19,20.677,N,98.569,W
9/28/2007,16:58:19,20.678,N,98.573,W
9/28/2007,17:00:19,20.678,N,98.577,W
9/28/2007,17:02:19,20.679,N,98.581,W
9/28/2007,17:04:19,20.68,N,98.585,W
9/28/2007,17:06:19,20.681,N,98.589,W
9/28/2007,17:08:18,20.681,N,98.593,W
9/28/2007,17:10:18,20.682,N,98.597,W
9/28/2007,17:12:18,20.683,N,98.602,W
9/28/2007,17:14:18,20.684,N,98.606,W
9/28/2007,17:16:18,20.684,N,98.61,W
9/28/2007,17:18:18,20.685,N,98.614,W
9/28/2007,17:20:18,20.686,N,98.618,W
9/28/2007,17:22:19,20.686,N,98.622,W
9/28/2007,17:24:19,20.687,N,98.626,W
9/28/2007,17:26:19,20.688,N,98.63,W
9/28/2007,17:28:19,20.689,N,98.635,W
9/28/2007,17:30:19,20.689,N,98.639,W
9/28/2007,17:32:19,20.69,N,98.643,W
9/28/2007,17:34:19,20.691,N,98.647,W
9/28/2007,17:36:19,20.692,N,98.651,W
9/28/2007,17:38:18,20.692,N,98.655,W
9/28/2007,17:40:18,20.693,N,98.659,W
9/28/2007,17:42:18,20.694,N,98.663,W
9/28/2007,17:44:18,20.694,N,98.668,W
9/28/2007,17:46:18,20.695,N,98.672,W
9/28/2007,17:48:18,20.696,N,98.676,W
9/28/2007,17:50:18,20.697,N,98.68,W
9/28/2007,17:52:19,20.697,N,98.684,W
9/28/2007,17:54:19,20.698,N,98.688,W
9/28/2007,17:56:19,20.699,N,98.692,W
9/28/2007,17:58:19,20.699,N,98.697,W
